am31_sim.cnf,5,1,394516574372095
am31_sim.cnf,5,2,394501627123105
am31_sim.cnf,5,3,394653218999054
am31_sim.cnf,5,4,394816077085063
am31_sim.cnf,5,5,394552157748421
am31_sim.cnf,5,6,394201566676965
am31_sim.cnf,5,7,394948817579824
am31_sim.cnf,5,8,394993882420062
am31_sim.cnf,5,9,394959860696615
am31_sim.cnf,5,10,394553273214764
am31_sim.cnf,5,11,394614594510883
am31_sim.cnf,5,12,394726744169298
am31_sim.cnf,5,13,395019134350164
am31_sim.cnf,5,14,395507786433255
am31_sim.cnf,5,15,396637293707286
am31_sim.cnf,5,16,394226076051376
am31_sim.cnf,5,17,395904315582649
am31_sim.cnf,5,18,394230081396320
am31_sim.cnf,5,19,395571871952349
am31_sim.cnf,5,20,394290161570470
am31_sim.cnf,5,21,393889627076133
am31_sim.cnf,5,22,393757450693002
am31_sim.cnf,5,23,395163326768125
am31_sim.cnf,5,24,395423674189444
am31_sim.cnf,5,25,394005782079491
am31_sim.cnf,5,26,395459722293935
am31_sim.cnf,5,27,395007118315334
am31_sim.cnf,5,28,394566530371563
am31_sim.cnf,5,29,395107251938918
am31_sim.cnf,5,30,394374273814281
am31_sim.cnf,5,31,394382284504168
am31_sim.cnf,5,32,394506450197412
am31_sim.cnf,5,33,394105915703075
am31_sim.cnf,5,34,393252777230137
am31_sim.cnf,5,35,396228748523062
am31_sim.cnf,5,36,394706717444581
am31_sim.cnf,5,37,395395636774841
am31_sim.cnf,5,38,395716064370311
am31_sim.cnf,5,39,394919000726580
am31_sim.cnf,5,40,394574541061450
am31_sim.cnf,5,41,394714728134468
am31_sim.cnf,5,42,394013792769377
am31_sim.cnf,5,43,395960390411856
am31_sim.cnf,5,44,394462391403035
am31_sim.cnf,5,45,395455716948991
am31_sim.cnf,5,46,393681349139078
am31_sim.cnf,5,47,394153979842395
am31_sim.cnf,5,48,394214060016546
am31_sim.cnf,5,49,395411658154614
am31_sim.cnf,5,50,395980417136573
asb2305.cnf,5,1,535798967032250
asb2305.cnf,5,2,536624322061005
asb2305.cnf,5,3,536408223519026
asb2305.cnf,5,4,536353046153044
asb2305.cnf,5,5,536208416901264
asb2305.cnf,5,6,535826171471745
asb2305.cnf,5,7,536463093490211
asb2305.cnf,5,8,535590553360184
asb2305.cnf,5,9,536631853233521
asb2305.cnf,5,10,536045958751283
asb2305.cnf,5,11,535639206248661
asb2305.cnf,5,12,536025526975225
asb2305.cnf,5,13,537272791035275
asb2305.cnf,5,14,535435008150334
asb2305.cnf,5,15,537344536313065
asb2305.cnf,5,16,536886470308711
asb2305.cnf,5,17,536483592979579
asb2305.cnf,5,18,535644725116183
asb2305.cnf,5,19,536439442039401
asb2305.cnf,5,20,534469206333924
asb2305.cnf,5,21,536632602402683
asb2305.cnf,5,22,532835621547310
asb2305.cnf,5,23,534380904453566
asb2305.cnf,5,24,534590621419415
asb2305.cnf,5,25,536163498663284
asb2305.cnf,5,26,535462602487946
asb2305.cnf,5,27,538326894732043
asb2305.cnf,5,28,535683357188840
asb2305.cnf,5,29,536891989176233
asb2305.cnf,5,30,536494630714624
asb2305.cnf,5,31,535633687381139
asb2305.cnf,5,32,536709866547996
asb2305.cnf,5,33,537029960864292
asb2305.cnf,5,34,536251800543641
asb2305.cnf,5,35,537797083449897
asb2305.cnf,5,36,534861045928010
asb2305.cnf,5,37,535727508129018
asb2305.cnf,5,38,536091753385493
asb2305.cnf,5,39,537521140073780
asb2305.cnf,5,40,537079630671993
asb2305.cnf,5,41,535948262829912
asb2305.cnf,5,42,535859960949555
asb2305.cnf,5,43,535677838321317
asb2305.cnf,5,44,536809206163398
asb2305.cnf,5,45,536985809924113
asb2305.cnf,5,46,535109394966516
asb2305.cnf,5,47,535451564752901
asb2305.cnf,5,48,535848923214510
asb2305.cnf,5,49,535070762893859
asb2305.cnf,5,50,537173451419873
at91sam7sek.cnf,5,1,653828472815152
at91sam7sek.cnf,5,2,655373154857750
at91sam7sek.cnf,5,3,654660824572129
at91sam7sek.cnf,5,4,654297716824398
