Benchmark, NVars, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
4step,165,182683749580.8,1257.490026307106,183475634176,181999239168,0.008046817849305048
5step,177,126000247603.2,1393.5824667215347,126768644096,125661347840,0.008734780307040762
90-10-5-q,460,616454938007961.6,485.81870357990266,619574802251776,614077244112896,0.008873114463176575
XSEngine,1260,230865775898080064.0,970.383037185669,232146487042113536,229542843507539968,0.011215519854501364
aaed2000,1284,251884919783948288.0,997.390731716156,253397847783768064,250512729272483840,0.011385726187170231
adder,1272,245220999710323520.0,927.4123897075654,247205398296133632,243616592343072768,0.014517506404782237
adderII,1276,249372755616805696.0,964.6508915424347,250512729272483840,248049823226265600,0.009831460674157303
aeb,1213,175351873616320928.0,1013.0191597938538,176766285374291968,174655223048962048,0.01194267515923567
aim711,1264,232512404511837376.0,954.051511311531,233413124437311488,231794643321225216,0.006933976484775399
aki3068net,1207,174936698025672704.0,994.5311350345612,175781122955804672,173529323142119424,0.012810248198558846
am31_sim,1165,137697558606852912.0,898.6346322059632,138028291704487936,136902391797645312,0.008157022686719348
asb,1231,192838506544470432.0,1029.022047829628,193936258953641984,192106671605022720,0.009433962264150943
asb2305,1242,199819085966894688.0,1012.6188343286515,201113870859763712,198650964813545472,0.01224632610216935
assabet,1266,222118940996796416.0,979.8454949617386,223631868996616192,221028225462042624,0.011642542479546885
at91sam7sek,1296,253862281495340640.0,1075.1296129465104,254805222667321344,252975635318702080,0.007180336923501795
at91sam7xek,1319,292656570160486784.0,987.6009436368943,293508031965036544,291467338383884288,0.00695276912011508
atlas_mips32_4kc,1216,183444279196752288.0,973.3209459781647,184366109745479680,182255047420149760,0.011450381679389313
atlas_mips64_5kc,1209,176794432871963040.0,1040.2537641525269,177610710304423936,175921860444160000,0.009508716323296355
blasted_case1,187,1366390158131.2,643.2507491827012,1372242051072,1359894020096,0.008998435054773083
blasted_case10,328,67451602390220.8,514.7344816446305,67654324846592,67190468378624,0.006856272219400711
blasted_case100,72,4905448243.2,341.3503944158554,4930404352,4884267008,0.009357720119098255
blasted_case102,34,28505702.4,235.07861137390137,28639232,28336128,0.010583524027459955
blasted_case103,32,21716992.0,190.16540176868438,21880832,21594112,0.013103706476974916
blasted_case105,170,1220468644249.6,518.4810292959213,1229971259392,1215207309312,0.012003491924923615
blasted_case106,204,3768189557145.6,510.5440865278244,3778497478656,3761317609472,0.004546746234725774
blasted_case108,205,2989619360563.2,644.8868680477142,3020435750912,2975338594304,0.014930678990401706
blasted_case109,241,8771611708620.8,472.61341824531553,8800387989504,8753143349248,0.005368472425573451
blasted_case11,105,39750257868.8,552.2818814277649,39912996864,39594229760,0.007986548970155528
blasted_case110,287,10035191087104.0,919.0581988334656,10067403341824,9929964388352,0.013651877133105802
blasted_case111,306,14514412480102.4,839.5781997203827,14611478740992,14443975016448,0.01146384479717813
blasted_case112,137,196387379609.6,585.8146343946457,196964515840,195018358784,0.009880749574105622
blasted_case114,428,192916187040972.8,850.3780909538269,193720204918784,192208376430592,0.007804185881518269
blasted_case116,438,226994175554355.2,764.6492923498154,228767138054144,226361956368384,0.010513667768098528
blasted_case118,309,15806768139468.8,833.8903756618499,15882789060608,15753940041728,0.008112493239588967
blasted_case120,284,27523868419686.4,498.35344982147217,27633819582464,27350351740928,0.010258004351880633
blasted_case121,291,22220442802585.6,605.3162596464157,22351009808384,22110491639808,0.010760953112990008
blasted_case122,314,18367857138073.6,611.1088233232498,18429704667136,18309445582848,0.0065252854812398045
blasted_case123,267,9929964388352.0,651.974805855751,9985798963200,9895604649984,0.00903225806451613
blasted_case124,133,247859878297.6,396.1726837158203,248906776576,247363272704,0.006201132380695605
blasted_case125,393,87984982038937.6,837.4875092506409,88373247082496,87479893884928,0.01010886469673406
blasted_case126,302,20498160916889.6,607.7520844936371,20547123544064,20435454394368,0.005434782608695652
blasted_case127,36,26896793.6,334.6772110700607,26959872,26746880,0.007900334244910361
blasted_case131,432,237219633692672.0,701.0782956838608,238387864797184,236051402588160,0.009801095416546555
blasted_case134,60,1337563545.6,318.6113807439804,1345847296,1329594368,0.012076353720296066
blasted_case135,236,5222250735206.4,621.3184351921082,5246302552064,5196910428160,0.009414654113794515
blasted_case136,211,4145395059916.8,461.3794147968292,4172560728064,4114578669568,0.013896037056098817
