Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
baital_4step,165,0.9985534201955852,867.1804104328155,-1,-1,-1
baital_5step,177,1.0066883146120484,976.2381519794465,-1,-1,-1
baital_90-10-5-q,460,1.0043318541568065,357.8955926656723,-1,-1,-1
baital_XSEngine,1260,0.8064722330058209,649.258796453476,-1,-1,-1
baital_aaed2000,1284,0.817648149837979,682.7540563583374,-1,-1,-1
baital_adder,1272,0.7802278577210092,662.9261206388474,-1,-1,-1
baital_adderII,1276,0.7764948178735311,663.3888902425766,-1,-1,-1
baital_aeb,1213,0.803034141300234,685.5612330198288,-1,-1,-1
baital_aim711,1264,0.8013268553973333,627.7606758832932,-1,-1,-1
baital_aki3068net,1207,0.7917437888055979,652.7300901174546,-1,-1,-1
baital_am31_sim,1165,0.8088938159918955,676.7296469926835,-1,-1,-1
baital_asb,1231,0.8419498771249236,656.3324391126632,-1,-1,-1
baital_asb2305,1242,0.833379450656376,668.1305922985077,-1,-1,-1
baital_assabet,1266,0.7850467136441368,644.6895246267319,-1,-1,-1
baital_at91sam7sek,1296,0.823858085018305,712.0158693552017,-1,-1,-1
baital_at91sam7xek,1319,0.835705655525722,729.9906072378159,-1,-1,-1
baital_atlas_mips32_4kc,1216,0.7838073215639234,666.2594764709472,-1,-1,-1
baital_atlas_mips64_5kc,1209,0.7792857958787045,674.0096700668335,-1,-1,-1
baital_blasted_case1,187,0.9563408790397808,437.71633698940275,-1,-1,-1
baital_blasted_case10,328,0.8657477630622287,417.3666520357132,-1,-1,-1
baital_blasted_case100,72,0.9989213397386297,250.05959582328796,-1,-1,-1
baital_blasted_case102,34,0.990516666532362,189.97611854076385,0.9999911445112036,375.28271198272705,0.009474561880718185
baital_blasted_case103,32,0.9946153817454633,173.38769097328185,0.9999800249812578,290.9897508621216,0.005364750396784275
baital_blasted_case105,170,0.9170529279240801,373.68255202770234,-1,-1,-1
baital_blasted_case106,204,0.916759559436112,333.22866199016573,-1,-1,-1
baital_blasted_case108,205,0.9514633927510101,412.9000403881073,-1,-1,-1
baital_blasted_case109,241,0.9119259923343783,357.75169732570646,-1,-1,-1
baital_blasted_case11,105,0.956401965046186,402.7847853422165,-1,-1,-1
baital_blasted_case110,287,0.9912538488655269,603.3998676538467,-1,-1,-1
baital_blasted_case111,306,0.9849685383846708,660.7779212713242,-1,-1,-1
baital_blasted_case112,137,0.7960447068740465,446.46533675193785,-1,-1,-1
baital_blasted_case114,428,0.8652624241004171,578.0848606348038,-1,-1,-1
baital_blasted_case116,438,0.7590214855242589,566.2058684110641,-1,-1,-1
baital_blasted_case118,309,0.986094404140423,626.8992042541504,-1,-1,-1
baital_blasted_case120,284,0.8329568327817657,407.99117636680603,-1,-1,-1
baital_blasted_case121,291,0.9188133770670258,420.768058013916,-1,-1,-1
baital_blasted_case122,314,0.9012871689588666,569.7991148233414,-1,-1,-1
baital_blasted_case123,267,0.8772428903033144,432.95187439918516,-1,-1,-1
baital_blasted_case124,133,0.94973301274686,343.81396441459657,-1,-1,-1
baital_blasted_case125,393,0.9010289224036594,618.567921924591,-1,-1,-1
baital_blasted_case126,302,0.8552756900355918,469.7576019525528,-1,-1,-1
baital_blasted_case127,36,0.9906050373972779,259.4862496852875,1.0,495.735027551651,0.009394962602722101
baital_blasted_case131,432,0.7906195735653707,534.5701252222061,-1,-1,-1
baital_blasted_case134,60,0.992281417765314,273.65915451049807,0.9966349831050649,13656.281845092773,0.004368264624012302
baital_blasted_case135,236,0.9049963076557932,485.0965958118439,-1,-1,-1
baital_blasted_case136,211,0.9786527155836187,385.00647296905515,-1,-1,-1
baital_blasted_case14,247,0.9072014770938731,356.69864110946656,-1,-1,-1
baital_blasted_case140,488,0.871374793846833,488.16208920478823,-1,-1,-1
baital_blasted_case145,219,0.9041841859983518,370.7271468639374,-1,-1,-1
baital_blasted_case17,77,1.003015751530084,330.3051202774048,-1,-1,-1
baital_blasted_case19,397,0.9039424824693081,446.27176692485807,-1,-1,-1
baital_blasted_case2,296,0.9562248401387157,463.85367558002474,-1,-1,-1
baital_blasted_case200,14,0.9973171420502683,73.63872530460358,1.0,1.149540662765503,0.002682857949731665
baital_blasted_case203,214,0.9277088654269816,357.1944110393524,-1,-1,-1
baital_blasted_case22,126,1.0005888438507118,388.1945275068283,-1,-1,-1
baital_blasted_case24,65,0.9946005594095881,277.8200543880463,0.9994637164109618,26236.585190057755,0.004865766432059237
baital_blasted_case25,68,1.004930699554309,323.85357797145844,-1,-1,-1
baital_blasted_case31,53,1.0058328562769396,284.71297161579133,-1,-1,-1
baital_blasted_case32,52,1.0015258539532017,281.267631316185,-1,-1,-1
baital_blasted_case33,51,1.0066644844398482,280.3875149011612,0.9952875469780955,5297.160401582718,0.01143080459139223
baital_blasted_case34,409,0.7317108167792385,539.1098907232284,-1,-1,-1
baital_blasted_case35,400,0.904807243354575,505.36037335395815,-1,-1,-1
baital_blasted_case36,64,0.9999435137736297,324.35474810600283,0.9909381034203187,19669.631156921387,0.00908776271921312
baital_blasted_case38,143,0.9788250154609424,536.1398715257644,-1,-1,-1
baital_blasted_case39,245,0.8054190563473792,351.2868584871292,-1,-1,-1
baital_blasted_case4,103,0.9967323417737455,390.6170710325241,-1,-1,-1
baital_blasted_case43,116,0.9721657206610661,419.8052124261856,-1,-1,-1
baital_blasted_case44,173,0.9526619950387337,497.21197590827944,-1,-1,-1
baital_blasted_case46,176,0.926633034460174,437.3774728059769,-1,-1,-1
baital_blasted_case47,118,0.9814466782597981,347.27962400913236,-1,-1,-1
baital_blasted_case51,132,0.955286186992532,402.861417555809,-1,-1,-1
baital_blasted_case54,203,0.9400166425231001,439.540606546402,-1,-1,-1
baital_blasted_case55,149,0.9757458985137275,413.5776049375534,-1,-1,-1
baital_blasted_case56,202,0.9608207570258961,429.4041688203812,-1,-1,-1
baital_blasted_case57,288,0.698329839213315,555.2765576124191,-1,-1,-1
baital_blasted_case59,93,0.9771017216178528,312.90540902614595,-1,-1,-1
baital_blasted_case6,329,0.8425823433344113,459.93723528385163,-1,-1,-1
baital_blasted_case60,15,1.0028605015673981,99.28258800506592,1.0,2.1583590507507324,0.0028605015673981438
baital_blasted_case61,282,0.9366819255377935,389.3543231010437,-1,-1,-1
baital_blasted_case63,96,1.0025390150810805,280.8836939573288,-1,-1,-1
baital_blasted_case68,178,0.8428736240059923,433.30926313400266,-1,-1,-1
baital_blasted_case8,160,0.9398161743316182,328.84167354106904,-1,-1,-1
baital_blasted_case9,279,0.9141237351088058,361.9985943555832,-1,-1,-1
baital_blasted_case_1_b12_1,427,0.787913670580863,595.1084833621978,-1,-1,-1
baital_blasted_case_1_b14_1,238,0.9299447138572497,395.3635706424713,-1,-1,-1
baital_blasted_case_1_b14_2,270,0.9476392470978486,456.2326236724854,-1,-1,-1
baital_blasted_case_1_b14_3,304,0.955252228404252,481.7798566579819,-1,-1,-1
baital_blasted_squaring51,496,0.44085094352583487,500.79854731559755,-1,-1,-1
baital_brutus,1221,0.800768808242188,696.2293417692184,-1,-1,-1
baital_buildroot,565,0.9978197339971926,419.6145822048187,-1,-1,-1
baital_busybox_1_28_0,998,0.9855866323174348,510.43060913085935,-1,-1,-1
baital_calm16_ceb,1173,0.8053329587791611,833.8761234521866,-1,-1,-1
baital_calm32_ceb,1173,0.8101393771749912,794.8090110778809,-1,-1,-1
baital_ceb_v850,1189,0.7925628755478354,788.2775105953217,-1,-1,-1
baital_cerf,1276,0.7840307240730132,760.4572026729584,-1,-1,-1
baital_cerfpda,1291,0.7824987572775259,815.5402106285095,-1,-1,-1
baital_cma230,1212,0.8145435534564929,763.4851485729217,-1,-1,-1
baital_cma28x,1204,0.7870137173341586,802.9185348510742,-1,-1,-1
baital_cme555,1266,0.7914219423479789,716.6684049367905,-1,-1,-1
baital_cq7708,1238,0.789859258279203,741.3642826318741,-1,-1,-1
baital_cq7750,1267,0.839879647989537,760.7247570276261,-1,-1,-1
baital_csb281,1233,0.7741453496690615,771.0049704790115,-1,-1,-1
baital_dreamcast,1252,0.8338142727125037,764.4468410730362,-1,-1,-1
baital_e7t,1266,0.7845992022708073,681.9786395788193,-1,-1,-1
baital_ea2468,1395,0.7936243858449368,790.6249172210694,-1,-1,-1
baital_eb40,1240,0.8022308954186663,651.9897082567215,-1,-1,-1
baital_eb40a,1241,0.7985317010460087,688.3698501586914,-1,-1,-1
baital_eb42,1234,0.8019250611920101,624.7566752433777,-1,-1,-1
baital_eb55,1270,0.8144161532163497,633.5676608324051,-1,-1,-1
baital_ebsa285,1245,0.8675299413724339,624.8315910339355,-1,-1,-1
baital_ec555,1267,0.7862256866251384,651.9101989030838,-1,-1,-1
baital_ecos-icse11,1244,0.8031425037524975,591.9240325212479,-1,-1,-1
baital_edb7xxx,1246,0.7864885509491598,633.8750087976456,-1,-1,-1
baital_edosk2674,1194,0.7816096880884323,679.5503409862519,-1,-1,-1
baital_embtoolkit,2128,0.9267363233134736,785.8409363269806,-1,-1,-1
baital_excalibur_arm9,1233,0.7812556428794025,791.4535132169724,-1,-1,-1
baital_fads,1187,0.8022975063753831,827.9165226459503,-1,-1,-1
baital_financial,771,0.7131641978992147,1189.5322010040284,-1,-1,-1
baital_flexanet,1265,0.7733237156751644,744.8890019416809,-1,-1,-1
baital_freebsd-icse11,1396,0.9537242602480681,713.9906445503235,-1,-1,-1
baital_frv400,1238,0.7987972867024653,773.3479061841965,-1,-1,-1
baital_gps4020,1213,0.7956683250975874,805.0185234069825,-1,-1,-1
baital_grg,1241,0.8039735010321691,773.4270631313324,-1,-1,-1
baital_h8300h_sim,1182,0.8065207161403819,808.130589222908,-1,-1,-1
baital_h8max,1202,0.7936893825321285,662.1100259065628,-1,-1,-1
baital_h8s_sim,1183,0.8118702807722994,672.5473141431809,-1,-1,-1
baital_hs7729pci,1298,0.7573554984494859,678.9836797714233,-1,-1,-1
baital_innovator,1256,0.7813223344776838,657.2090998888016,-1,-1,-1
baital_integrator_arm7,1259,0.7801965249047348,660.7393739700317,-1,-1,-1
baital_integrator_arm9,1267,0.7865633924777355,735.206554698944,-1,-1,-1
baital_ipaq,1258,0.793029783075349,694.170800113678,-1,-1,-1
baital_iq80310,1258,0.781057505920279,648.6972180604935,-1,-1,-1
baital_iq80321,1256,0.8062485889052992,627.6730826377868,-1,-1,-1
baital_ixdp425,1247,0.7963229325487455,660.7532249212265,-1,-1,-1
baital_jmr3904,1199,0.7860493678958327,772.8653939962387,-1,-1,-1
baital_jtst,1241,0.7989211195793162,653.8557006120682,-1,-1,-1
baital_linux,1232,0.7921078589348473,686.2883173942566,-1,-1,-1
baital_lpcmt,1249,0.7923880986705615,689.9348933696747,-1,-1,-1
baital_m5272c3,1323,0.8067305464228021,744.3351897478103,-1,-1,-1
baital_mac7100evb,1234,0.7985707020942209,663.4893024921417,-1,-1,-1
baital_mace1,1234,0.8218531916858842,706.4028839826584,-1,-1,-1
baital_malta_mips32_4kc,1232,0.7712457333121557,701.8084550619126,-1,-1,-1
baital_malta_mips64_5kc,1232,0.7864991167338009,666.4326916217804,-1,-1,-1
baital_mb93091,1250,0.8524386678675895,644.5206387281418,-1,-1,-1
baital_mb93093,1230,0.8275545748930807,655.1649790287017,-1,-1,-1
baital_mbx,1295,0.7869358635489917,732.8852502346039,-1,-1,-1
baital_mcb2100,1249,0.7786455438425753,705.2651195764541,-1,-1,-1
baital_min-1s,168,0.9981992565768126,292.3269217014313,-1,-1,-1
baital_moab,1277,0.7954461355854264,686.987186551094,-1,-1,-1
baital_mpc50,1213,0.806945481017557,689.8385382413865,-1,-1,-1
baital_nano,1265,0.7641825695386023,696.0069568634033,-1,-1,-1
baital_npwr,1258,0.8140573303271171,631.6436026334762,-1,-1,-1
baital_ocelot,1266,0.786070456564214,629.3920124769211,-1,-1,-1
baital_olpce2294,1274,0.7725507889159312,747.0796389102936,-1,-1,-1
baital_olpch2294,1261,0.7787576987567975,669.7259596109391,-1,-1,-1
baital_olpcl2294,1273,0.7592220966565567,662.8795962095261,-1,-1,-1
baital_or-100-10-2-UC-30,200,1.0025967072946032,551.6631442308426,-1,-1,-1
baital_or-50-5-3-UC-20,100,1.0117603079383617,485.08312571048737,-1,-1,-1
baital_or-60-5-2-UC-30,120,1.0111654703569262,404.3593876361847,-1,-1,-1
baital_or-70-5-1-UC-20,140,1.0096998477520378,627.6691354036332,-1,-1,-1
baital_p2106,1249,0.7801506973236967,680.9357236623764,-1,-1,-1
baital_pati,1248,0.745916724139488,627.0637966394424,-1,-1,-1
baital_pc_i82544,1259,0.7853337394099799,624.6064949750901,-1,-1,-1
baital_pc_i82559,1259,0.7701726296878681,671.6661917209625,-1,-1,-1
baital_pc_rltk8139,1257,0.7711866806952814,724.0616489171982,-1,-1,-1
baital_pc_usb_d12,1281,0.8054080362687807,692.6410408735276,-1,-1,-1
baital_pc_vmWare,1255,0.817675929146662,636.5458832263946,-1,-1,-1
baital_phycore,1274,0.7948646407504488,662.8391973733902,-1,-1,-1
baital_phycore229x,1360,0.7860564173833017,742.654953455925,-1,-1,-1
baital_picasso,1248,0.7947833796277454,655.1738264799118,-1,-1,-1
