Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
baital_4step,165,182519818504,210.49556283950807,-1,-1,-1
baital_5step,177,126818468550,232.54733774662017,-1,-1,-1
baital_90-10-5-q,460,617439454384732,86.98856856822968,-1,-1,-1
baital_XSEngine,1260,165411288081172928,191.43985002040864,-1,-1,-1
baital_aaed2000,1284,183062307955354208,198.2537992477417,-1,-1,-1
baital_adder,1272,166307523474721120,195.69885351657868,-1,-1,-1
baital_adderII,1276,168563674034897664,198.17557747364043,-1,-1,-1
baital_aeb,1213,123646932764333312,202.90926282405854,-1,-1,-1
baital_aim711,1264,163779575594609760,198.155655002594,-1,-1,-1
baital_aki3068net,1207,120451872860133520,201.48812606334687,-1,-1,-1
baital_am31_sim,1165,98788281622417472,199.8992656469345,-1,-1,-1
baital_asb,1231,144490064277132352,200.10667297840118,-1,-1,-1
baital_asb2305,1242,149282491149437760,199.72788920402527,-1,-1,-1
baital_assabet,1266,152417283538617984,204.3238531589508,-1,-1,-1
baital_at91sam7sek,1296,186560946966181440,201.76408343315126,-1,-1,-1
baital_at91sam7xek,1319,219453578133191808,200.2287692785263,-1,-1,-1
baital_atlas_mips32_4kc,1216,125460913267006176,201.2724771976471,-1,-1,-1
baital_atlas_mips64_5kc,1209,119904332009592560,197.9510575056076,-1,-1,-1
baital_blasted_case1,187,1244985170696,179.13671932220458,-1,-1,-1
baital_blasted_case10,328,53157418340145,157.75233006477356,-1,-1,-1
baital_blasted_case100,72,4826452407,158.03650448322296,-1,-1,-1
baital_blasted_case102,34,28605810,173.4048804759979,28514553,4364.108975887299,0.003200365792162339
baital_blasted_case103,32,21638114,163.52818410396577,21746369,239.519788980484,0.004978072431310257
baital_blasted_case105,170,1049107831777,137.40723686218263,-1,-1,-1
baital_blasted_case106,204,3227068237271,136.25186219215394,-1,-1,-1
baital_blasted_case108,205,2670243350349,155.35005161762237,-1,-1,-1
baital_blasted_case109,241,7315178969909,160.35245642662048,-1,-1,-1
baital_blasted_case11,105,36504081922,191.99085254669188,-1,-1,-1
baital_blasted_case110,287,9788385004751,254.79563438892365,-1,-1,-1
