Benchmark, NVars, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
baital_4step,165,5238688115.4,98.0525537967682,5269159581,5173435432,0.018166872255144934
baital_5step,177,3685275577.3,111.78914837837219,3722007541,3641994264,0.02149734413985165
baital_90-10-5-q,460,4276126760150.6,33.97577962875366,4284157967739,4263861812520,0.004737489927270694
baital_XSEngine,1260,492327704233213.3,77.93186826705933,493241113703034,491414294763393,0.003703703703703974
baital_aaed2000,1284,537094854702417.1,80.28990569114686,540536892878422,535269531427263,0.009744684443479309
baital_adder,1272,500471214845443.2,79.52798314094544,501807178032292,498628978830803,0.006333506854069908
baital_adderII,1276,504633066543946.5,80.60598998069763,505810766518703,502815971518517,0.005920781443222331
baital_aeb,1213,389483309793748.6,82.8527646780014,390372224302422,387925625627144,0.006267348246023303
baital_aim711,1264,491997813464376.6,80.9753739118576,493027678773947,490737750057524,0.0046446250687538606
baital_aki3068net,1207,383679943128353.7,82.04253802299499,385101373202196,382695655412349,0.006246972764191851
baital_am31_sim,1165,322209172900561.2,82.60221891403198,322762711571735,320972322382048,0.005547075685938029
baital_asb,1231,441525686811374.1,82.1586568593979,443426432673742,440359691918297,0.006916007999237616
baital_asb2305,1242,452081344413357.1,82.90603141784668,453573646191399,450941146383241,0.005803908208210002
baital_assabet,1266,464535168923348.2,84.81222054958343,465787026603245,463320970232366,0.005294386125055334
baital_at91sam7sek,1296,543991705025581.6,83.79553773403168,545878117738994,541104031979851,0.00874569909289839
baital_at91sam7xek,1319,622246738788191.8,82.87945129871369,624147248101356,619642116134515,0.00721805948923996
baital_atlas_mips32_4kc,1216,395736915227048.8,82.46069316864013,398334098823385,394690496453907,0.009147101340911101
baital_atlas_mips64_5kc,1209,379821603671284.6,81.51163785457611,381565924329898,378522887737183,0.00797512670466879
baital_blasted_case1,187,27911433945.1,72.90288960933685,28022134039,27764758360,0.009184727995440876
baital_blasted_case10,328,609451569559.8,61.823951959609985,612831932088,608194936945,0.007566503800154702
baital_blasted_case100,72,265600797.8,62.06249272823334,266378342,264905433,0.005529387220226786
baital_blasted_case102,34,3947072.2,72.11488101482391,3962768,3933413,0.007407700879789076
baital_blasted_case103,32,3201184.9,65.19638655185699,3212076,3189603,0.0069964097985228246
baital_blasted_case105,170,23734643714.0,51.52993085384369,23824593943,23677237785,0.006185043839678758
baital_blasted_case106,204,60145304938.2,51.59908564090729,60292238743,60010525934,0.004672455607442628
baital_blasted_case108,205,52528023226.4,58.265292930603025,52724182388,52406226751,0.006030546565144395
baital_blasted_case109,241,121393148844.8,60.04695031642914,121711828448,121139350119,0.004703555408705284
baital_blasted_case11,105,1480210564.3,75.30003609657288,1488244458,1473411312,0.009966874675907579
baital_blasted_case110,287,155581054135.3,104.87099390029907,156459555212,154523454934,0.012374445749744192
baital_blasted_case111,306,209776191511.9,107.24598033428192,210793281681,208564578571,0.01057293236400563
baital_blasted_case112,137,4683705011.5,100.65364954471588,4707292106,4651256933,0.011903908178669547
baital_blasted_case114,428,1552087500438.2,95.61810665130615,1557118728053,1546369596089,0.006903219240989136
baital_blasted_case116,438,1556554837405.8,104.90139672756194,1562670628466,1550984781338,0.0074781255340234075
baital_blasted_case118,309,224981905643.1,107.38475353717804,226453160735,224209830396,0.00990637680533499
baital_blasted_case120,284,280728777660.7,67.05673644542694,281534475933,279627656688,0.006772951123235748
baital_blasted_case121,291,257639980622.2,78.376171708107,259775779030,256728433398,0.011730676521801826
baital_blasted_case122,314,223315818324.4,110.69852697849274,224517937069,221507074843,0.01341034157584784
baital_blasted_case123,267,128847319834.7,95.61943156719208,129427396244,128278559590,0.0088763019835011
baital_blasted_case124,133,6505946109.6,60.99785480499268,6533311335,6486480424,0.007168020717016695
baital_blasted_case125,393,820547266057.2,103.90555067062378,825157758694,815369063506,0.011862816637018403
baital_blasted_case126,302,228622382489.3,101.68165376186371,230275078820,227768359780,0.010885759122720513
baital_blasted_case127,36,3982815.8,92.63052136898041,4012248,3949994,0.015515990038502106
baital_blasted_case131,432,1664342449803.8,88.80021269321442,1670021174907,1658315031054,0.007009578099302778
