Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
4step,165,123830272,404.1940034389496,-1,-1,-1
5step,177,90177536,480.0377147912979,-1,-1,-1
90-10-5-q,460,24729616384,262.89068512916566,-1,-1,-1
XSEngine,1260,1349156601856,393.74141330718993,-1,-1,-1
aaed2000,1284,1435592818688,410.55704061985017,-1,-1,-1
adder,1272,1403380563968,401.1236349582672,-1,-1,-1
adderII,1276,1422707916800,433.32271003723145,-1,-1,-1
aeb,1213,1125281431552,406.6978236913681,-1,-1,-1
aim711,1264,1360967761920,430.1741593122482,-1,-1,-1
aki3068net,1207,1124476125184,403.81839356422427,-1,-1,-1
am31_sim,1165,959119884288,435.4448602437973,-1,-1,-1
asb,1231,1200711794688,397.5380355119705,-1,-1,-1
asb2305,1242,1220576018432,416.57613067626954,-1,-1,-1
assabet,1266,1319091830784,436.3082947254181,-1,-1,-1
at91sam7sek,1296,1439887785984,452.8258314371109,-1,-1,-1
at91sam7xek,1319,1581621706752,456.45798499584197,-1,-1,-1
atlas_mips32_4kc,1216,1157493686272,389.6539643287659,-1,-1,-1
atlas_mips64_5kc,1209,1133066059776,397.8716539621353,-1,-1,-1
blasted_case1,187,505151488,224.82730422019958,-1,-1,-1
blasted_case10,328,6092226560,243.42319266796113,-1,-1,-1
blasted_case100,72,11599872,136.31545338630676,11665250,1616.1016223430634,0.005604509118964446
blasted_case102,34,419072,72.490083360672,420254,32.07795262336731,0.0028125847701628063
blasted_case103,32,357888,65.2796575307846,359378,26.134828567504883,0.0041460523459978076
blasted_case105,170,445775872,198.57874715328217,-1,-1,-1
blasted_case106,204,931921920,206.99271805286406,-1,-1,-1
blasted_case108,205,832045056,235.52657437324524,-1,-1,-1
blasted_case109,241,1643642880,222.86322400569915,-1,-1,-1
blasted_case11,105,48316416,189.12671108245848,48650216,14789.434530735016,0.006861223391073947
blasted_case110,287,2023227392,336.8319049119949,-1,-1,-1
blasted_case111,306,2584739840,340.1799391269684,-1,-1,-1
blasted_case112,137,142344192,202.5287393093109,-1,-1,-1
blasted_case114,428,13635682304,320.1914489746094,-1,-1,-1
blasted_case116,438,15128854528,313.3899755477905,-1,-1,-1
blasted_case118,309,2730491904,344.73694763183596,-1,-1,-1
blasted_case120,284,3398434816,244.0604071855545,-1,-1,-1
blasted_case121,291,2963275776,268.1368474721909,-1,-1,-1
blasted_case122,314,2769289216,316.6107127428055,-1,-1,-1
blasted_case123,267,1783103488,266.1908235549927,-1,-1,-1
blasted_case124,133,153747456,173.33024356365203,-1,-1,-1
blasted_case125,393,7736393728,333.7589859724045,-1,-1,-1
blasted_case126,302,2903506944,281.4255434751511,-1,-1,-1
blasted_case127,36,453632,93.69626412391662,452097,44.291743993759155,0.003395289064072533
blasted_case131,432,15254683648,301.8004300832748,-1,-1,-1
blasted_case134,60,5033984,112.63118050098419,5053080,576.6986858844757,0.00377908127320367
blasted_case135,236,1249902592,229.84120354652404,-1,-1,-1
blasted_case136,211,989855744,219.2223801612854,-1,-1,-1
blasted_case14,247,2116550656,190.5407645702362,-1,-1,-1
blasted_case140,488,32489078784,260.2495891809464,-1,-1,-1
blasted_case145,219,1266679808,195.58165628910064,-1,-1,-1
blasted_case17,77,13561856,159.4370488166809,13515766,2693.207148551941,0.0034100915922930302
blasted_case19,397,14369685504,260.9589372396469,-1,-1,-1
blasted_case2,296,3487563776,297.2248246431351,-1,-1,-1
blasted_case200,14,3333,0.26079819202423093,3333,0.18320512771606445,0.0
blasted_case203,214,982777856,225.97337141036988,-1,-1,-1
blasted_case22,126,70582272,168.84171123504638,70974091,23986.182374477386,0.0055205920143450654
blasted_case24,65,7151616,129.40980291366577,7177457,1251.6002523899078,0.0036003002177512175
blasted_case25,68,7876608,152.1383041381836,7844389,1505.137759923935,0.00410726699045649
blasted_case31,53,2795520,120.73739368915558,2812452,362.9789307117462,0.006020369414304671
blasted_case32,52,2690048,119.52680151462555,2679513,339.0723092556,0.00393168460089576
blasted_case33,51,2565120,122.52703058719635,2551077,321.15430879592896,0.00550473388298354
blasted_case34,409,11886657536,288.71422896385195,-1,-1,-1
blasted_case35,400,12482248704,275.31425681114195,-1,-1,-1
blasted_case36,64,6162432,123.34513618946076,6180736,1006.8419494628906,0.002961459606105163
blasted_case38,143,143687680,221.56637256145478,-1,-1,-1
blasted_case39,245,2136997888,189.14612445831298,-1,-1,-1
blasted_case4,103,48693248,173.54710202217103,48935019,12649.83572435379,0.0049406540538995194
blasted_case43,116,71286784,170.0486233949661,71131690,25384.334481716156,0.002180378393933843
blasted_case44,173,369885184,216.49057083129884,-1,-1,-1
blasted_case46,176,399376384,212.96897461414338,-1,-1,-1
blasted_case47,118,82837504,167.5933268070221,83300911,23742.79319190979,0.005563048404116493
blasted_case51,132,110821376,208.67981929779052,-1,-1,-1
blasted_case54,203,753401856,230.9309638261795,-1,-1,-1
blasted_case55,149,209911808,223.94589989185334,-1,-1,-1
blasted_case56,202,746586112,227.39079310894013,-1,-1,-1
blasted_case57,288,2278031360,277.8102939605713,-1,-1,-1
blasted_case59,93,33603584,150.88432996273042,33516004,7499.501943349838,0.0026130800079866325
blasted_case6,329,5962203136,261.32032189369204,-1,-1,-1
blasted_case60,15,9084,20.715524506568908,9099,0.35534095764160156,0.0016485328058028356
blasted_case61,282,2899312640,244.88916714191436,-1,-1,-1
blasted_case63,96,38879232,144.01726937294006,38644772,9778.448180913925,0.006067056107874049
blasted_case68,178,474087424,213.56211113929749,-1,-1,-1
blasted_case8,160,328335360,173.72027604579927,-1,-1,-1
blasted_case9,279,3056599040,239.02687611579896,-1,-1,-1
blasted_case_1_b12_1,427,12725518336,319.80191559791564,-1,-1,-1
blasted_case_1_b14_1,238,1446510592,214.3430852174759,-1,-1,-1
blasted_case_1_b14_2,270,2163212288,259.1149225950241,-1,-1,-1
blasted_case_1_b14_3,304,3423600640,282.03168563842775,-1,-1,-1
blasted_squaring51,496,34368126976,265.912740778923,-1,-1,-1
brutus,1221,1149977493504,401.65141327381133,-1,-1,-1
buildroot,565,62864228352,268.7140908718109,-1,-1,-1
busybox_1_28_0,998,641292304384,314.1633630514145,-1,-1,-1
calm16_ceb,1173,985158123520,430.2694037437439,-1,-1,-1
calm32_ceb,1173,987842478080,428.1563420057297,-1,-1,-1
ceb_v850,1189,1050924810240,417.728951716423,-1,-1,-1
cerf,1276,1394253758464,432.0435576438904,-1,-1,-1
cerfpda,1291,1460288880640,452.1155680894852,-1,-1,-1
cma230,1212,1121254899712,402.9617728471756,-1,-1,-1
cma28x,1204,1102464417792,405.8263614416122,-1,-1,-1
cme555,1266,1355599052800,426.2470345020294,-1,-1,-1
cq7708,1238,1217891663872,405.4593801259995,-1,-1,-1
cq7750,1267,1319091830784,428.03061470985415,-1,-1,-1
csb281,1233,1255204192256,414.18041863441465,-1,-1,-1
dreamcast,1252,1282584608768,424.6748757600784,-1,-1,-1
e7t,1266,1372242051072,435.5614661931992,-1,-1,-1
ea2468,1395,1815160553472,492.04717872142794,-1,-1,-1
eb40,1240,1231581872128,372.14956686496737,-1,-1,-1
eb40a,1241,1234803097600,375.4188240528107,-1,-1,-1
eb42,1234,1205275197440,364.977969789505,-1,-1,-1
eb55,1270,1345935376384,427.5689284563065,-1,-1,-1
ebsa285,1245,1300838219776,420.1681221246719,-1,-1,-1
ec555,1267,1358283407360,431.1405734539032,-1,-1,-1
ecos-icse11,1244,1287953317888,403.54951145648954,-1,-1,-1
edb7xxx,1246,1266478481408,421.9070472717285,-1,-1,-1
edosk2674,1194,1075889307648,415.18234701156615,-1,-1,-1
embtoolkit,2128,11106785427456,573.9329035520553,-1,-1,-1
excalibur_arm9,1233,1197759004672,401.4139928817749,-1,-1,-1
fads,1187,1038845214720,426.54582154750824,-1,-1,-1
financial,771,85429583872,601.909476852417,-1,-1,-1
flexanet,1265,1364188987392,429.0433782339096,-1,-1,-1
freebsd-icse11,1396,2327872274432,411.5030410051346,-1,-1,-1
frv400,1238,1258425417728,417.203578543663,-1,-1,-1
gps4020,1213,1120181157888,408.08559103012084,-1,-1,-1
grg,1241,1257351675904,421.4134216785431,-1,-1,-1
h8300h_sim,1182,1008512008192,428.4724174261093,-1,-1,-1
h8max,1202,1104611901440,416.37918429374696,-1,-1,-1
h8s_sim,1183,1012270104576,378.3370297193527,-1,-1,-1
hs7729pci,1298,1501091069952,384.22612018585204,-1,-1,-1
innovator,1256,1322849927168,401.43044979572295,-1,-1,-1
integrator_arm7,1259,1328755507200,411.47866291999816,-1,-1,-1
integrator_arm9,1267,1367410212864,370.55707533359526,-1,-1,-1
ipaq,1258,1279363383296,415.36433777809145,-1,-1,-1
iq80310,1258,1334124216320,375.6260818243027,-1,-1,-1
iq80321,1256,1324460539904,401.4743804693222,-1,-1,-1
ixdp425,1247,1284732092416,400.48403577804567,-1,-1,-1
jmr3904,1199,1076694614016,394.9811260938644,-1,-1,-1
jtst,1241,1232655613952,352.1856680393219,-1,-1,-1
linux,1232,1187826892800,366.34322867393496,-1,-1,-1
lpcmt,1249,1268625965056,411.51963057518003,-1,-1,-1
m5272c3,1323,1625108250624,432.43333115577695,-1,-1,-1
mac7100evb,1234,1207422681088,386.23030998706815,-1,-1,-1
mace1,1234,1207154245632,374.5848847866058,-1,-1,-1
malta_mips32_4kc,1232,1216817922048,364.75932734012605,-1,-1,-1
malta_mips64_5kc,1232,1217623228416,387.8170598745346,-1,-1,-1
mb93091,1250,1307280670720,398.7006506204605,-1,-1,-1
mb93093,1230,1220307582976,375.57022485733035,-1,-1,-1
mbx,1295,1512365359104,420.4562488794327,-1,-1,-1
mcb2100,1249,1267552223232,361.3133754491806,-1,-1,-1
min-1s,168,442761216,168.79050726890563,-1,-1,-1
moab,1277,1423781658624,414.8995388031006,-1,-1,-1
mpc50,1213,1125012996096,384.65507075786593,-1,-1,-1
nano,1265,1380831985664,380.93682453632357,-1,-1,-1
npwr,1258,1337345441792,402.8519635915756,-1,-1,-1
ocelot,1266,1353451569152,387.9083007097244,-1,-1,-1
olpce2294,1274,1404991176704,409.67443759441375,-1,-1,-1
olpch2294,1261,1322313056256,395.01682767868044,-1,-1,-1
olpcl2294,1273,1400696209408,384.40939152240753,-1,-1,-1
or-100-10-2-UC-30,200,432144384,245.01418929100038,-1,-1,-1
or-50-5-3-UC-20,100,18907136,192.01903891563416,19084447,3588.7961995601654,0.009290863916570389
or-60-5-2-UC-30,120,55017472,175.381698179245,54654308,11533.53548359871,0.006644746101258843
or-70-5-1-UC-20,140,79036416,241.135724401474,78722416,20061.513125181198,0.003988698720831942
p2106,1249,1269699706880,380.13869442939756,-1,-1,-1
pati,1248,1277215899648,409.2108510732651,-1,-1,-1
pc_i82544,1259,1348619730944,416.89220621585844,-1,-1,-1
pc_i82559,1259,1348619730944,395.5312349557877,-1,-1,-1
pc_rltk8139,1257,1364725858304,408.3065293312073,-1,-1,-1
pc_usb_d12,1281,1423781658624,372.9841061115265,-1,-1,-1
