Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
pati,1248,2245001216,256.8316001176834,-1,-1,-1
pc_i82544,1259,2332557312,265.6272898197174,-1,-1,-1
pc_i82559,1259,2333081600,273.27023665905,-1,-1,-1
pc_rltk8139,1257,2353004544,266.9470360994339,-1,-1,-1
pc_usb_d12,1281,2429550592,255.51048958301544,-1,-1,-1
pc_vmWare,1255,2312634368,258.2192306756973,-1,-1,-1
phycore,1274,2371878912,261.2134734153748,-1,-1,-1
phycore229x,1360,2793406464,297.2632875442505,-1,-1,-1
picasso,1248,2237136896,269.1482936859131,-1,-1,-1
pid,1229,2111832064,272.2784904241562,-1,-1,-1
polynomial.sk_7_25,313,13930496,218.08200793266298,13873322,15189.312958717346,0.004121147047549246
prpmc1100,1223,2085617664,257.38823907375337,-1,-1,-1
psim,1181,1894252544,246.49150035381317,-1,-1,-1
rattler,1311,2686451712,258.71107816696167,-1,-1,-1
ref4955,1218,2073559040,252.60626616477967,-1,-1,-1
refidt334,1263,2383413248,237.44518208503723,-1,-1,-1
registerlesSwap.sk_3_10,372,26583040,236.34845044612885,-1,-1,-1
s27_3_2,20,5478,16.909253215789796,5483,0.26882028579711914,0.0009119095385737735
s27_7_4,24,8064,13.216498613357544,8069,0.439197301864624,0.0006196554715578138
s27_new_7_4,17,3004,0.16813786029815675,3004,0.12298750877380371,0.0
s298_15_7,292,27803648,150.3148238658905,27720162,28054.891530752182,0.0030117428606658216
s298_7_4,223,12312576,118.43099508285522,12357753,10401.361394882202,0.0036557616906568694
s344_3_2,197,8765440,115.81653347015381,8797592,5366.136556625366,0.003654636405052655
s344_7_4,215,11247616,127.49605340957642,11288510,7152.048239707947,0.003622621586019767
s349_15_7,285,25731072,138.8932746887207,25831091,24836.5275015831,0.003872039318819325
s349_3_2,198,8593408,115.9582597732544,8605264,5803.946938276291,0.001377761333063111
s349_7_4,216,11247616,129.5216369867325,11207231,8056.476529836655,0.0036034770765410295
s382_15_7,350,49332224,154.09757907390593,-1,-1,-1
s382_3_2,263,20086784,118.97154450416565,20036936,20847.556614160538,0.0024878055207642525
s382_7_4,281,24354816,143.53120796680452,-1,-1,-1
s420_15_7,366,48791552,184.917071723938,-1,-1,-1
s420_new_15_7,351,43237376,178.4038809299469,-1,-1,-1
s420_new_3_2,294,25427968,161.66763112545013,25544448,28962.877683401108,0.004559894972089434
s420_new_7_4,312,30572544,163.58719804286957,-1,-1,-1
s444_15_7,377,59342848,159.90527620315552,-1,-1,-1
s444_3_2,290,26615808,151.17601518630983,-1,-1,-1
s444_7_4,308,33734656,145.29845650196074,-1,-1,-1
s510_15_7,340,33054720,197.47557511329651,-1,-1,-1
s510_3_2,298,23396352,178.21081626415253,-1,-1,-1
s510_7_4,316,27394048,183.42252264022827,-1,-1,-1
s526_15_7,452,107741184,165.77014062404632,-1,-1,-1
s526_3_2,365,55951360,151.538400888443,-1,-1,-1
s526_7_4,383,65634304,148.39512162208558,-1,-1,-1
s526a_15_7,453,108462080,167.26390266418457,-1,-1,-1
s526a_7_4,384,66273280,144.74685921669007,-1,-1,-1
s641_3_2,489,134905856,151.18438577651978,-1,-1,-1
sa1100mm,1222,2081947648,280.86117725372316,-1,-1,-1
sam7ex256,1332,2674917376,288.5233314037323,-1,-1,-1
se7751,1295,2491416576,281.104927611351,-1,-1,-1
sh4_202_md,1258,2303721472,272.62278413772583,-1,-1,-1
sh7708,1253,2247098368,257.8210262775421,-1,-1,-1
skmb91302,1217,2074083328,267.2173687696457,-1,-1,-1
sleb,1188,1928855552,261.8646462202072,-1,-1,-1
smdk2410,1265,2317352960,268.6559775352478,-1,-1,-1
snds,1218,2078277632,278.69270420074463,-1,-1,-1
sparc_erc32,1168,1830813696,277.46392765045164,-1,-1,-1
sparc_leon,1168,1828716544,276.6548104763031,-1,-1,-1
sparclite_sim,1168,1828192256,262.23816447257997,-1,-1,-1
stb,1252,2260205568,269.0753357887268,-1,-1,-1
stdeval1,1190,1938817024,267.47428805828093,-1,-1,-1
stm3210e_eval,1269,2367160320,262.4749134540558,-1,-1,-1
tire-1,352,23781376,204.30828933715821,23670067,27687.475199699402,0.004702521543348399
ts1000,1297,2562719744,277.5941692113876,-1,-1,-1
ts6,1240,2235564032,263.45558109283445,-1,-1,-1
tutorial1.sk_1_1,67,49904,41.40622458457947,50050,2.8462812900543213,0.002917082917082917
tx39_sim,1179,1873281024,264.21855795383453,-1,-1,-1
uClinux,1850,2471493632,252.93517501354216,-1,-1,-1
uClinux-config,11254,723433553920,1342.7953320741653,-1,-1,-1
uE250,1249,2239758336,265.7209991455078,-1,-1,-1
vads,1240,2233991168,264.35666625499726,-1,-1,-1
viper,1301,2577399808,284.24499890804293,-1,-1,-1
vrc4373,1247,2228748288,261.568509888649,-1,-1,-1
vrc4375,1258,2322071552,256.6440861940384,-1,-1,-1
