Benchmark, NVars, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
baital_4step,165,1.0,447.9851455926895,1.0016671534773203,0.9905684071529184,0.01108027380739423
baital_5step,177,1.0,532.9778370380402,1.0146602532802484,0.9818950475648393,0.03229179975216736
baital_90-10-5-q,460,1.0,275.62671849727633,1.0029291173933637,0.9958542011162643,0.007054253540357073
baital_XSEngine,1260,0.9,422.9517614841461,0.8810733944009043,0.8708609653873257,0.011590894786378841
baital_aaed2000,1284,0.9,440.042288517952,0.8878596831447941,0.8820277393496718,0.0065685421985438
baital_adder,1272,0.9,430.4454986095428,0.8643517207488629,0.857339890902829,0.008112241437963382
baital_adderII,1276,0.9,463.08471550941465,0.857505454075166,0.8479933904055155,0.011092715066062684
baital_aeb,1213,0.9,437.57390599250795,0.8835380767972197,0.8729387175770476,0.01199649398087553
baital_aim711,1264,0.9,460.2577237129211,0.882053009149838,0.8700616321032334,0.013594848520682904
baital_aki3068net,1207,0.9,434.5840293645859,0.8724812093029658,0.8627111030509973,0.011198070683692937
baital_am31_sim,1165,0.9,466.03367602825165,0.8889991471211199,0.8786818141379015,0.011605560046519144
baital_asb,1231,0.9,428.3962688684463,0.9055906596702349,0.8984470708261928,0.007888319924416387
baital_asb2305,1242,0.9,448.002449798584,0.9051190794090784,0.898397342096629,0.007426356890894179
baital_assabet,1266,0.9,468.35029299259185,0.869487278842284,0.8576843473888967,0.01357458785262841
baital_at91sam7sek,1296,0.9,484.4589026212692,0.892563985092562,0.8846342864166459,0.008884179519178952
baital_at91sam7xek,1319,0.9,487.29567432403564,0.9023779130609493,0.8969500261205019,0.0060150928584183595
baital_atlas_mips32_4kc,1216,0.9,420.2160801410675,0.8675072536556874,0.8624223648838487,0.00586149424158803
baital_atlas_mips64_5kc,1209,0.9,428.4426115274429,0.8590892937013924,0.8477029875256218,0.0132539262906102
baital_blasted_case1,187,1.0,251.43012268543242,0.979760576990359,0.9686600981515158,0.011329787194481567
baital_blasted_case10,328,0.9,265.3107132434845,0.9304613690235792,0.9240729960640203,0.006865812136040516
baital_blasted_case100,72,1.0,158.84265120029448,1.0057492875783456,0.993403672504158,0.012275042325820128
baital_blasted_case102,34,1.0,100.12918605804444,1.0076670735428745,0.9946254937708903,0.01294234982406556
baital_blasted_case103,32,1.0,89.07695498466492,1.004655737339515,0.9926534211927582,0.01194669547057069
baital_blasted_case105,170,1.0,215.5402618408203,0.9583327465147768,0.9487818648833419,0.00996614345713339
baital_blasted_case106,204,1.0,224.44852156639098,0.9571423042796765,0.9519066592763523,0.005470080028762716
baital_blasted_case108,205,1.0,255.37830877304077,0.9825900442192529,0.9717297905559575,0.01105268033926061
baital_blasted_case109,241,1.0,243.64743645191191,0.9628506147085607,0.953064359467605,0.010163835481288868
baital_blasted_case11,105,1.0,216.29483246803284,0.9814848179904367,0.9684470369736594,0.01328373172747779
baital_blasted_case110,287,1.0,375.5406417131424,0.9939310950228781,0.9841000103640866,0.009891112882996458
baital_blasted_case111,306,1.0,379.745205283165,0.9925515584693179,0.9822727277176929,0.010355966563063625
baital_blasted_case112,137,0.9,240.17160217761995,0.8635747802678082,0.8515422417322062,0.013933406591459935
baital_blasted_case114,428,0.9,353.86668899059293,0.9198639821180533,0.9064360549230499,0.014597731247270531
baital_blasted_case116,438,0.8,351.9457584619522,0.8393066202953512,0.8285108594216617,0.012862713831436811
baital_blasted_case118,309,1.0,384.0752056837082,0.9910824847064216,0.9804887705684258,0.010689033760024407
baital_blasted_case120,284,0.9,267.39526031017306,0.9115075913874822,0.8972785344134139,0.015610464584731596
baital_blasted_case121,291,0.9,297.289209985733,0.9560286620778463,0.9452057421333977,0.011320706558029263
baital_blasted_case122,314,0.9,360.0107612133026,0.9269478608337658,0.9125339500082169,0.015549861469645055
baital_blasted_case123,267,0.9,303.1460022211075,0.9214562272702852,0.9097934034213498,0.012656948321338296
baital_blasted_case124,133,1.0,194.3338817358017,0.9822479951697267,0.9715426065088287,0.010898865371619472
baital_blasted_case125,393,0.9,374.61628725528715,0.9403873667031315,0.924125575295043,0.017292651926088795
baital_blasted_case126,302,0.9,321.0155083656311,0.9033231672602211,0.8912018317528777,0.013418603603522544
baital_blasted_case127,36,1.0,128.9444244623184,1.0103340883352208,0.9920548599320883,0.018092261375890102
baital_blasted_case131,432,0.9,334.4187717199326,0.8701659460698278,0.8624039130017083,0.008920175632219737
baital_blasted_case134,60,1.0,137.64113535881043,1.0072702737865555,0.9940438396204905,0.01313096843049276
baital_blasted_case135,236,0.9,258.3526394367218,0.9358084174753889,0.9253997498455416,0.011122648007300073
baital_blasted_case136,211,1.0,243.03546900749205,0.9936319502605424,0.9855165491669865,0.008167411576719076
