Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
baital_blasted_case131,432,0.7086800190369771,916.2136878013611,-1,-1,-1
baital_blasted_case134,60,0.9967437053289939,484.80147495269773,-1,-1,-1
baital_blasted_case135,236,0.8643503652712134,800.4632217168808,-1,-1,-1
baital_blasted_case136,211,0.936032329558877,623.8483622789383,-1,-1,-1
baital_blasted_case14,247,0.8309534408660139,533.0967710256576,-1,-1,-1
baital_blasted_case140,488,0.775818864090338,736.9320064544678,-1,-1,-1
baital_blasted_case145,219,0.8381613794709952,588.1143988609314,-1,-1,-1
baital_blasted_case17,77,0.9957559621808822,659.1305983543396,-1,-1,-1
baital_blasted_case19,397,0.8349886620014766,671.4960497140885,-1,-1,-1
baital_blasted_case2,296,0.8975398685161697,767.7295460224152,-1,-1,-1
baital_blasted_case200,14,1.0032846715328467,202.21112082004547,1.0,2.3791677951812744,0.003284671532846728
baital_blasted_case203,214,0.8778523247213161,742.048388838768,-1,-1,-1
baital_blasted_case22,126,0.9813901535053058,653.3875204801559,-1,-1,-1
baital_blasted_case24,65,1.0016278242385945,592.1957884311676,-1,-1,-1
baital_blasted_case25,68,0.9993237331120618,653.5325273036957,-1,-1,-1
baital_blasted_case31,53,1.0027453855322617,547.1443601131439,-1,-1,-1
baital_blasted_case32,52,0.9890924976048893,596.8293719053269,-1,-1,-1
baital_blasted_case33,51,0.999730352490797,614.2382427930831,-1,-1,-1
baital_blasted_case34,409,0.6482479206270534,1073.8268660783767,-1,-1,-1
baital_blasted_case35,400,0.8340879675655387,778.5532902002335,-1,-1,-1
baital_blasted_case36,64,0.9613167511887106,602.324136185646,-1,-1,-1
baital_blasted_case38,143,0.9663061270485157,853.1122384786606,-1,-1,-1
baital_blasted_case39,245,0.7184217467829369,544.8100821495057,-1,-1,-1
baital_blasted_case4,103,0.9820222795332548,641.4653329849243,-1,-1,-1
baital_blasted_case43,116,0.9410629215701316,582.4716089963913,-1,-1,-1
baital_blasted_case44,173,0.9054496090931614,822.9709265947342,-1,-1,-1
baital_blasted_case46,176,0.8767709016972551,799.0015483379364,-1,-1,-1
baital_blasted_case47,118,0.9491135362297352,646.7108090162277,-1,-1,-1
baital_blasted_case51,132,0.9324587942107063,736.3258710622788,-1,-1,-1
baital_blasted_case54,203,0.8858139983927592,827.4796337366104,-1,-1,-1
baital_blasted_case55,149,0.9453573784619603,801.2098405122757,-1,-1,-1
baital_blasted_case56,202,0.9149448745593082,766.2579011678696,-1,-1,-1
baital_blasted_case57,288,0.6285414955250026,964.3052729845047,-1,-1,-1
baital_blasted_case59,93,0.9322307072756176,621.8544446706771,-1,-1,-1
baital_blasted_case6,329,0.7756791259237377,726.6197186231614,-1,-1,-1
baital_blasted_case60,15,0.990374101843174,276.27388417720795,1.0,4.8179826736450195,0.009625898156826018
baital_blasted_case61,282,0.8856952052876647,634.6526222229004,-1,-1,-1
baital_blasted_case63,96,0.9709978710814645,495.45317273139955,-1,-1,-1
baital_blasted_case68,178,0.7741446906146427,685.8499887228012,-1,-1,-1
baital_blasted_case8,160,0.8917002281026316,594.5595923900604,-1,-1,-1
baital_blasted_case9,279,0.8540517314808893,616.6192847490311,-1,-1,-1
baital_blasted_case_1_b12_1,427,0.6942220388341706,1025.6006850004196,-1,-1,-1
baital_blasted_case_1_b14_1,238,0.8752843197919483,702.0663951396942,-1,-1,-1
baital_blasted_case_1_b14_2,270,0.9068323448894506,771.0367306709289,-1,-1,-1
baital_blasted_case_1_b14_3,304,0.9148723032061075,773.2013604879379,-1,-1,-1
baital_blasted_squaring51,496,0.3265522636905419,851.18651034832,-1,-1,-1
baital_brutus,1221,0.7012502700536906,1112.8051899433135,-1,-1,-1
baital_buildroot,565,1.0002997066494452,592.2747526168823,-1,-1,-1
baital_busybox_1_28_0,998,0.9770290106453068,660.241463136673,-1,-1,-1
baital_calm16_ceb,1173,0.7106463474635742,1050.5962340831757,-1,-1,-1
baital_calm32_ceb,1173,0.7168906415982076,1034.7081337451934,-1,-1,-1
baital_ceb_v850,1189,0.6961556786941857,1040.6784173727035,-1,-1,-1
baital_cerf,1276,0.6762250820671165,1091.2378788948058,-1,-1,-1
baital_cerfpda,1291,0.6813747934906972,1153.5826098918915,-1,-1,-1
baital_cma230,1212,0.7177006232149399,1130.6454969644547,-1,-1,-1
baital_cma28x,1204,0.6884560354337923,1184.3998739480971,-1,-1,-1
baital_cme555,1266,0.7053732187574936,1105.2086302042007,-1,-1,-1
baital_cq7708,1238,0.6966708044765167,1171.1151557445526,-1,-1,-1
baital_cq7750,1267,0.7526026505250424,1178.716226053238,-1,-1,-1
baital_csb281,1233,0.6741663445447064,1174.1315011024476,-1,-1,-1
baital_dreamcast,1252,0.7477977632760098,1218.1309044599534,-1,-1,-1
baital_e7t,1266,0.6855998329043894,1281.436854863167,-1,-1,-1
baital_ea2468,1395,0.7006458785779712,1384.0931310892106,-1,-1,-1
baital_eb40,1240,0.7116585913366417,1177.6800320386888,-1,-1,-1
baital_eb40a,1241,0.7037471086799774,1245.1785804748536,-1,-1,-1
baital_eb42,1234,0.7056912439124813,1175.7973036050796,-1,-1,-1
baital_eb55,1270,0.7196352966960223,1268.0358994960784,-1,-1,-1
baital_ebsa285,1245,0.7779409592087113,1187.5821820259093,-1,-1,-1
baital_ec555,1267,0.6987023828473344,1135.6642735958098,-1,-1,-1
baital_ecos-icse11,1244,0.7108624061714043,1125.2971660375595,-1,-1,-1
baital_edb7xxx,1246,0.6824804928735072,1181.8311430692672,-1,-1,-1
baital_edosk2674,1194,0.6825001546904946,1152.4893652915955,-1,-1,-1
baital_embtoolkit,2128,0.8764493133125724,1295.804717707634,-1,-1,-1
baital_excalibur_arm9,1233,0.6879076539090752,1204.4888709545135,-1,-1,-1
baital_fads,1187,0.707840122246005,1055.6455885648727,-1,-1,-1
baital_financial,771,0.7068109989818661,2312.092676448822,-1,-1,-1
baital_flexanet,1265,0.6705305895192635,1151.63793592453,-1,-1,-1
baital_freebsd-icse11,1396,0.9275860448159134,963.6400079965591,-1,-1,-1
baital_frv400,1238,0.7055954625597289,1231.4163727998734,-1,-1,-1
baital_gps4020,1213,0.6985206361242292,1183.4114958047867,-1,-1,-1
baital_grg,1241,0.7059589542553552,1132.4020729064941,-1,-1,-1
baital_h8300h_sim,1182,0.7138150119365732,1038.2493042945862,-1,-1,-1
baital_h8max,1202,0.6891622254125829,1179.1609371423722,-1,-1,-1
baital_h8s_sim,1183,0.7182071154725236,1016.5848388671875,-1,-1,-1
baital_hs7729pci,1298,0.6582143937190698,1136.382598900795,-1,-1,-1
baital_innovator,1256,0.6884371323351096,1128.8075461387634,-1,-1,-1
baital_integrator_arm7,1259,0.6796422181824753,1215.2202810764313,-1,-1,-1
baital_integrator_arm9,1267,0.6886929437635104,1172.6725070238112,-1,-1,-1
baital_ipaq,1258,0.6980005298022206,1131.2933678388595,-1,-1,-1
baital_iq80310,1258,0.6836687151381021,1290.550737118721,-1,-1,-1
baital_iq80321,1256,0.7043435934002272,1150.2457558631897,-1,-1,-1
baital_ixdp425,1247,0.7043174861483278,1170.9557884454728,-1,-1,-1
baital_jmr3904,1199,0.6886217289029737,1129.4528532028198,-1,-1,-1
baital_jtst,1241,0.7068401052795398,1176.1696390151978,-1,-1,-1
baital_linux,1232,0.6998350433902947,1173.1938259601593,-1,-1,-1
baital_lpcmt,1249,0.6958152560383448,1204.8875864505767,-1,-1,-1
baital_m5272c3,1323,0.7093259455789385,1057.3291223526,-1,-1,-1
baital_mac7100evb,1234,0.7035906207786248,1096.8094563961029,-1,-1,-1
baital_mace1,1234,0.7280843728248553,1230.588197517395,-1,-1,-1
baital_malta_mips32_4kc,1232,0.6713494292074007,1124.1221257448196,-1,-1,-1
baital_malta_mips64_5kc,1232,0.68314787595217,1184.55380320549,-1,-1,-1
baital_mb93091,1250,0.7694642883931764,1183.5286412477494,-1,-1,-1
baital_mb93093,1230,0.7372520512784484,1215.7254277706147,-1,-1,-1
baital_mbx,1295,0.6910846999635363,1075.3766478300095,-1,-1,-1
baital_mcb2100,1249,0.6839245378864524,1203.8706665754319,-1,-1,-1
baital_min-1s,168,0.9963973627037771,491.5755115747452,-1,-1,-1
baital_moab,1277,0.6990637166819194,1050.7845416784287,-1,-1,-1
baital_mpc50,1213,0.7135304719565397,1159.547433066368,-1,-1,-1
baital_nano,1265,0.6632988316292641,1161.2452223539353,-1,-1,-1
baital_npwr,1258,0.7216930768809744,1179.1404172182083,-1,-1,-1
baital_ocelot,1266,0.6883648304807405,1148.6303088903428,-1,-1,-1
baital_olpce2294,1274,0.6678049022205689,1066.2970178365708,-1,-1,-1
baital_olpch2294,1261,0.6820109429356631,1220.2665748357772,-1,-1,-1
baital_olpcl2294,1273,0.6640454334435373,1103.105905532837,-1,-1,-1
baital_or-100-10-2-UC-30,200,0.9915313675224328,862.2525886535644,-1,-1,-1
baital_or-50-5-3-UC-20,100,1.0013302607478063,942.8201361894608,-1,-1,-1
baital_or-60-5-2-UC-30,120,0.9993587445621925,621.166822552681,-1,-1,-1
baital_or-70-5-1-UC-20,140,1.0014435859818038,853.6206156015396,-1,-1,-1
baital_p2106,1249,0.6808194508157515,1188.5903998374938,-1,-1,-1
baital_pati,1248,0.6490594329006621,1192.5705467939376,-1,-1,-1
baital_pc_i82544,1259,0.6864509618874624,1149.3751340389251,-1,-1,-1
baital_pc_i82559,1259,0.6690735227514308,1091.3104619026185,-1,-1,-1
baital_pc_rltk8139,1257,0.6654995585202961,1087.2298763036729,-1,-1,-1
baital_pc_usb_d12,1281,0.7026133418140563,1201.8110054969789,-1,-1,-1
baital_pc_vmWare,1255,0.7224566966382132,1106.9763415813445,-1,-1,-1
baital_phycore,1274,0.7128249877158115,1113.3406431674957,-1,-1,-1
baital_phycore229x,1360,0.6922454870722455,1281.516418361664,-1,-1,-1
baital_picasso,1248,0.6960672745131848,1194.1150082349777,-1,-1,-1
baital_pid,1229,0.6966841069615028,1176.0019738197327,-1,-1,-1
baital_polynomial.sk_7_25,313,1.0137051101098447,1672.935475873947,-1,-1,-1
baital_prpmc1100,1223,0.7810925380541449,1117.445437502861,-1,-1,-1
baital_psim,1181,0.7077533283583393,1021.2697934389114,-1,-1,-1
baital_rattler,1311,0.6749950027160598,1032.2420973300934,-1,-1,-1
baital_ref4955,1218,0.7036603995029618,1128.55080370903,-1,-1,-1
baital_refidt334,1263,0.6982184062546123,1089.6271417617797,-1,-1,-1
baital_registerlesSwap.sk_3_10,372,0.8517555405844355,1158.807647895813,-1,-1,-1
baital_s27_3_2,20,1.0095267312284426,292.96703042984007,1.0,40.77915644645691,0.009526731228442609
baital_s27_7_4,24,1.0080143873762377,318.195646238327,1.0,105.28260850906372,0.00801438737623772
baital_s27_new_7_4,17,1.0076907862706914,287.09974246025087,1.0,12.746789693832397,0.007690786270691419
baital_s298_15_7,292,0.8915832380873878,705.3703371286392,-1,-1,-1
baital_s298_7_4,223,0.9122766964781351,693.7926034212112,-1,-1,-1
baital_s344_3_2,197,0.9203297773336601,677.7632163763046,-1,-1,-1
baital_s344_7_4,215,0.9303319024896928,584.5227457523346,-1,-1,-1
baital_s349_15_7,285,0.9139796684666557,664.9169179201126,-1,-1,-1
baital_s349_3_2,198,0.8995572953403816,717.8295827627182,-1,-1,-1
baital_s349_7_4,216,0.9127127738266634,604.1944286346436,-1,-1,-1
baital_s382_15_7,350,0.7796987344986502,737.0627396821976,-1,-1,-1
baital_s382_3_2,263,0.9349161497988641,623.362554693222,-1,-1,-1
baital_s382_7_4,281,0.9060985165277392,671.2831112623214,-1,-1,-1
baital_s420_15_7,366,0.8148652347049495,835.5897169589996,-1,-1,-1
baital_s420_new_15_7,351,0.7890972336657543,803.6006332874298,-1,-1,-1
baital_s420_new_3_2,294,0.8156406406058803,795.0258828639984,-1,-1,-1
baital_s420_new_7_4,312,0.7942340894223345,769.0407480955124,-1,-1,-1
baital_s444_15_7,377,0.8604803048347834,708.5363157510758,-1,-1,-1
baital_s444_3_2,290,0.9014833546188153,716.7288724660873,-1,-1,-1
baital_s444_7_4,308,0.8255024564916863,641.8434014558792,-1,-1,-1
baital_s510_15_7,340,0.9831413804230381,1076.215160703659,-1,-1,-1
baital_s510_3_2,298,0.9659686902034891,961.9175229549408,-1,-1,-1
baital_s510_7_4,316,0.966272122055622,1029.831876850128,-1,-1,-1
baital_s526_15_7,452,0.47689274432794776,773.0084222316742,-1,-1,-1
baital_s526_3_2,365,0.8239648896625648,696.1266482830048,-1,-1,-1
baital_s526_7_4,383,0.7922702755728999,630.3346146345139,-1,-1,-1
baital_s526a_15_7,453,0.3597829447792065,830.4463739156723,-1,-1,-1
baital_s526a_7_4,384,0.7647517723626828,664.2517581224441,-1,-1,-1
baital_s641_3_2,489,0.7701786021218939,771.5863561391831,-1,-1,-1
baital_sa1100mm,1222,0.7163600218049094,1142.6977392673493,-1,-1,-1
baital_sam7ex256,1332,0.7162322793415179,1156.0109812259675,-1,-1,-1
baital_se7751,1295,0.6671557923957311,1206.4851429700852,-1,-1,-1
baital_sh4_202_md,1258,0.7092149603151707,1186.847702407837,-1,-1,-1
baital_sh7708,1253,0.6960868087837604,1227.7903749465943,-1,-1,-1
baital_skmb91302,1217,0.7567209314146922,1090.365716123581,-1,-1,-1
baital_sleb,1188,0.7108393574849793,1030.9938080310822,-1,-1,-1
baital_smdk2410,1265,0.7601228848719103,1184.7248751878737,-1,-1,-1
baital_snds,1218,0.7277796919114329,1141.465938091278,-1,-1,-1
baital_sparc_erc32,1168,0.7225266021616905,1118.053084540367,-1,-1,-1
baital_sparc_leon,1168,0.7032653456327241,1080.9264929771423,-1,-1,-1
baital_sparclite_sim,1168,0.7107910528642302,1001.3271113157273,-1,-1,-1
baital_stb,1252,0.6744334066397,1173.6868247270584,-1,-1,-1
baital_stdeval1,1190,0.7155375917863134,1061.8876278400421,-1,-1,-1
baital_stm3210e_eval,1269,0.6736449943263528,1330.8552508115768,-1,-1,-1
baital_tire-1,352,0.9138440669768123,1274.1818400621414,-1,-1,-1
baital_ts1000,1297,0.6725492910497685,1122.7896950244904,-1,-1,-1
baital_ts6,1240,0.6967172427301008,1140.9304587125778,-1,-1,-1
baital_tutorial1.sk_1_1,67,1.0142732747395833,753.1655645132065,-1,-1,-1
baital_tx39_sim,1179,0.708610925333152,1164.5565098524094,-1,-1,-1
baital_uClinux,1850,1.0065865684449768,1207.0193668842317,-1,-1,-1
baital_uE250,1249,0.6889537877354205,1194.033017039299,-1,-1,-1
baital_vads,1240,0.6957848725321816,1184.3328964710236,-1,-1,-1
baital_viper,1301,0.6731117258762558,1126.1329190015792,-1,-1,-1
baital_vrc4373,1247,0.705185615334996,1090.7184052467346,-1,-1,-1
baital_vrc4375,1258,0.7072286473710193,1118.2050333499908,-1,-1,-1
quick_4step,165,0.7336209380709858,1478.2704102516175,-1,-1,-1
quick_XSEngine,1260,0.08151890788271367,1226.837824010849,-1,-1,-1
quick_aaed2000,1284,0.08397544869680768,1269.4139448642732,-1,-1,-1
quick_adder,1272,0.07839760327287795,1186.454885864258,-1,-1,-1
quick_adderII,1276,0.08179108835224916,1226.948775267601,-1,-1,-1
quick_aeb,1213,0.09547667988044489,1273.2029191970826,-1,-1,-1
quick_aim711,1264,0.08627143369298973,1208.7903482437134,-1,-1,-1
quick_aki3068net,1207,0.06738990170571293,1258.978079366684,-1,-1,-1
quick_am31_sim,1165,0.0726387383757563,1160.6754893302918,-1,-1,-1
quick_asb,1231,0.09533207083609882,1289.0048180103302,-1,-1,-1
quick_asb2305,1242,0.08481699866085403,1270.6006752490998,-1,-1,-1
quick_assabet,1266,0.09977833689237718,1238.949814939499,-1,-1,-1
quick_at91sam7sek,1296,0.10192631948271332,1328.2645614862442,-1,-1,-1
quick_at91sam7xek,1319,0.08041673453227273,1246.6938591241837,-1,-1,-1
quick_atlas_mips32_4kc,1216,0.07397860727669145,1236.3307775735855,-1,-1,-1
quick_atlas_mips64_5kc,1209,0.07862393803344715,1306.5989433288573,-1,-1,-1
quick_blasted_case1,187,0.5073488414409443,859.5324687242507,-1,-1,-1
quick_blasted_case10,328,0.09018162522821567,772.8770146131516,-1,-1,-1
quick_blasted_case100,72,0.42389281720447664,590.6863323926925,-1,-1,-1
quick_blasted_case102,34,1.0050998146253434,418.20178561210633,0.9977712109209297,2718.226301908493,0.007344974102479343
quick_blasted_case103,32,0.9902592742313461,363.95484895706176,0.9996506650123447,1957.8749241828918,0.0093946726688594
quick_blasted_case105,170,0.13415574488438786,750.3305995225907,-1,-1,-1
quick_blasted_case106,204,0.12283104472736922,757.8820052862168,-1,-1,-1
quick_blasted_case11,105,0.639811430298268,774.0959396600723,-1,-1,-1
quick_blasted_case112,137,0.41974454567263264,841.0905144691467,-1,-1,-1
quick_blasted_case120,284,0.11556116475973187,733.3560580253601,-1,-1,-1
quick_blasted_case121,291,0.11267537004446325,888.2172040224075,-1,-1,-1
quick_blasted_case122,314,0.3095546492596783,909.7963927030563,-1,-1,-1
quick_blasted_case123,267,0.2788875985086449,917.1888488531113,-1,-1,-1
quick_blasted_case124,133,0.42594424070317677,607.2280695676803,-1,-1,-1
quick_blasted_case125,393,0.2481095575905596,1133.2135308504105,-1,-1,-1
quick_blasted_case126,302,0.26886450117344457,887.480191063881,-1,-1,-1
quick_blasted_case127,36,1.0084493967146821,548.2717234611512,1.0,3580.7851734161377,0.008449396714682145
quick_blasted_case134,60,0.479573299377922,543.8455682754517,-1,-1,-1
quick_blasted_case135,236,0.3507513539698206,850.2237797498703,-1,-1,-1
quick_blasted_case14,247,0.1143161957050343,639.0401392936707,-1,-1,-1
quick_blasted_case140,488,0.06011112047657885,843.5462439775467,-1,-1,-1
quick_blasted_case145,219,0.15572614141544597,677.4821693181991,-1,-1,-1
quick_blasted_case17,77,0.9812272116786858,658.8130325317383,-1,-1,-1
quick_blasted_case19,397,0.08228907230840164,804.7672716856002,-1,-1,-1
quick_blasted_case2,296,0.27959613156664914,843.8706458330155,-1,-1,-1
quick_blasted_case200,14,1.0032846715328467,202.59600191116334,1.0,2.7760374546051025,0.003284671532846728
quick_blasted_case203,214,0.15902484115213156,821.4640365600586,-1,-1,-1
quick_blasted_case22,126,0.7676154293809285,672.5328285932541,-1,-1,-1
quick_blasted_case24,65,1.0031001351096414,596.7369939088821,-1,-1,-1
quick_blasted_case25,68,0.9987865401830615,663.1207268238068,-1,-1,-1
quick_blasted_case31,53,0.960990053479587,558.2962285995484,-1,-1,-1
quick_blasted_case32,52,0.9702861890138625,600.9839342117309,-1,-1,-1
quick_blasted_case33,51,0.9602768471777403,620.5618412733078,-1,-1,-1
quick_blasted_case35,400,0.1163355290277546,890.9487304210663,-1,-1,-1
quick_blasted_case36,64,1.007966437820796,575.7102766513824,-1,-1,-1
quick_blasted_case39,245,0.16323706688790246,639.3183757066727,-1,-1,-1
quick_blasted_case4,103,0.6885565861732789,668.6459579467773,-1,-1,-1
quick_blasted_case43,116,0.5229700799531432,645.564661359787,-1,-1,-1
quick_blasted_case44,173,0.3706435614623748,890.3982862949372,-1,-1,-1
quick_blasted_case47,118,0.27989606707633674,706.8886934518814,-1,-1,-1
quick_blasted_case54,203,0.26768928871360215,902.3007685184479,-1,-1,-1
quick_blasted_case56,202,0.3152124415972814,825.3670566082001,-1,-1,-1
quick_blasted_case57,288,0.24794694677607998,992.2974618911743,-1,-1,-1
quick_blasted_case59,93,0.6907345438180863,624.5961913347244,-1,-1,-1
quick_blasted_case6,329,0.09870442900346581,817.3202424049377,-1,-1,-1
quick_blasted_case61,282,0.09887913122409647,713.1888870954514,-1,-1,-1
quick_blasted_case63,96,0.6863431325152114,511.24071803092954,-1,-1,-1
quick_blasted_case68,178,0.42259099033017855,706.5264987945557,-1,-1,-1
quick_blasted_case8,160,0.30737646024234927,687.8842475175858,-1,-1,-1
quick_blasted_case9,279,0.103251707406992,711.9247291088104,-1,-1,-1
quick_blasted_case_1_b14_1,238,0.19711181991780508,767.4827761173249,-1,-1,-1
quick_blasted_case_1_b14_2,270,0.16353341032119167,841.8551588535308,-1,-1,-1
quick_blasted_case_1_b14_3,304,0.13517396205374405,867.1934710979461,-1,-1,-1
quick_brutus,1221,0.0772063311032488,1185.0757784366608,-1,-1,-1
quick_buildroot,565,0.02035124200504096,805.7309367656708,-1,-1,-1
quick_busybox_1_28_0,998,0.016723655969761803,873.6961664676667,-1,-1,-1
quick_calm16_ceb,1173,0.08412282626011683,1115.3966783761978,-1,-1,-1
quick_calm32_ceb,1173,0.07076066628215934,1096.8788100004197,-1,-1,-1
quick_ceb_v850,1189,0.0936436918698832,1093.7354061603546,-1,-1,-1
quick_cerf,1276,0.09018633774934057,1153.234505724907,-1,-1,-1
quick_cerfpda,1291,0.07821826490084846,1222.8868835687638,-1,-1,-1
quick_cma230,1212,0.08121571471630155,1185.158965754509,-1,-1,-1
quick_cma28x,1204,0.09561091600402016,1240.6188567638396,-1,-1,-1
quick_cme555,1266,0.08663169366226543,1174.5820240736007,-1,-1,-1
quick_cq7708,1238,0.08057658584694932,1229.8101640462876,-1,-1,-1
quick_cq7750,1267,0.08258998287142674,1244.8201831102372,-1,-1,-1
quick_csb281,1233,0.08543907297806443,1232.7385895013808,-1,-1,-1
quick_dreamcast,1252,0.07992473560272405,1272.316867160797,-1,-1,-1
quick_e7t,1266,0.09147285518446656,1341.8662476301192,-1,-1,-1
quick_ea2468,1395,0.08834476689109401,1441.5617861270905,-1,-1,-1
quick_eb40,1240,0.09329093009914466,1235.9229772567749,-1,-1,-1
quick_eb40a,1241,0.08326243188766515,1308.899231863022,-1,-1,-1
quick_eb42,1234,0.08288760833526945,1234.8495462179185,-1,-1,-1
quick_eb55,1270,0.07877357324557178,1340.878557085991,-1,-1,-1
quick_ebsa285,1245,0.08008836509180531,1257.9372179746629,-1,-1,-1
quick_ec555,1267,0.1001865777303323,1201.303871512413,-1,-1,-1
quick_ecos-icse11,1244,0.02864473562419534,1201.8509648323059,-1,-1,-1
quick_edb7xxx,1246,0.07199343547728948,1253.2378342151642,-1,-1,-1
quick_edosk2674,1194,0.06939283700016317,1216.4425461769104,-1,-1,-1
quick_embtoolkit,2128,0.02279026473374215,1440.639017367363,-1,-1,-1
quick_excalibur_arm9,1233,0.07213592140710931,1259.7142018079758,-1,-1,-1
quick_fads,1187,0.08743685169107226,1115.5445979356766,-1,-1,-1
quick_flexanet,1265,0.08241345931876648,1212.0250960111618,-1,-1,-1
quick_freebsd-icse11,1396,0.018215666685544432,1167.5907544851302,-1,-1,-1
quick_frv400,1238,0.06858416514259127,1285.6284091949462,-1,-1,-1
quick_gps4020,1213,0.07500014026858948,1251.7705781698228,-1,-1,-1
quick_grg,1241,0.08320564862151769,1197.2050978660584,-1,-1,-1
quick_h8300h_sim,1182,0.08434955589136732,1102.8424762964248,-1,-1,-1
quick_h8max,1202,0.07179829590429647,1246.9775795459748,-1,-1,-1
quick_h8s_sim,1183,0.07125670291037077,1088.6827696561813,-1,-1,-1
quick_hs7729pci,1298,0.07305616722118712,1198.0230796575547,-1,-1,-1
quick_innovator,1256,0.09620879034755828,1190.2997779607772,-1,-1,-1
quick_integrator_arm7,1259,0.0771848590803457,1281.93141579628,-1,-1,-1
quick_integrator_arm9,1267,0.07420764537800258,1233.901331281662,-1,-1,-1
quick_ipaq,1258,0.09053043874457371,1193.8453022480012,-1,-1,-1
quick_iq80310,1258,0.07640718660329451,1352.360117506981,-1,-1,-1
quick_iq80321,1256,0.07042874561070624,1212.0772962093354,-1,-1,-1
quick_ixdp425,1247,0.06558787097797152,1233.4161563396453,-1,-1,-1
quick_jmr3904,1199,0.07895504865008827,1196.5561235189439,-1,-1,-1
quick_jtst,1241,0.08526980142949836,1243.0332551240922,-1,-1,-1
quick_linux,1232,0.07820200308039008,1235.4548770904541,-1,-1,-1
quick_lpcmt,1249,0.08243862464932997,1271.4300104379654,-1,-1,-1
quick_m5272c3,1323,0.08983822523576948,1121.4509965896607,-1,-1,-1
quick_mac7100evb,1234,0.07530067736473153,1160.760140824318,-1,-1,-1
quick_mace1,1234,0.07777649394133454,1304.227129006386,-1,-1,-1
quick_malta_mips32_4kc,1232,0.07473145093846036,1178.8784145116806,-1,-1,-1
quick_malta_mips64_5kc,1232,0.0708947438346716,1248.5908638000487,-1,-1,-1
quick_mb93091,1250,0.06848789915601694,1256.747815656662,-1,-1,-1
