Benchmark,twise,seed,BLMMaxCov Time, ApproxMaxCov Time, Strategy 1 Time, Strategy 3 Time, Strategy 1 Coverage, Strategy 3 Coverage
busybox_1_28_0.cnf,2,8,2266.57052016258,1029.12282204628,50.0826153755188,38.8359375,0.993741040181209,0.993426540045587
busybox_1_28_0.cnf,2,9,2266.57052016258,1029.12282204628,49.2975790500641,41.6921210289001,0.994337979759015,0.993462163038295
busybox_1_28_0.cnf,2,10,2266.57052016258,1029.12282204628,48.7281880378723,41.0933187007904,0.994200576787142,0.993713050686938
calm16_ceb.cnf,2,1,11761.1394662857,1826.25828480721,1630.91445612907,1645.14225387573,0.920804020966625,0.920687678993301
calm16_ceb.cnf,2,2,11761.1394662857,1826.25828480721,1943.16124510765,1783.42127537727,0.919381671791067,0.918088199750942
calm16_ceb.cnf,2,3,11761.1394662857,1826.25828480721,1888.40300631523,1662.41134023666,0.919915983075964,0.92308424529902
calm16_ceb.cnf,2,4,11761.1394662857,1826.25828480721,1916.46364498138,1805.86738777161,0.921617631332265,0.92142764528155
calm16_ceb.cnf,2,5,11761.1394662857,1826.25828480721,1685.43721604347,1858.17934894562,0.920308882063319,0.920728026546339
calm16_ceb.cnf,2,6,11761.1394662857,1826.25828480721,1667.15886068344,1704.34013843536,0.919156822320736,0.923013735012157
calm16_ceb.cnf,2,7,11761.1394662857,1826.25828480721,1650.74935030937,1558.42866325378,0.91882150673432,0.920118504288788
calm16_ceb.cnf,2,8,11761.1394662857,1826.25828480721,1701.81125807762,1661.04565930367,0.919573224737046,0.91975655148289
calm16_ceb.cnf,2,9,11761.1394662857,1826.25828480721,1724.13056945801,1694.73473334312,0.917986743282622,0.91945414069701
calm16_ceb.cnf,2,10,11761.1394662857,1826.25828480721,1659.79373574257,1755.81570982933,0.918533981453444,0.920645372821183
calm32_ceb.cnf,2,1,11747.1932113171,1794.68155002594,1705.15775418282,2279.11937427521,0.917896646804963,0.917926809538788
calm32_ceb.cnf,2,2,11747.1932113171,1794.68155002594,1826.72949790955,1851.2702395916,0.920079331907198,0.920088733278779
calm32_ceb.cnf,2,3,11747.1932113171,1794.68155002594,1773.33647465706,1962.95722436905,0.920624219735124,0.922794369675249
calm32_ceb.cnf,2,4,11747.1932113171,1794.68155002594,1639.2604534626,1734.98679208756,0.922143716417028,0.921959997947367
calm32_ceb.cnf,2,5,11747.1932113171,1794.68155002594,1873.90607190132,1706.2407207489,0.920216826966581,0.921822502887984
calm32_ceb.cnf,2,6,11747.1932113171,1794.68155002594,1702.05763244629,1715.55393576622,0.920972853931282,0.92414855890684
calm32_ceb.cnf,2,7,11747.1932113171,1794.68155002594,1579.94274950027,1674.59939098358,0.920197632499601,0.934497118675472
calm32_ceb.cnf,2,8,11747.1932113171,1794.68155002594,1731.47930765152,1809.87002563477,0.920976379445625,0.9222439977139
calm32_ceb.cnf,2,9,11747.1932113171,1794.68155002594,1710.74609184265,1639.2794084549,0.920811855442944,0.92136536119482
calm32_ceb.cnf,2,10,11747.1932113171,1794.68155002594,1658.23255729675,1693.4561457634,0.918538682139235,0.921712428495714
ceb_v850.cnf,2,1,12321.7138624191,2185.41327834129,821.404112815857,746.393473863602,0.920394906544382,0.91975516645209
ceb_v850.cnf,2,2,12321.7138624191,2185.41327834129,842.889579057693,855.414358615875,0.92001691284377,0.921256884139042
ceb_v850.cnf,2,3,12321.7138624191,2185.41327834129,724.118459701538,801.331557273865,0.92357309277485,0.923298809908678
ceb_v850.cnf,2,4,12321.7138624191,2185.41327834129,723.441794157028,807.847516775131,0.921525468607718,0.922434173061851
ceb_v850.cnf,2,5,12321.7138624191,2185.41327834129,810.514719963074,765.798524141312,0.920978422448039,0.922328942654747
