Benchmark,twise,seed, ApproxMaxCov Time, Strategy 3 Time, Strategy 3 Combinations
FM-361.cnf,4,1,27.14214277267456,10.88812255859375,1221427
FM-361.cnf,4,2,27.14214277267456,9.831201314926147,1212104
FM-361.cnf,4,3,27.14214277267456,9.329874038696289,1220418
FM-361.cnf,4,4,27.14214277267456,9.296327590942383,1213181
FM-361.cnf,4,5,27.14214277267456,9.343221664428711,1217893
FM-361.cnf,4,6,27.14214277267456,9.727232217788696,1221798
FM-361.cnf,4,7,27.14214277267456,9.2615487575531,1225904
FM-361.cnf,4,8,27.14214277267456,9.69090747833252,1222033
FM-361.cnf,4,9,27.14214277267456,9.549081563949585,1218196
FM-361.cnf,4,10,27.14214277267456,9.554665088653564,1219307
XSEngine.cnf,4,1,12269.405967235565,2017.746322631836,1224535412065
XSEngine.cnf,4,2,12269.405967235565,1917.3299446105957,1234688322235
XSEngine.cnf,4,3,12269.405967235565,2047.2298731803894,1219222842791
XSEngine.cnf,4,4,12269.405967235565,1994.5342729091644,1255678873724
XSEngine.cnf,4,5,12269.405967235565,1897.4042267799377,1228549353295
XSEngine.cnf,4,6,12269.405967235565,2090.1633398532867,1210132446477
XSEngine.cnf,4,7,12269.405967235565,2119.075344324112,1208479647147
XSEngine.cnf,4,8,12269.405967235565,2019.7411530017853,1210415783505
XSEngine.cnf,4,9,12269.405967235565,2007.095092535019,1203592083414
XSEngine.cnf,4,10,12269.405967235565,2570.6630063056946,1255419148115
aaed2000.cnf,4,1,13840.647500038147,1373.5778179168701,1306823435713
aaed2000.cnf,4,2,13840.647500038147,1359.5404963493347,1260808705334
aaed2000.cnf,4,3,13840.647500038147,1493.956665277481,1271656671654
aaed2000.cnf,4,4,13840.647500038147,1317.342525959015,1316780137195
aaed2000.cnf,4,5,13840.647500038147,1387.85995054245,1190551571346
aaed2000.cnf,4,6,13840.647500038147,1372.5830030441284,1169415862317
aaed2000.cnf,4,7,13840.647500038147,1315.2162148952484,1253831374883
aaed2000.cnf,4,8,13840.647500038147,1345.6844501495361,1246548467917
aaed2000.cnf,4,9,13840.647500038147,1287.687804222107,1282555567394
