Benchmark,twise,seed, ApproxMaxCov Time, Strategy 3 Time, Strategy 3 Combinations
calm16_ceb.cnf,5,10,14374.990822553635,2522.6774129867554,363907229776718
calm32_ceb.cnf,5,1,14447.010830640793,2417.927388191223,355845180412118
calm32_ceb.cnf,5,2,14447.010830640793,2476.6847665309906,343082686842141
calm32_ceb.cnf,5,3,14447.010830640793,2446.056011915207,332459019735987
calm32_ceb.cnf,5,4,14447.010830640793,2336.8885362148285,358796429331190
calm32_ceb.cnf,5,5,14447.010830640793,2364.0874347686768,347082623930491
calm32_ceb.cnf,5,6,14447.010830640793,2427.178901195526,361855448575959
calm32_ceb.cnf,5,7,14447.010830640793,2481.613708972931,340264078323926
calm32_ceb.cnf,5,8,14447.010830640793,2670.0459566116333,343737598821374
calm32_ceb.cnf,5,9,14447.010830640793,2492.160974740982,349159275206411
calm32_ceb.cnf,5,10,14447.010830640793,2481.561828136444,348790369091527
ceb_v850.cnf,5,1,14006.372242212296,1503.5928568840027,382572570248597
ceb_v850.cnf,5,2,14006.372242212296,1551.3301801681519,354834040509439
ceb_v850.cnf,5,3,14006.372242212296,1496.917486190796,395086626284766
ceb_v850.cnf,5,4,14006.372242212296,1469.471712589264,404340196256921
ceb_v850.cnf,5,5,14006.372242212296,1440.5095582008362,387744987596407
ceb_v850.cnf,5,6,14006.372242212296,1518.139316558838,392593574355547
ceb_v850.cnf,5,7,14006.372242212296,1535.9394204616547,359673755197656
ceb_v850.cnf,5,8,14006.372242212296,1563.0697393417358,393507397660563
ceb_v850.cnf,5,9,14006.372242212296,1720.7305626869202,397468777327454
ceb_v850.cnf,5,10,14006.372242212296,1516.3513221740723,403781255788804
cerf.cnf,5,1,16259.579005718231,3335.820131778717,518554440601772
cerf.cnf,5,2,16259.579005718231,3360.7892220020294,537748928387772
cerf.cnf,5,3,16259.579005718231,3436.2699348926544,539751776520808
cerf.cnf,5,4,16259.579005718231,3295.700478076935,525169525760410
cerf.cnf,5,5,16259.579005718231,3154.362543106079,557846909180157
cerf.cnf,5,6,16259.579005718231,3449.157327413559,558093316363717
cerf.cnf,5,7,16259.579005718231,3458.382128238678,531702475191195
cerf.cnf,5,8,16259.579005718231,3508.299657344818,560089846363841
cerf.cnf,5,9,16259.579005718231,3431.1039056777954,539675958925866
cerf.cnf,5,10,16259.579005718231,3444.8443219661713,561328200414550
cerfpda.cnf,5,1,17191.874025583267,3150.942189693451,568170789023086
cerfpda.cnf,5,2,17191.874025583267,3179.7578814029694,576182723983548
cerfpda.cnf,5,3,17191.874025583267,3189.5436193943024,558825764549971
cerfpda.cnf,5,4,17191.874025583267,3097.534411430359,562295816648232
cerfpda.cnf,5,5,17191.874025583267,2995.244727373123,584288444135855
cerfpda.cnf,5,6,17191.874025583267,3239.7317101955414,592943477554683
cerfpda.cnf,5,7,17191.874025583267,3076.5578825473785,566442461916230
cerfpda.cnf,5,8,17191.874025583267,3234.3286736011505,589031295266296
cerfpda.cnf,5,9,17191.874025583267,3264.468572616577,584087475867616
cerfpda.cnf,5,10,17191.874025583267,3059.672709941864,545715934518513
cma230.cnf,5,1,14605.373749732971,1720.8356943130493,422947540127329
cma230.cnf,5,2,14605.373749732971,1641.0700974464417,424710228443953
cma230.cnf,5,3,14605.373749732971,1620.2464401721954,419534467735860
cma230.cnf,5,4,14605.373749732971,1734.1231815814972,422278597469773
cma230.cnf,5,5,14605.373749732971,1540.0902471542358,422019809434369
cma230.cnf,5,6,14605.373749732971,1609.7167384624481,417278617314031
cma230.cnf,5,7,14605.373749732971,1629.7808701992035,422835235885549
cma230.cnf,5,8,14605.373749732971,1649.908441543579,407972013625707
cma230.cnf,5,9,14605.373749732971,1666.6032001972198,410603839117840
cma230.cnf,5,10,14605.373749732971,1673.8809354305267,415022766892202
cma28x.cnf,5,1,14246.841074466705,1506.4667630195618,404123646234815
cma28x.cnf,5,2,14246.841074466705,1437.636756658554,422601972758619
cma28x.cnf,5,3,14246.841074466705,1484.2323968410492,417665916721458
cma28x.cnf,5,4,14246.841074466705,1494.0992231369019,419635615637722
cma28x.cnf,5,5,14246.841074466705,1413.8776996135712,418757044898093
cma28x.cnf,5,6,14246.841074466705,1468.0866014957428,417032967909037
cma28x.cnf,5,7,14246.841074466705,1514.449390411377,414595642631357
cma28x.cnf,5,8,14246.841074466705,1498.5963006019592,407217537817916
cma28x.cnf,5,9,14246.841074466705,1722.6872246265411,425932039271728
cma28x.cnf,5,10,14246.841074466705,1764.1383624076843,400883326195109
cme555.cnf,5,1,16052.591097593307,2149.6075489521027,516462662815684
cme555.cnf,5,2,16052.591097593307,2157.9882538318634,521898920086466
cme555.cnf,5,3,16052.591097593307,2106.3183331489563,535116010389507
cme555.cnf,5,4,16052.591097593307,2043.371418952942,519281012953833
cme555.cnf,5,5,16052.591097593307,2167.073098182678,523520686221996
cme555.cnf,5,6,16052.591097593307,2121.0402839183807,509866265725104
cme555.cnf,5,7,16052.591097593307,2070.988008260727,537557770638506
cme555.cnf,5,8,16052.591097593307,2167.819815635681,488036200215395
cme555.cnf,5,9,16052.591097593307,2271.7321043014526,425868498353437
cme555.cnf,5,10,16052.591097593307,2206.6749403476715,480917436504382
cq7708.cnf,5,1,15054.574594974518,2744.2414746284485,452924668006398
cq7708.cnf,5,2,15054.574594974518,3171.0206229686737,459028466661625
cq7708.cnf,5,3,15054.574594974518,2835.375373363495,472539366176042
cq7708.cnf,5,4,15054.574594974518,3002.4692771434784,462004340027341
cq7708.cnf,5,5,15054.574594974518,2669.1497526168823,472952078540630
cq7708.cnf,5,6,15054.574594974518,2921.082624912262,476123447236940
cq7708.cnf,5,7,15054.574594974518,2862.8020358085632,457985824898455
cq7708.cnf,5,8,15054.574594974518,3109.797244787216,448526023068023
cq7708.cnf,5,9,15054.574594974518,2769.8060262203217,465794777270533
cq7708.cnf,5,10,15054.574594974518,2977.1423950195312,457002917819633
cq7750.cnf,5,1,15214.515532493591,1438.9907207489014,498592489756999
cq7750.cnf,5,2,15214.515532493591,1451.4269211292267,519685802323588
cq7750.cnf,5,3,15214.515532493591,1642.1547470092773,444843875428604
cq7750.cnf,5,4,15214.515532493591,1509.664021730423,515441527808888
cq7750.cnf,5,5,15214.515532493591,1393.98859000206,518819872753060
cq7750.cnf,5,6,15214.515532493591,1516.4621908664703,508453110288995
cq7750.cnf,5,7,15214.515532493591,1573.6763107776642,499598675525570
cq7750.cnf,5,8,15214.515532493591,1529.0141251087189,522289689130738
cq7750.cnf,5,9,15214.515532493591,1419.6351234912872,514953680163520
cq7750.cnf,5,10,15214.515532493591,1545.7085480690002,517179485045511
csb281.cnf,5,1,14765.544246673584,3372.7480025291443,465171159752296
csb281.cnf,5,2,14765.544246673584,3391.0230526924133,465447876300070
csb281.cnf,5,3,14765.544246673584,3351.187017440796,457284738140736
csb281.cnf,5,4,14765.544246673584,3319.061670780182,457332631389389
csb281.cnf,5,5,14765.544246673584,3527.669419527054,466506849242513
csb281.cnf,5,6,14765.544246673584,3417.23948597908,476905005672330
csb281.cnf,5,7,14765.544246673584,4102.077915906906,451255510282506
csb281.cnf,5,8,14765.544246673584,3526.458493947983,498877363860003
csb281.cnf,5,9,14765.544246673584,3314.7230858802795,465208410056804
csb281.cnf,5,10,14765.544246673584,4181.744033813477,478655769984208
dreamcast.cnf,5,1,15236.01750779152,2340.280582666397,507250896300532
dreamcast.cnf,5,2,15236.01750779152,2637.3196380138397,509491454544096
dreamcast.cnf,5,3,15236.01750779152,2495.373769044876,500466026337331
dreamcast.cnf,5,4,15236.01750779152,2279.2523250579834,491492303320802
dreamcast.cnf,5,5,15236.01750779152,2203.851716518402,512611001021673
dreamcast.cnf,5,6,15236.01750779152,2729.8990712165833,490027322930779
dreamcast.cnf,5,7,15236.01750779152,2475.543502807617,497576280705247
dreamcast.cnf,5,8,15236.01750779152,2531.683738231659,514012786179185
dreamcast.cnf,5,9,15236.01750779152,2424.559448003769,497398185049990
dreamcast.cnf,5,10,15236.01750779152,2550.913512468338,478060443901694
e7t.cnf,5,1,15995.291459083557,3558.4719483852386,500421148344025
e7t.cnf,5,2,15995.291459083557,3572.2227613925934,541232559072945
e7t.cnf,5,3,15995.291459083557,3646.167149066925,498198053191952
e7t.cnf,5,4,15995.291459083557,3490.906215906143,526454442939077
e7t.cnf,5,5,15995.291459083557,3821.3088936805725,521662032898131
e7t.cnf,5,6,15995.291459083557,3714.162526845932,528969091553718
e7t.cnf,5,7,15995.291459083557,3639.4574201107025,531799589752806
e7t.cnf,5,8,15995.291459083557,3808.19056892395,530530117384546
e7t.cnf,5,9,15995.291459083557,3542.735687494278,525689115099838
e7t.cnf,5,10,15995.291459083557,3808.8032972812653,503178758177472
ea2468.cnf,5,1,-1,-1,-1
ea2468.cnf,5,2,-1,-1,-1
ea2468.cnf,5,3,-1,-1,-1
ea2468.cnf,5,4,-1,-1,-1
ea2468.cnf,5,5,-1,-1,-1
ea2468.cnf,5,6,-1,-1,-1
ea2468.cnf,5,7,-1,-1,-1
ea2468.cnf,5,8,-1,-1,-1
ea2468.cnf,5,9,-1,-1,-1
ea2468.cnf,5,10,-1,-1,-1
eb40.cnf,5,1,14600.18073129654,3327.1906158924103,439005934883921
eb40.cnf,5,2,14600.18073129654,3171.3830626010895,460772562025352
eb40.cnf,5,3,14600.18073129654,3398.0758950710297,452527959290192
eb40.cnf,5,4,14600.18073129654,3125.5638778209686,456015218216020
eb40.cnf,5,5,14600.18073129654,3206.7482624053955,477858488410766
eb40.cnf,5,6,14600.18073129654,3392.7167403697968,452982343106274
eb40.cnf,5,7,14600.18073129654,3253.1078486442566,462852873472471
eb40.cnf,5,8,14600.18073129654,3494.84663271904,457049899435771
eb40.cnf,5,9,14600.18073129654,3231.7433726787567,458506117448754
eb40.cnf,5,10,14600.18073129654,3768.366316318512,456705005695854
eb40a.cnf,5,1,15343.524799108505,2035.452044248581,477422516821489
eb40a.cnf,5,2,15343.524799108505,2022.7098841667175,459772774123563
eb40a.cnf,5,3,15343.524799108505,1932.4807772636414,474597238793855
eb40a.cnf,5,4,15343.524799108505,1823.324720621109,450005227323745
eb40a.cnf,5,5,15343.524799108505,1979.5442860126495,474228963253288
eb40a.cnf,5,6,15343.524799108505,1985.7674314975739,480269781448561
eb40a.cnf,5,7,15343.524799108505,2031.3063604831696,475025977482874
eb40a.cnf,5,8,15343.524799108505,2133.7903509140015,458310665261013
eb40a.cnf,5,9,15343.524799108505,1893.271598815918,481825333358718
eb40a.cnf,5,10,15343.524799108505,1981.961867570877,475322796575271
eb42.cnf,5,1,14827.025759220123,1802.921134710312,434791183114293
eb42.cnf,5,2,14827.025759220123,1739.2061004638672,441854789967552
eb42.cnf,5,3,14827.025759220123,1699.3954646587372,445819386249790
eb42.cnf,5,4,14827.025759220123,1677.5481770038605,464167666078906
eb42.cnf,5,5,14827.025759220123,1812.154424905777,463782961318365
eb42.cnf,5,6,14827.025759220123,1869.5441126823425,451589957657899
eb42.cnf,5,7,14827.025759220123,1851.4112045764923,433749274387829
eb42.cnf,5,8,14827.025759220123,1996.4915266036987,440738077537650
eb42.cnf,5,9,14827.025759220123,1771.1012589931488,438841269343318
eb42.cnf,5,10,14827.025759220123,1876.6222987174988,458690966362877
eb55.cnf,5,1,16259.520690441132,1882.2879571914673,533732753263708
eb55.cnf,5,2,16259.520690441132,1944.2348718643188,509049757760495
eb55.cnf,5,3,16259.520690441132,1881.9123582839966,523995311537690
eb55.cnf,5,4,16259.520690441132,1816.1919875144958,516670632622112
eb55.cnf,5,5,16259.520690441132,1884.1642920970917,500941393737690
eb55.cnf,5,6,16259.520690441132,1974.9317739009857,472833632608407
eb55.cnf,5,7,16259.520690441132,2326.0241067409515,520755668377894
eb55.cnf,5,8,16259.520690441132,2085.602368593216,516146118967669
eb55.cnf,5,9,16259.520690441132,1886.127512216568,517479000724842
eb55.cnf,5,10,16259.520690441132,2263.1479229927063,525951438931320
ebsa285.cnf,5,1,15210.850609779358,1999.6307611465454,469488087079084
ebsa285.cnf,5,2,15210.850609779358,1986.4699006080627,503797003779537
ebsa285.cnf,5,3,15210.850609779358,1962.1957042217255,487916142467361
ebsa285.cnf,5,4,15210.850609779358,1957.1464574337006,476319706278800
ebsa285.cnf,5,5,15210.850609779358,2112.063564300537,492351388292851
ebsa285.cnf,5,6,15210.850609779358,2056.6182112693787,494731003811313
ebsa285.cnf,5,7,15210.850609779358,2006.7297811508179,519130441803430
ebsa285.cnf,5,8,15210.850609779358,2298.901367664337,496876009349081
ebsa285.cnf,5,9,15210.850609779358,1990.8888680934906,503327783818151
ebsa285.cnf,5,10,15210.850609779358,2233.999190092087,491815136908409
