Benchmark,twise,seed, ApproxMaxCov Time, Strategy 3 Time, Strategy 3 Combinations
FM-361.cnf,3,1,16.561602354049683,3.68182110786438,74355
FM-361.cnf,3,2,16.561602354049683,3.577049732208252,74399
FM-361.cnf,3,3,16.561602354049683,3.720954656600952,73627
FM-361.cnf,3,4,16.561602354049683,3.5751607418060303,73486
FM-361.cnf,3,5,16.561602354049683,3.830500602722168,73633
FM-361.cnf,3,6,16.561602354049683,3.5644965171813965,73903
FM-361.cnf,3,7,16.561602354049683,3.516585111618042,74082
FM-361.cnf,3,8,16.561602354049683,3.656128168106079,73653
FM-361.cnf,3,9,16.561602354049683,4.89325213432312,74021
FM-361.cnf,3,10,16.561602354049683,5.191864490509033,73816
XSEngine.cnf,3,1,7992.084592342377,1861.8743333816528,2129994166
XSEngine.cnf,3,2,7992.084592342377,2260.5069868564606,2117521802
XSEngine.cnf,3,3,7992.084592342377,1811.0045969486237,2171092857
XSEngine.cnf,3,4,7992.084592342377,2128.5439019203186,2192130579
XSEngine.cnf,3,5,7992.084592342377,1873.7014248371124,2109482387
XSEngine.cnf,3,6,7992.084592342377,1848.9171833992004,2096333811
XSEngine.cnf,3,7,7992.084592342377,1805.900232553482,2177479308
XSEngine.cnf,3,8,7992.084592342377,1752.0859673023224,2145021109
XSEngine.cnf,3,9,7992.084592342377,1869.4864625930786,2069961525
XSEngine.cnf,3,10,7992.084592342377,1790.6640553474426,2173121495
aaed2000.cnf,3,1,9353.047623872757,1208.0751824378967,2270919094
aaed2000.cnf,3,2,9353.047623872757,1204.5269076824188,2115151219
aaed2000.cnf,3,3,9353.047623872757,1497.2497909069061,2147513407
aaed2000.cnf,3,4,9353.047623872757,1094.6890156269073,2134314087
aaed2000.cnf,3,5,9353.047623872757,1507.5147151947021,2094875156
aaed2000.cnf,3,6,9353.047623872757,1161.6187245845795,2098532799
aaed2000.cnf,3,7,9353.047623872757,1216.355393409729,2118570320
aaed2000.cnf,3,8,9353.047623872757,1163.3398532867432,2121432823
aaed2000.cnf,3,9,9353.047623872757,1195.1115210056305,2130020333
aaed2000.cnf,3,10,9353.047623872757,1143.0126945972443,2129463735
adder.cnf,3,1,8577.713650465012,2067.7286744117737,2192409505
adder.cnf,3,2,8577.713650465012,1922.7585291862488,2192486809
adder.cnf,3,3,8577.713650465012,1958.9661676883698,2152134291
adder.cnf,3,4,8577.713650465012,1926.52303814888,2173624712
adder.cnf,3,5,8577.713650465012,2411.507635831833,2212353853
adder.cnf,3,6,8577.713650465012,1972.4572241306305,2169759528
adder.cnf,3,7,8577.713650465012,1801.2894010543823,2221784901
adder.cnf,3,8,8577.713650465012,1845.5496995449066,2174165838
adder.cnf,3,9,8577.713650465012,1829.9567377567291,2156927119
adder.cnf,3,10,8577.713650465012,1843.680836200714,2203077412
adderII.cnf,3,1,7982.686377048492,3664.4001445770264,2180008880
adderII.cnf,3,2,7982.686377048492,3829.1680109500885,2159017243
adderII.cnf,3,3,7982.686377048492,4209.995625257492,2186095675
adderII.cnf,3,4,7982.686377048492,3932.9882764816284,2256718099
adderII.cnf,3,5,7982.686377048492,3901.827184677124,2188904965
adderII.cnf,3,6,7982.686377048492,3748.2114934921265,2157768670
adderII.cnf,3,7,7982.686377048492,4212.765207052231,2197801049
adderII.cnf,3,8,7982.686377048492,3903.1806135177612,2197098727
adderII.cnf,3,9,7982.686377048492,3832.261205673218,2192104434
adderII.cnf,3,10,7982.686377048492,3729.8423879146576,2143019898
aeb.cnf,3,1,7509.498564243317,952.8940119743347,1922228596
aeb.cnf,3,2,7509.498564243317,983.9697828292847,1874100823
aeb.cnf,3,3,7509.498564243317,946.9250934123993,1796144557
aeb.cnf,3,4,7509.498564243317,1057.3051316738129,1864247366
aeb.cnf,3,5,7509.498564243317,958.6597561836243,1823626990
aeb.cnf,3,6,7509.498564243317,927.2340106964111,1793932556
aeb.cnf,3,7,7509.498564243317,930.282475233078,1790514010
aeb.cnf,3,8,7509.498564243317,935.8718795776367,1866526397
aeb.cnf,3,9,7509.498564243317,949.1055235862732,1830665174
aeb.cnf,3,10,7509.498564243317,946.9035875797272,1866057185
aim711.cnf,3,1,7894.997454166412,3733.853832960129,2193976067
aim711.cnf,3,2,7894.997454166412,3711.904697418213,2190866089
aim711.cnf,3,3,7894.997454166412,3707.1733996868134,2020272389
aim711.cnf,3,4,7894.997454166412,3719.081216573715,2057743837
aim711.cnf,3,5,7894.997454166412,3221.270562648773,2179943237
aim711.cnf,3,6,7894.997454166412,3688.8225033283234,2218324924
aim711.cnf,3,7,7894.997454166412,3693.327572584152,2002143490
aim711.cnf,3,8,7894.997454166412,3563.8406207561493,2040070057
aim711.cnf,3,9,7894.997454166412,3654.936194896698,2030512562
aim711.cnf,3,10,7894.997454166412,3599.1942632198334,2223331230
aki3068net.cnf,3,1,7308.1115193367,719.8813805580139,1893821727
aki3068net.cnf,3,2,7308.1115193367,710.0754895210266,1892368852
aki3068net.cnf,3,3,7308.1115193367,700.5367293357849,1815432551
aki3068net.cnf,3,4,7308.1115193367,724.8196001052856,1861528292
aki3068net.cnf,3,5,7308.1115193367,707.7945666313171,1805592629
aki3068net.cnf,3,6,7308.1115193367,707.0417211055756,1860471656
aki3068net.cnf,3,7,7308.1115193367,694.2152788639069,1816555227
aki3068net.cnf,3,8,7308.1115193367,726.448878288269,1811470167
aki3068net.cnf,3,9,7308.1115193367,698.2579810619354,1876717433
aki3068net.cnf,3,10,7308.1115193367,690.953177690506,1906765517
am31_sim.cnf,3,1,6709.037769317627,659.8010036945343,1707936241
am31_sim.cnf,3,2,6709.037769317627,706.3300683498383,1644224115
am31_sim.cnf,3,3,6709.037769317627,645.2630889415741,1648083657
am31_sim.cnf,3,4,6709.037769317627,655.3403558731079,1671419039
am31_sim.cnf,3,5,6709.037769317627,639.8422629833221,1656574648
am31_sim.cnf,3,6,6709.037769317627,638.1178946495056,1633833042
am31_sim.cnf,3,7,6709.037769317627,628.0215260982513,1656930914
am31_sim.cnf,3,8,6709.037769317627,644.1703882217407,1650518137
am31_sim.cnf,3,9,6709.037769317627,646.9492039680481,1659484149
am31_sim.cnf,3,10,6709.037769317627,631.9672825336456,1652477597
asb.cnf,3,1,7531.564528465271,1359.1921632289886,2006488386
asb.cnf,3,2,7531.564528465271,1399.4102210998535,2007469245
asb.cnf,3,3,7531.564528465271,1447.9481537342072,1992686290
asb.cnf,3,4,7531.564528465271,1417.5577836036682,1943152882
asb.cnf,3,5,7531.564528465271,1351.9143326282501,1873792097
asb.cnf,3,6,7531.564528465271,1337.1234622001648,1877715536
asb.cnf,3,7,7531.564528465271,1334.3265132904053,2002284702
asb.cnf,3,8,7531.564528465271,1329.9915595054626,1873862159
asb.cnf,3,9,7531.564528465271,1299.4470372200012,1843805819
asb.cnf,3,10,7531.564528465271,1376.7608051300049,1860760677
asb2305.cnf,3,1,7824.968517303467,959.0435137748718,1913649871
asb2305.cnf,3,2,7824.968517303467,942.8736555576324,2002445988
asb2305.cnf,3,3,7824.968517303467,922.9549775123596,2026983651
asb2305.cnf,3,4,7824.968517303467,928.0736997127533,1891990526
asb2305.cnf,3,5,7824.968517303467,792.2292287349701,2074547860
asb2305.cnf,3,6,7824.968517303467,843.137246131897,2024177291
asb2305.cnf,3,7,7824.968517303467,836.6854710578918,1884938647
asb2305.cnf,3,8,7824.968517303467,827.1949808597565,2020579393
asb2305.cnf,3,9,7824.968517303467,815.5652334690094,1889400040
asb2305.cnf,3,10,7824.968517303467,855.2569324970245,1912354628
assabet.cnf,3,1,8076.5962953567505,1029.2276167869568,2029961306
assabet.cnf,3,2,8076.5962953567505,980.8338150978088,1989339216
assabet.cnf,3,3,8076.5962953567505,1005.4804565906525,2023406898
assabet.cnf,3,4,8076.5962953567505,1065.5085935592651,1993378561
assabet.cnf,3,5,8076.5962953567505,925.0731017589569,2063419276
assabet.cnf,3,6,8076.5962953567505,902.2659888267517,2110519561
assabet.cnf,3,7,8076.5962953567505,961.7768275737762,2017233560
assabet.cnf,3,8,8076.5962953567505,976.1607053279877,2042612839
assabet.cnf,3,9,8076.5962953567505,930.6816849708557,2027065172
assabet.cnf,3,10,8076.5962953567505,1140.9063889980316,2036210859
at91sam7sek.cnf,3,1,8607.815735340118,1308.6842768192291,2172768155
at91sam7sek.cnf,3,2,8607.815735340118,1213.5247747898102,2311852136
at91sam7sek.cnf,3,3,8607.815735340118,1185.3726902008057,2219129482
at91sam7sek.cnf,3,4,8607.815735340118,1208.9340643882751,2168352790
at91sam7sek.cnf,3,5,8607.815735340118,1195.1269602775574,2194517913
at91sam7sek.cnf,3,6,8607.815735340118,1123.2007324695587,2296807190
at91sam7sek.cnf,3,7,8607.815735340118,1173.64812541008,2183561268
at91sam7sek.cnf,3,8,8607.815735340118,1169.4449326992035,2159113231
at91sam7sek.cnf,3,9,8607.815735340118,1170.1809632778168,2154043739
at91sam7sek.cnf,3,10,8607.815735340118,1176.265819311142,2238017430
at91sam7xek.cnf,3,1,8647.65060043335,1583.2636969089508,2310000730
at91sam7xek.cnf,3,2,8647.65060043335,1481.8100566864014,2332412857
at91sam7xek.cnf,3,3,8647.65060043335,1509.9134013652802,2316896769
at91sam7xek.cnf,3,4,8647.65060043335,1298.7246820926666,2305776906
at91sam7xek.cnf,3,5,8647.65060043335,1353.5234429836273,2339136495
at91sam7xek.cnf,3,6,8647.65060043335,1434.7898814678192,2400942247
at91sam7xek.cnf,3,7,8647.65060043335,1409.7198250293732,2421544164
at91sam7xek.cnf,3,8,8647.65060043335,1408.0267581939697,2349566755
at91sam7xek.cnf,3,9,8647.65060043335,1438.8160154819489,2334050667
at91sam7xek.cnf,3,10,8647.65060043335,1702.595101594925,2348446148
atlas_mips32_4kc.cnf,3,1,7300.604836940765,772.6791880130768,1847466782
atlas_mips32_4kc.cnf,3,2,7300.604836940765,678.1955192089081,1950381446
atlas_mips32_4kc.cnf,3,3,7300.604836940765,857.0238885879517,1827207990
atlas_mips32_4kc.cnf,3,4,7300.604836940765,863.2070164680481,1871439686
atlas_mips32_4kc.cnf,3,5,7300.604836940765,791.1008005142212,1826330109
atlas_mips32_4kc.cnf,3,6,7300.604836940765,723.3953058719635,1856920885
atlas_mips32_4kc.cnf,3,7,7300.604836940765,752.4848008155823,1970775297
atlas_mips32_4kc.cnf,3,8,7300.604836940765,779.4051439762115,1851991245
atlas_mips32_4kc.cnf,3,9,7300.604836940765,743.4838707447052,1852936656
atlas_mips32_4kc.cnf,3,10,7300.604836940765,771.3727989196777,1864078991
atlas_mips64_5kc.cnf,3,1,8451.477078437805,1676.0682940483093,1868017507
atlas_mips64_5kc.cnf,3,2,8451.477078437805,1497.3247392177582,1808219178
atlas_mips64_5kc.cnf,3,3,8451.477078437805,1478.9557900428772,1821692053
atlas_mips64_5kc.cnf,3,4,8451.477078437805,1682.4358723163605,1847111321
atlas_mips64_5kc.cnf,3,5,8451.477078437805,1526.9426293373108,1813595054
atlas_mips64_5kc.cnf,3,6,8451.477078437805,1454.5982615947723,1826536979
atlas_mips64_5kc.cnf,3,7,8451.477078437805,1483.5999386310577,1787843942
atlas_mips64_5kc.cnf,3,8,8451.477078437805,1509.5265669822693,1821492947
atlas_mips64_5kc.cnf,3,9,8451.477078437805,1426.8193366527557,1907706076
atlas_mips64_5kc.cnf,3,10,8451.477078437805,1513.2169420719147,1814258743
axtls.cnf,3,1,43.439876079559326,6.143535852432251,885582
axtls.cnf,3,2,43.439876079559326,5.822636604309082,896907
axtls.cnf,3,3,43.439876079559326,8.307040452957153,909200
axtls.cnf,3,4,43.439876079559326,5.149070739746094,904537
axtls.cnf,3,5,43.439876079559326,5.396633863449097,898723
axtls.cnf,3,6,43.439876079559326,5.51908540725708,901873
axtls.cnf,3,7,43.439876079559326,5.861570596694946,889094
axtls.cnf,3,8,43.439876079559326,6.092101573944092,909897
axtls.cnf,3,9,43.439876079559326,5.5042150020599365,901418
axtls.cnf,3,10,43.439876079559326,5.5780558586120605,902054
brutus.cnf,3,1,7582.804796695709,1042.548053264618,1847397891
brutus.cnf,3,2,7582.804796695709,879.7758457660675,1862575240
brutus.cnf,3,3,7582.804796695709,817.081059217453,1860182415
brutus.cnf,3,4,7582.804796695709,894.3654189109802,1810343281
brutus.cnf,3,5,7582.804796695709,813.1171736717224,1951109777
brutus.cnf,3,6,7582.804796695709,899.0327749252319,1858404887
brutus.cnf,3,7,7582.804796695709,846.0691850185394,1847534624
brutus.cnf,3,8,7582.804796695709,855.6833200454712,1853072305
brutus.cnf,3,9,7582.804796695709,870.7665045261383,1861754843
brutus.cnf,3,10,7582.804796695709,856.931135892868,1889579983
buildroot.cnf,3,1,1512.5184757709503,41.34467673301697,226380452
buildroot.cnf,3,2,1512.5184757709503,45.01437258720398,226130532
buildroot.cnf,3,3,1512.5184757709503,42.077181339263916,225738765
buildroot.cnf,3,4,1512.5184757709503,45.493448972702026,226664145
buildroot.cnf,3,5,1512.5184757709503,35.9160521030426,226285888
buildroot.cnf,3,6,1512.5184757709503,32.88034415245056,225981931
buildroot.cnf,3,7,1512.5184757709503,35.76153874397278,226090004
buildroot.cnf,3,8,1512.5184757709503,39.20013904571533,225860348
buildroot.cnf,3,9,1512.5184757709503,34.26386475563049,225813066
buildroot.cnf,3,10,1512.5184757709503,35.717100858688354,226076495
busybox_1_28_0.cnf,3,1,5048.919366836548,76.80318903923035,1282078408
busybox_1_28_0.cnf,3,2,5048.919366836548,74.13026714324951,1280847111
busybox_1_28_0.cnf,3,3,5048.919366836548,65.86086964607239,1279988934
busybox_1_28_0.cnf,3,4,5048.919366836548,59.74895691871643,1283309704
busybox_1_28_0.cnf,3,5,5048.919366836548,66.78700518608093,1282376904
busybox_1_28_0.cnf,3,6,5048.919366836548,60.62591481208801,1284429065
busybox_1_28_0.cnf,3,7,5048.919366836548,70.84015655517578,1280138183
busybox_1_28_0.cnf,3,8,5048.919366836548,62.61280298233032,1281220231
busybox_1_28_0.cnf,3,9,5048.919366836548,72.40797591209412,1280138183
busybox_1_28_0.cnf,3,10,5048.919366836548,78.73415184020996,1281332167
calm16_ceb.cnf,3,1,6987.653763055801,1810.9404156208038,1691511624
calm16_ceb.cnf,3,2,6987.653763055801,1877.1062316894531,1746121484
calm16_ceb.cnf,3,3,6987.653763055801,1935.50541806221,1708058230
calm16_ceb.cnf,3,4,6987.653763055801,1751.0526931285858,1689026603
calm16_ceb.cnf,3,5,6987.653763055801,1771.587054014206,1691814676
