Benchmark,twise, ApproxMaxCov Time, Strategy 3 Mean Time, Strategy 3 Max Coverage, Strategy 3 Mean Coverage
lpcmt.cnf,5,15282.57460808754,2638.486400461197,0.8839584967192406,0.8562400509598054640898198792
m5272c3.cnf,5,17771.68728041649,3509.126999306679,0.8927256423470848,0.8561158801219641536074617864
mac7100evb.cnf,5,15060.768081903458,2752.5644439458847,0.8956064996577712,0.8705995651030812386730194399
mace1.cnf,5,16335.158790826797,2742.2407747745515,0.8841633289068533,0.8640576833149229056175705021
malta_mips32_4kc.cnf,5,16145.608930110931,2528.1714849233626,0.8937320647673064,0.8729067357011114467844234488
malta_mips64_5kc.cnf,5,14126.790588140488,2175.6109515666963,0.8912124529736084,0.8441398272364940419173193717
mb93091.cnf,5,14703.097119808197,1961.8582085847854,0.8781590763655794,0.8393971508479908595192124056
mb93093.cnf,5,16141.124615430832,2191.8531935214996,0.9003401780255396,0.8517780408119191680551105143
mbx.cnf,5,16640.46386194229,2560.967939758301,0.8611343080245004,0.8299502340476432671461459872
mcb2100.cnf,5,15014.222410678864,2560.383225822449,0.8987044184943864,0.8539900254603683462756695849
moab.cnf,5,16488.8108458519,2385.862805557251,0.875881053870155,0.8384106543396613098936523618
mpc50.cnf,5,14523.456936836243,1699.9368899583817,0.9028192842267931,0.8510659238824325660922284752
nano.cnf,5,15764.493429660797,2333.742612838745,0.8579745882395569,0.8305259612359079022025425709
npwr.cnf,5,15487.971682548523,2935.2439252376557,0.8915385344181118,0.8499852449141595290357124508
ocelot.cnf,5,16019.044267177582,3224.9579424381254,0.890491297549364,0.8401891344580228558228908640
olpce2294.cnf,5,16109.558998584747,3027.151543879509,0.8786257734463037,0.8429583911472199345862875632
olpch2294.cnf,5,15742.354938983917,1673.4029137134553,0.8756303710778252,0.8461800728292241612589662870
olpcl2294.cnf,5,16134.412671089172,2593.5994704723357,0.8785288050530482,0.8249986827864226865604494328
p2106.cnf,5,15251.723490476608,2692.1408833742144,0.8938479440939251,0.8634188649845503275477881867
pati.cnf,5,16666.469101667404,3454.2979350566866,0.8897620302358838,0.8520966754882203863367957084
pc_i82544.cnf,5,15326.200637817383,2524.9072931289675,0.8812420463731522,0.8464204725764634482617620178
pc_i82559.cnf,5,15309.195810317993,2533.805870628357,0.8846578894383615,0.8469203102114050074676091402
pc_rltk8139.cnf,5,15043.811240196228,3458.275718164444,0.8703936363470844,0.8307500145408769976862227719
pc_usb_d12.cnf,5,-1,-1,-1,-1
pc_vmWare.cnf,5,17706.884754657745,4739.971332931518,0.8841949103179114,0.8568983338825554481456324990
phycore.cnf,5,16152.91701555252,1937.8919239759446,0.8855128681451723,0.8329163424306465436155569221
phycore229x.cnf,5,-1,-1,-1,-1
picasso.cnf,5,15786.31827878952,3231.199012541771,0.8856522660221686,0.8470258510237281914035070092
pid.cnf,5,14737.659345388412,3400.412183856964,0.8858250353473262,0.8715047876038977919479474327
prpmc1100.cnf,5,15153.14252614975,1913.2881410837174,0.8898955360160314,0.8693407062404774085341675861
psim.cnf,5,13953.88212800026,2357.3079152822493,0.8881598542748226,0.8701542743830904495256135658
rattler.cnf,5,17479.734357595444,4967.791988325119,0.8518838778743587,0.8106188359438874451486623741
ref4955.cnf,5,15144.557640314102,5802.063811707497,0.8864692781368204,0.8517326686031644484046037225
refidt334.cnf,5,15745.56760764122,3007.795464134216,0.8732014057944917,0.8397749210322628799906891325
sa1100mm.cnf,5,15801.617129564285,1534.9094779014588,0.8820356019827779,0.8503503887895712958451056008
sam7ex256.cnf,5,-1,-1,-1,-1
se7751.cnf,5,-1,-1,-1,-1
sh4_202_md.cnf,5,15971.702199935913,2347.910608458519,0.907391879410921,0.8583498847624455070777449700
sh7708.cnf,5,15627.732289552689,4343.249600815773,0.8823839960909702,0.8482081852049642253538565529
skmb91302.cnf,5,15249.353158712387,2173.608552956581,0.8920224453120692,0.8672805423816442002969809243
sleb.cnf,5,14180.758455514908,1499.92723903656,0.8824157854697331,0.8634239279860789844934650131
smdk2410.cnf,5,17411.238335609436,3683.369402074814,0.872431592359299,0.8346696279138961211869912519
snds.cnf,5,15042.730601787567,1962.853907084465,0.8826051362553656,0.8387487220541913587136990939
sparc_erc32.cnf,5,14055.51387166977,1712.0766695737839,0.8845985403260864,0.8593120394429000563971161963
sparc_leon.cnf,5,13074.929186105728,1793.2972491025926,0.8871425542632819,0.8403606320895878313252171700
sparclite_sim.cnf,5,12958.266147136688,1688.0622784376144,0.8801726424037026,0.8556778736446779432031239500
stb.cnf,5,15893.985440254211,2191.8483530759813,0.8784262874527909,0.8345143987871948062048094476
stdeval1.cnf,5,13990.695400238037,1603.5318769216537,0.899119988851038,0.8531963679650694516794064183
stm3210e_eval.cnf,5,16865.962379693985,1458.093297314644,0.8919019524572015,0.8457688218253295606138063546
toybox.cnf,5,1564.45827293396,561.0910358190537,1.0220900564735949,1.005451933305455729705114706
ts1000.cnf,5,16309.33609676361,2099.0473183870317,0.8797200044950642,0.8296100762031355637858397370
ts6.cnf,5,14977.55493593216,1936.0862189531326,0.8743209380133802,0.8495011950183382694839935227
tx39_sim.cnf,5,14029.40869808197,1531.3261388063431,0.8911915436523101,0.8600357479991299277795200153
uClinux-config.cnf,5,-1,-1,-1,-1
uClinux.cnf,5,-1,-1,-1,-1
uE250.cnf,5,15179.864586114883,2394.1728837251662,0.8903316032915601,0.8621141717466309435429579664
vads.cnf,5,14879.126840353012,3866.862834119797,0.8790490975961346,0.8380412885021252320422233589
viper.cnf,5,16868.888700962067,1836.836480307579,0.8756300557198731,0.8467995414238193005514903523
vrc4373.cnf,5,15250.502015590668,2095.432620048523,0.875004581214022,0.8153722934937211405304765377
vrc4375.cnf,5,15639.013595104218,3168.486815404892,0.8859755045551185,0.8324456600496590270873697371
