Benchmark,twise,seed, ApproxMaxCov Time, Strategy 3 Time, Strategy 3 Combinations
busybox_1_28_0.cnf,6,10,11888.467728853226,712.8722863197327,78792300035703424
calm16_ceb.cnf,6,1,-1,-1,-1
calm16_ceb.cnf,6,2,-1,-1,-1
calm16_ceb.cnf,6,3,-1,-1,-1
calm16_ceb.cnf,6,4,-1,-1,-1
calm16_ceb.cnf,6,5,-1,-1,-1
calm16_ceb.cnf,6,6,-1,-1,-1
calm16_ceb.cnf,6,7,-1,-1,-1
calm16_ceb.cnf,6,8,-1,-1,-1
calm16_ceb.cnf,6,9,-1,-1,-1
calm16_ceb.cnf,6,10,-1,-1,-1
calm32_ceb.cnf,6,1,-1,-1,-1
calm32_ceb.cnf,6,2,-1,-1,-1
calm32_ceb.cnf,6,3,-1,-1,-1
calm32_ceb.cnf,6,4,-1,-1,-1
calm32_ceb.cnf,6,5,-1,-1,-1
calm32_ceb.cnf,6,6,-1,-1,-1
calm32_ceb.cnf,6,7,-1,-1,-1
calm32_ceb.cnf,6,8,-1,-1,-1
calm32_ceb.cnf,6,9,-1,-1,-1
calm32_ceb.cnf,6,10,-1,-1,-1
ceb_v850.cnf,6,1,-1,-1,-1
ceb_v850.cnf,6,2,-1,-1,-1
ceb_v850.cnf,6,3,-1,-1,-1
ceb_v850.cnf,6,4,-1,-1,-1
ceb_v850.cnf,6,5,-1,-1,-1
ceb_v850.cnf,6,6,-1,-1,-1
ceb_v850.cnf,6,7,-1,-1,-1
ceb_v850.cnf,6,8,-1,-1,-1
ceb_v850.cnf,6,9,-1,-1,-1
ceb_v850.cnf,6,10,-1,-1,-1
cerf.cnf,6,1,-1,-1,-1
cerf.cnf,6,2,-1,-1,-1
cerf.cnf,6,3,-1,-1,-1
cerf.cnf,6,4,-1,-1,-1
cerf.cnf,6,5,-1,-1,-1
cerf.cnf,6,6,-1,-1,-1
cerf.cnf,6,7,-1,-1,-1
cerf.cnf,6,8,-1,-1,-1
cerf.cnf,6,9,-1,-1,-1
cerf.cnf,6,10,-1,-1,-1
cerfpda.cnf,6,1,-1,-1,-1
cerfpda.cnf,6,2,-1,-1,-1
cerfpda.cnf,6,3,-1,-1,-1
cerfpda.cnf,6,4,-1,-1,-1
cerfpda.cnf,6,5,-1,-1,-1
cerfpda.cnf,6,6,-1,-1,-1
cerfpda.cnf,6,7,-1,-1,-1
cerfpda.cnf,6,8,-1,-1,-1
cerfpda.cnf,6,9,-1,-1,-1
cerfpda.cnf,6,10,-1,-1,-1
cma230.cnf,6,1,-1,-1,-1
cma230.cnf,6,2,-1,-1,-1
cma230.cnf,6,3,-1,-1,-1
cma230.cnf,6,4,-1,-1,-1
cma230.cnf,6,5,-1,-1,-1
cma230.cnf,6,6,-1,-1,-1
cma230.cnf,6,7,-1,-1,-1
cma230.cnf,6,8,-1,-1,-1
cma230.cnf,6,9,-1,-1,-1
cma230.cnf,6,10,-1,-1,-1
cma28x.cnf,6,1,-1,-1,-1
cma28x.cnf,6,2,-1,-1,-1
cma28x.cnf,6,3,-1,-1,-1
cma28x.cnf,6,4,-1,-1,-1
cma28x.cnf,6,5,-1,-1,-1
cma28x.cnf,6,6,-1,-1,-1
cma28x.cnf,6,7,-1,-1,-1
cma28x.cnf,6,8,-1,-1,-1
cma28x.cnf,6,9,-1,-1,-1
cma28x.cnf,6,10,-1,-1,-1
cme555.cnf,6,1,-1,-1,-1
cme555.cnf,6,2,-1,-1,-1
cme555.cnf,6,3,-1,-1,-1
cme555.cnf,6,4,-1,-1,-1
cme555.cnf,6,5,-1,-1,-1
cme555.cnf,6,6,-1,-1,-1
cme555.cnf,6,7,-1,-1,-1
cme555.cnf,6,8,-1,-1,-1
cme555.cnf,6,9,-1,-1,-1
cme555.cnf,6,10,-1,-1,-1
cq7708.cnf,6,1,-1,-1,-1
cq7708.cnf,6,2,-1,-1,-1
cq7708.cnf,6,3,-1,-1,-1
cq7708.cnf,6,4,-1,-1,-1
cq7708.cnf,6,5,-1,-1,-1
cq7708.cnf,6,6,-1,-1,-1
cq7708.cnf,6,7,-1,-1,-1
cq7708.cnf,6,8,-1,-1,-1
cq7708.cnf,6,9,-1,-1,-1
cq7708.cnf,6,10,-1,-1,-1
cq7750.cnf,6,1,-1,-1,-1
cq7750.cnf,6,2,-1,-1,-1
cq7750.cnf,6,3,-1,-1,-1
cq7750.cnf,6,4,-1,-1,-1
cq7750.cnf,6,5,-1,-1,-1
cq7750.cnf,6,6,-1,-1,-1
cq7750.cnf,6,7,-1,-1,-1
cq7750.cnf,6,8,-1,-1,-1
cq7750.cnf,6,9,-1,-1,-1
cq7750.cnf,6,10,-1,-1,-1
csb281.cnf,6,1,-1,-1,-1
csb281.cnf,6,2,-1,-1,-1
csb281.cnf,6,3,-1,-1,-1
csb281.cnf,6,4,-1,-1,-1
csb281.cnf,6,5,-1,-1,-1
csb281.cnf,6,6,-1,-1,-1
csb281.cnf,6,7,-1,-1,-1
csb281.cnf,6,8,-1,-1,-1
csb281.cnf,6,9,-1,-1,-1
csb281.cnf,6,10,-1,-1,-1
dreamcast.cnf,6,1,-1,-1,-1
dreamcast.cnf,6,2,-1,-1,-1
dreamcast.cnf,6,3,-1,-1,-1
dreamcast.cnf,6,4,-1,-1,-1
dreamcast.cnf,6,5,-1,-1,-1
dreamcast.cnf,6,6,-1,-1,-1
dreamcast.cnf,6,7,-1,-1,-1
dreamcast.cnf,6,8,-1,-1,-1
dreamcast.cnf,6,9,-1,-1,-1
dreamcast.cnf,6,10,-1,-1,-1
e7t.cnf,6,1,-1,-1,-1
e7t.cnf,6,2,-1,-1,-1
e7t.cnf,6,3,-1,-1,-1
e7t.cnf,6,4,-1,-1,-1
e7t.cnf,6,5,-1,-1,-1
e7t.cnf,6,6,-1,-1,-1
e7t.cnf,6,7,-1,-1,-1
e7t.cnf,6,8,-1,-1,-1
e7t.cnf,6,9,-1,-1,-1
e7t.cnf,6,10,-1,-1,-1
ea2468.cnf,6,1,-1,-1,-1
ea2468.cnf,6,2,-1,-1,-1
ea2468.cnf,6,3,-1,-1,-1
ea2468.cnf,6,4,-1,-1,-1
ea2468.cnf,6,5,-1,-1,-1
ea2468.cnf,6,6,-1,-1,-1
ea2468.cnf,6,7,-1,-1,-1
ea2468.cnf,6,8,-1,-1,-1
ea2468.cnf,6,9,-1,-1,-1
ea2468.cnf,6,10,-1,-1,-1
eb40.cnf,6,1,-1,-1,-1
eb40.cnf,6,2,-1,-1,-1
eb40.cnf,6,3,-1,-1,-1
eb40.cnf,6,4,-1,-1,-1
eb40.cnf,6,5,-1,-1,-1
eb40.cnf,6,6,-1,-1,-1
eb40.cnf,6,7,-1,-1,-1
eb40.cnf,6,8,-1,-1,-1
eb40.cnf,6,9,-1,-1,-1
eb40.cnf,6,10,-1,-1,-1
eb40a.cnf,6,1,-1,-1,-1
eb40a.cnf,6,2,-1,-1,-1
eb40a.cnf,6,3,-1,-1,-1
eb40a.cnf,6,4,-1,-1,-1
eb40a.cnf,6,5,-1,-1,-1
eb40a.cnf,6,6,-1,-1,-1
eb40a.cnf,6,7,-1,-1,-1
eb40a.cnf,6,8,-1,-1,-1
eb40a.cnf,6,9,-1,-1,-1
eb40a.cnf,6,10,-1,-1,-1
eb42.cnf,6,1,-1,-1,-1
eb42.cnf,6,2,-1,-1,-1
eb42.cnf,6,3,-1,-1,-1
eb42.cnf,6,4,-1,-1,-1
eb42.cnf,6,5,-1,-1,-1
eb42.cnf,6,6,-1,-1,-1
eb42.cnf,6,7,-1,-1,-1
eb42.cnf,6,8,-1,-1,-1
eb42.cnf,6,9,-1,-1,-1
eb42.cnf,6,10,-1,-1,-1
eb55.cnf,6,1,-1,-1,-1
eb55.cnf,6,2,-1,-1,-1
eb55.cnf,6,3,-1,-1,-1
eb55.cnf,6,4,-1,-1,-1
eb55.cnf,6,5,-1,-1,-1
eb55.cnf,6,6,-1,-1,-1
eb55.cnf,6,7,-1,-1,-1
eb55.cnf,6,8,-1,-1,-1
eb55.cnf,6,9,-1,-1,-1
eb55.cnf,6,10,-1,-1,-1
ebsa285.cnf,6,1,-1,-1,-1
ebsa285.cnf,6,2,-1,-1,-1
ebsa285.cnf,6,3,-1,-1,-1
ebsa285.cnf,6,4,-1,-1,-1
ebsa285.cnf,6,5,-1,-1,-1
ebsa285.cnf,6,6,-1,-1,-1
ebsa285.cnf,6,7,-1,-1,-1
ebsa285.cnf,6,8,-1,-1,-1
ebsa285.cnf,6,9,-1,-1,-1
ebsa285.cnf,6,10,-1,-1,-1
ec555.cnf,6,1,-1,-1,-1
ec555.cnf,6,2,-1,-1,-1
ec555.cnf,6,3,-1,-1,-1
ec555.cnf,6,4,-1,-1,-1
ec555.cnf,6,5,-1,-1,-1
ec555.cnf,6,6,-1,-1,-1
ec555.cnf,6,7,-1,-1,-1
ec555.cnf,6,8,-1,-1,-1
ec555.cnf,6,9,-1,-1,-1
ec555.cnf,6,10,-1,-1,-1
ecos-icse11.cnf,6,1,-1,-1,-1
ecos-icse11.cnf,6,2,-1,-1,-1
ecos-icse11.cnf,6,3,-1,-1,-1
ecos-icse11.cnf,6,4,-1,-1,-1
ecos-icse11.cnf,6,5,-1,-1,-1
ecos-icse11.cnf,6,6,-1,-1,-1
ecos-icse11.cnf,6,7,-1,-1,-1
ecos-icse11.cnf,6,8,-1,-1,-1
ecos-icse11.cnf,6,9,-1,-1,-1
ecos-icse11.cnf,6,10,-1,-1,-1
edb7xxx.cnf,6,1,-1,-1,-1
edb7xxx.cnf,6,2,-1,-1,-1
edb7xxx.cnf,6,3,-1,-1,-1
edb7xxx.cnf,6,4,-1,-1,-1
edb7xxx.cnf,6,5,-1,-1,-1
edb7xxx.cnf,6,6,-1,-1,-1
edb7xxx.cnf,6,7,-1,-1,-1
edb7xxx.cnf,6,8,-1,-1,-1
edb7xxx.cnf,6,9,-1,-1,-1
edb7xxx.cnf,6,10,-1,-1,-1
edosk2674.cnf,6,1,-1,-1,-1
edosk2674.cnf,6,2,-1,-1,-1
edosk2674.cnf,6,3,-1,-1,-1
edosk2674.cnf,6,4,-1,-1,-1
edosk2674.cnf,6,5,-1,-1,-1
edosk2674.cnf,6,6,-1,-1,-1
edosk2674.cnf,6,7,-1,-1,-1
edosk2674.cnf,6,8,-1,-1,-1
edosk2674.cnf,6,9,-1,-1,-1
edosk2674.cnf,6,10,-1,-1,-1
embtoolkit.cnf,6,1,-1,-1,-1
embtoolkit.cnf,6,2,-1,-1,-1
embtoolkit.cnf,6,3,-1,-1,-1
embtoolkit.cnf,6,4,-1,-1,-1
embtoolkit.cnf,6,5,-1,-1,-1
embtoolkit.cnf,6,6,-1,-1,-1
embtoolkit.cnf,6,7,-1,-1,-1
embtoolkit.cnf,6,8,-1,-1,-1
embtoolkit.cnf,6,9,-1,-1,-1
embtoolkit.cnf,6,10,-1,-1,-1
excalibur_arm9.cnf,6,1,-1,-1,-1
excalibur_arm9.cnf,6,2,-1,-1,-1
excalibur_arm9.cnf,6,3,-1,-1,-1
excalibur_arm9.cnf,6,4,-1,-1,-1
excalibur_arm9.cnf,6,5,-1,-1,-1
excalibur_arm9.cnf,6,6,-1,-1,-1
excalibur_arm9.cnf,6,7,-1,-1,-1
excalibur_arm9.cnf,6,8,-1,-1,-1
excalibur_arm9.cnf,6,9,-1,-1,-1
excalibur_arm9.cnf,6,10,-1,-1,-1
fads.cnf,6,1,-1,-1,-1
fads.cnf,6,2,-1,-1,-1
fads.cnf,6,3,-1,-1,-1
fads.cnf,6,4,-1,-1,-1
fads.cnf,6,5,-1,-1,-1
fads.cnf,6,6,-1,-1,-1
fads.cnf,6,7,-1,-1,-1
fads.cnf,6,8,-1,-1,-1
fads.cnf,6,9,-1,-1,-1
fads.cnf,6,10,-1,-1,-1
financial.cnf,6,1,13023.781981945038,1731.8858132362366,2112759859102912
financial.cnf,6,2,13023.781981945038,1669.5097992420197,2084774144673240
financial.cnf,6,3,13023.781981945038,1903.0335466861725,2156257285918546
financial.cnf,6,4,13023.781981945038,1793.11154794693,2059502979911110
financial.cnf,6,5,13023.781981945038,1747.2269220352173,1957448838838471
financial.cnf,6,6,13023.781981945038,1752.4470598697662,2041858407072079
financial.cnf,6,7,13023.781981945038,1831.3658623695374,1986662563832033
financial.cnf,6,8,13023.781981945038,1789.9371786117554,2082899812759936
financial.cnf,6,9,13023.781981945038,1822.9070959091187,2090849565357741
financial.cnf,6,10,13023.781981945038,1755.2455079555511,2058274969347222
flexanet.cnf,6,1,-1,-1,-1
flexanet.cnf,6,2,-1,-1,-1
flexanet.cnf,6,3,-1,-1,-1
flexanet.cnf,6,4,-1,-1,-1
flexanet.cnf,6,5,-1,-1,-1
flexanet.cnf,6,6,-1,-1,-1
flexanet.cnf,6,7,-1,-1,-1
flexanet.cnf,6,8,-1,-1,-1
flexanet.cnf,6,9,-1,-1,-1
flexanet.cnf,6,10,-1,-1,-1
freebsd-icse11.cnf,6,1,-1,-1,-1
freebsd-icse11.cnf,6,2,-1,-1,-1
freebsd-icse11.cnf,6,3,-1,-1,-1
freebsd-icse11.cnf,6,4,-1,-1,-1
freebsd-icse11.cnf,6,5,-1,-1,-1
freebsd-icse11.cnf,6,6,-1,-1,-1
freebsd-icse11.cnf,6,7,-1,-1,-1
freebsd-icse11.cnf,6,8,-1,-1,-1
freebsd-icse11.cnf,6,9,-1,-1,-1
freebsd-icse11.cnf,6,10,-1,-1,-1
frv400.cnf,6,1,-1,-1,-1
frv400.cnf,6,2,-1,-1,-1
frv400.cnf,6,3,-1,-1,-1
frv400.cnf,6,4,-1,-1,-1
frv400.cnf,6,5,-1,-1,-1
frv400.cnf,6,6,-1,-1,-1
frv400.cnf,6,7,-1,-1,-1
frv400.cnf,6,8,-1,-1,-1
frv400.cnf,6,9,-1,-1,-1
frv400.cnf,6,10,-1,-1,-1
gps4020.cnf,6,1,-1,-1,-1
gps4020.cnf,6,2,-1,-1,-1
gps4020.cnf,6,3,-1,-1,-1
gps4020.cnf,6,4,-1,-1,-1
gps4020.cnf,6,5,-1,-1,-1
gps4020.cnf,6,6,-1,-1,-1
gps4020.cnf,6,7,-1,-1,-1
gps4020.cnf,6,8,-1,-1,-1
gps4020.cnf,6,9,-1,-1,-1
gps4020.cnf,6,10,-1,-1,-1
grg.cnf,6,1,-1,-1,-1
grg.cnf,6,2,-1,-1,-1
grg.cnf,6,3,-1,-1,-1
grg.cnf,6,4,-1,-1,-1
grg.cnf,6,5,-1,-1,-1
grg.cnf,6,6,-1,-1,-1
grg.cnf,6,7,-1,-1,-1
grg.cnf,6,8,-1,-1,-1
grg.cnf,6,9,-1,-1,-1
grg.cnf,6,10,-1,-1,-1
h8300h_sim.cnf,6,1,-1,-1,-1
h8300h_sim.cnf,6,2,-1,-1,-1
h8300h_sim.cnf,6,3,-1,-1,-1
h8300h_sim.cnf,6,4,-1,-1,-1
h8300h_sim.cnf,6,5,-1,-1,-1
h8300h_sim.cnf,6,6,-1,-1,-1
h8300h_sim.cnf,6,7,-1,-1,-1
h8300h_sim.cnf,6,8,-1,-1,-1
h8300h_sim.cnf,6,9,-1,-1,-1
h8300h_sim.cnf,6,10,-1,-1,-1
h8max.cnf,6,1,-1,-1,-1
h8max.cnf,6,2,-1,-1,-1
h8max.cnf,6,3,-1,-1,-1
h8max.cnf,6,4,-1,-1,-1
h8max.cnf,6,5,-1,-1,-1
h8max.cnf,6,6,-1,-1,-1
h8max.cnf,6,7,-1,-1,-1
h8max.cnf,6,8,-1,-1,-1
h8max.cnf,6,9,-1,-1,-1
h8max.cnf,6,10,-1,-1,-1
h8s_sim.cnf,6,1,-1,-1,-1
h8s_sim.cnf,6,2,-1,-1,-1
h8s_sim.cnf,6,3,-1,-1,-1
h8s_sim.cnf,6,4,-1,-1,-1
h8s_sim.cnf,6,5,-1,-1,-1
h8s_sim.cnf,6,6,-1,-1,-1
h8s_sim.cnf,6,7,-1,-1,-1
h8s_sim.cnf,6,8,-1,-1,-1
h8s_sim.cnf,6,9,-1,-1,-1
h8s_sim.cnf,6,10,-1,-1,-1
hs7729pci.cnf,6,1,-1,-1,-1
hs7729pci.cnf,6,2,-1,-1,-1
hs7729pci.cnf,6,3,-1,-1,-1
hs7729pci.cnf,6,4,-1,-1,-1
hs7729pci.cnf,6,5,-1,-1,-1
hs7729pci.cnf,6,6,-1,-1,-1
hs7729pci.cnf,6,7,-1,-1,-1
hs7729pci.cnf,6,8,-1,-1,-1
hs7729pci.cnf,6,9,-1,-1,-1
hs7729pci.cnf,6,10,-1,-1,-1
innovator.cnf,6,1,-1,-1,-1
innovator.cnf,6,2,-1,-1,-1
innovator.cnf,6,3,-1,-1,-1
innovator.cnf,6,4,-1,-1,-1
innovator.cnf,6,5,-1,-1,-1
innovator.cnf,6,6,-1,-1,-1
innovator.cnf,6,7,-1,-1,-1
innovator.cnf,6,8,-1,-1,-1
innovator.cnf,6,9,-1,-1,-1
innovator.cnf,6,10,-1,-1,-1
integrator_arm7.cnf,6,1,-1,-1,-1
integrator_arm7.cnf,6,2,-1,-1,-1
integrator_arm7.cnf,6,3,-1,-1,-1
integrator_arm7.cnf,6,4,-1,-1,-1
integrator_arm7.cnf,6,5,-1,-1,-1
integrator_arm7.cnf,6,6,-1,-1,-1
integrator_arm7.cnf,6,7,-1,-1,-1
integrator_arm7.cnf,6,8,-1,-1,-1
integrator_arm7.cnf,6,9,-1,-1,-1
integrator_arm7.cnf,6,10,-1,-1,-1
integrator_arm9.cnf,6,1,-1,-1,-1
integrator_arm9.cnf,6,2,-1,-1,-1
integrator_arm9.cnf,6,3,-1,-1,-1
integrator_arm9.cnf,6,4,-1,-1,-1
