Benchmark, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
benchmark1,1764096666.1,18.64149444103241,1769189262,1759522356,0.005464031580811166
benchmark10,16024595323.9,24.69082145690918,16070835302,15992059654,0.00490177682240303
benchmark11,1710218215.6,20.411851263046266,1718119233,1705733332,0.00720898803884119
benchmark12,14511529337.6,17.564977622032167,14533774665,14480453436,0.003668780494334161
benchmark13,7603849582.5,15.068684434890747,7642120083,7566101844,0.009947270937171428
benchmark14,1216161056.1,15.724007105827331,1220669216,1213203757,0.006115873901091318
benchmark15,101696094.7,12.914025807380677,102030437,101148518,0.00864368541320665
benchmark16,468234260.8,9.386927819252014,470501335,466336129,0.00885269751678813
benchmark17,9557212787.0,16.12265634536743,9600471153,9522410309,0.008130938862891868
benchmark18,20525290871.6,32.47681987285614,20567381112,20493845263,0.00357536278437976
benchmark19,112300657937.4,37.14236483573914,112565376540,112162036247,0.0035831647829710177
benchmark2,1198605615.5,12.316969919204713,1203115516,1193393872,0.008080391176669024
benchmark20,26030929834.0,30.856312251091005,26139959360,25958591265,0.006938346479510364
benchmark21,666681272.4,15.474875235557557,669745307,664550898,0.007755797533345015
benchmark22,470282489.4,12.029717421531677,473348471,469041230,0.00909951391815101
benchmark23,916379.8,5.4050798416137695,919593,912353,0.007873048185447257
benchmark24,5156686315.4,19.180975079536438,5171493958,5136836895,0.006701557283343151
benchmark25,11182574443.9,24.532861137390135,11201467176,11152293278,0.004389951532899086
benchmark26,1208640249.0,13.436849546432494,1212943910,1202917741,0.008265979092141202
benchmark27,158949345.8,13.670005130767823,159695754,158242699,0.009098895641270463
benchmark28,104750575966.4,36.95416262149811,104878808161,104497696776,0.003633826429596282
benchmark29,10335110433.1,13.720045232772828,10365883402,10276780878,0.008595748239152342
benchmark3,1759079.4,5.875517725944519,1771509,1749483,0.012433467738521227
benchmark30,326147026.6,8.639093232154845,328801120,323755644,0.015345069384191879
benchmark4,72635987.5,9.335193490982055,72981819,72068848,0.012509567622588305
benchmark5,41094372129.1,25.352477955818177,41152655669,41030251735,0.0029743872420900895
benchmark6,299540774.0,9.367187547683717,300657063,298112942,0.008461870060907234
benchmark7,1145279.3,3.621394634246826,1152944,1134691,0.015831644902094117
benchmark8,5065262179.5,18.534011840820312,5078547410,5055360145,0.004565727781598085
benchmark9,79039453.8,8.64062578678131,79719485,78518007,0.015071321647399001
benchmark_apache,27084231995.7,16.632875990867614,27158125658,26973191067,0.00680954913195652
benchmark_bugzilla,37119240.3,6.4013361692428585,37337589,36973577,0.0097492101056659
benchmark_gcc,40487918483.3,13.489728307723999,40641335756,40341426490,0.0073794145891408975
benchmark_spins,175687.1,14.423421478271484,176668,174984,0.009532003532048815
benchmark_spinv,90470010.7,18.85543394088745,90855478,90189850,0.007326228584697997
