Benchmark, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
benchmark1,38659477849.0,1240.0076037168503,129230793750,-1,1.000000000007738
benchmark10,1456394776957.9,3725.5642919778825,1461434205252,1452271608354,0.006269592476398938
benchmark11,-1.0,-1.0,-1,-1,-0.0
benchmark12,-1.0,-1.0,-1,-1,-0.0
benchmark13,-1.0,-1.0,-1,-1,-0.0
benchmark14,24784347390.0,1161.1550722837449,82701981377,-1,1.0000000000120917
benchmark15,4981863801.2,2038.0509513854981,5015269102,4946668930,0.01367826344007014
benchmark16,29513583601.9,2547.1768038272858,29754578989,29348943189,0.013632718518718074
benchmark17,-1.0,-1.0,-1,-1,-0.0
benchmark18,-1.0,-1.0,-1,-1,-0.0
benchmark19,-1.0,-1.0,-1,-1,-0.0
benchmark2,79616763202.6,1951.051959490776,79910252635,79218285681,0.008659301293422822
benchmark20,-1.0,-1.0,-1,-1,-0.0
benchmark21,-1.0,-1.0,-1,-1,-0.0
benchmark22,22238386220.9,1676.2755695819856,22339795171,22154872968,0.008277703604017524
benchmark23,20719278.7,944.0977956771851,20785106,20627820,0.007567245507432101
benchmark24,77939339863.9,770.6442451953887,389887586759,-1,1.0000000000025648
benchmark25,-1.0,-1.0,-1,-1,-0.0
benchmark26,85877871083.2,2907.584995102882,86137955214,85422127331,0.008310249311370425
benchmark27,7742275073.7,1383.7363792657852,7775680375,7716028051,0.007671653298892188
benchmark28,-1.0,-1.0,-1,-1,-0.0
benchmark29,583122937591.4,2527.5720685958863,976198344521,-1,1.0000000000010243
benchmark3,39986862.8,705.1768047094345,40148809,39822586,0.008125346881398151
benchmark30,17900469252.2,1289.5310886621476,17997106016,17806218581,0.010606562790167208
benchmark4,3682487063.5,2165.705998301506,3699935368,3668617898,0.008464328936894014
benchmark5,451410607180.4,394.0680807352066,4514106071813,-1,1.0000000000002216
benchmark6,13674102128.4,1762.9110303878783,13779686741,13576868841,0.014718614712520046
benchmark7,27041609.4,491.1012553691864,27134816,26925101,0.00772863173275249
benchmark8,148300448544.3,1718.99185795784,371753280398,-1,1.0000000000026898
benchmark9,2834454718.6,1946.513670229912,2850635411,2826028828,0.008631964264896309
benchmark_apache,3086573475084.1,2763.040016889572,3098484851052,3077869008031,0.006653523903465429
benchmark_bugzilla,1688347169.5,709.694468331337,1690770545,1684805313,0.0035281144550575313
benchmark_gcc,5892924195033.7,1107.933689069748,5908347899812,5874751711186,0.00568622383036534
benchmark_spins,3934780.8,693.8776046514511,3956918,3901576,0.013986137696055364
benchmark_spinv,5347085152.2,402.9492109060287,5362743887,5329935109,0.0061179087965645374
