Benchmark, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
benchmark1,90002773.1,706.1219455957413,90243072,89740629,0.005567662856158088
benchmark10,445609847.0,762.174334359169,447392426,444770986,0.0058593750087311495
benchmark11,87872853.0,924.352655506134,88233301,87643477,0.006684823001238501
benchmark12,395479176.4,985.7281881809234,396361728,394351957,0.0050705475781960465
benchmark13,243278369.9,613.2377242088318,243968682,242657962,0.005372492851357044
benchmark14,66785552.6,698.2972185134888,66955946,66540885,0.0061990162905024146
benchmark15,10693563.3,479.438223195076,10726058,10660522,0.006109980013160474
benchmark16,33725917.7,556.61819024086,33838421,33587200,0.00742413483182327
benchmark17,302112221.6,777.2128093957901,302514176,301552981,0.0031773552324371075
benchmark18,404610525.5,882.8562357187271,405274624,402827946,0.006037086595384763
benchmark19,1580693367.2,1152.8595123767852,1582650709,1578106880,0.0028710245249699
benchmark2,65321915.4,354.66551730632784,65514154,65186474,0.005001667273304026
benchmark20,672941124.0,1367.7270825386047,676156757,671263402,0.007237012644391868
benchmark21,37524821.1,977.0919176340103,37705045,37377365,0.008690614213562138
benchmark22,28123681.8,442.2691351890564,28224170,27972949,0.008900917192604779
benchmark23,307327.9,225.99889905452727,307968,306176,0.005818786367414797
benchmark24,186698956.5,746.336501455307,187432960,185991168,0.007692307692307693
benchmark25,353911876.0,1013.16698949337,354418688,353020586,0.003944775056556837
benchmark26,69042175.6,608.9159696340561,69162325,68943872,0.0031585548924215603
benchmark27,14349653.0,279.7736388683319,14390613,14308693,0.005692599752352453
benchmark28,1514842794.4,1183.2597304821015,1516939946,1511697066,0.0034562211996756265
benchmark29,339083263.6,644.477116060257,339476480,338515285,0.0028314038133068894
benchmark3,469998.6,163.20999252796173,471040,468992,0.004347826086956522
benchmark30,24322047.8,441.36801221370695,24379392,24231936,0.006048387096774193
benchmark4,8687888.5,459.20456240177157,8727210,8653482,0.008448060720436428
benchmark5,940328003.9,994.8463847398758,946165077,937077418,0.009604728837397155
benchmark6,20348381.6,477.6930553197861,20419925,20283392,0.006686263539165791
benchmark7,352571.6,152.0131992816925,353024,351488,0.00435097897026831
benchmark8,180831299.9,782.0779858589173,181316266,180267690,0.005783132551384
benchmark9,7222613.0,380.6493926525116,7258112,7195306,0.008653214499858916
benchmark_apache,728096221.5,590.5637176036835,729808896,726313642,0.004789272944132487
benchmark_bugzilla,5178982.0,274.7038925409317,5186901,5169152,0.003421889101025834
benchmark_gcc,1116733439.7,352.7891956329346,1118830592,1113587712,0.004686035613870665
benchmark_spins,116317.5,132.18126311302186,117034,115840,0.010202163473862297
benchmark_spinv,11419374.5,161.70969417095185,11438762,11389610,0.004296968500612217
