Benchmark, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
benchmark1,1573693,2.435298204421997,1577525,0.7881302833557129,0.0024291215670116163
benchmark10,5352123,3.1565648794174193,5363911,3.313957452774048,0.0021976501847252874
benchmark11,1553200,2.6241952419281005,1548254,0.7985656261444092,0.0031945662662586373
benchmark12,4942584,2.5430535078048706,4952924,2.807854652404785,0.002087655695908114
benchmark13,3438604,2.285136008262634,3425228,1.7008113861083984,0.003905141497149971
benchmark14,1269939,2.1169965267181396,1266031,0.7383937835693359,0.003086812250252956
benchmark15,316163,1.6701274394989014,314722,0.15095829963684082,0.004578644009633899
benchmark16,698218,1.6126216888427733,693726,0.2564961910247803,0.006475178961146044
benchmark17,4014310,2.4408374786376954,4009729,1.973900318145752,0.0011424712243645393
benchmark18,5182538,3.2929573535919188,5188591,7.424055814743042,0.001166598022468913
benchmark19,14366408,4.004103493690491,14374159,20.250266075134277,0.0005392315473900073
benchmark2,1254560,1.818214750289917,1249389,0.5469715595245361,0.00413882305671012
benchmark20,7259678,3.8048484563827514,7278332,4.7206361293792725,0.0025629498626883193
benchmark21,829736,2.254606747627258,826859,0.48838353157043457,0.0034794324062506427
benchmark22,669979,1.757424783706665,672586,0.3586916923522949,0.003876084247962342
benchmark23,21230,0.24114749431610108,21230,0.009886980056762695,0.0
benchmark24,2767058,2.6374109506607057,2777736,1.6204841136932373,0.00384413781583275
benchmark25,4490219,3.0837809085845946,4486195,2.691429615020752,0.0008969739389393461
benchmark26,1287086,2.0628111600875854,1283917,0.5599195957183838,0.002468228086394993
benchmark27,396202,1.763231110572815,396988,0.22880268096923828,0.0019799087126059225
benchmark28,13887207,4.028734278678894,13895876,21.864579916000366,0.0006238541564418105
benchmark29,4356249,2.2865350961685182,4364023,3.087202787399292,0.0017813838286370167
benchmark3,30363,0.3309346675872803,30363,0.01822638511657715,0.0
benchmark30,588787,1.4661637783050536,584767,0.9927737712860107,0.0068745329336299755
benchmark4,249102,1.4222600221633912,250259,0.11476016044616699,0.0046232103540731805
benchmark5,9446360,3.477475666999817,9430832,6.330766439437866,0.001646514326625689
benchmark6,516061,1.5456128120422363,520453,0.2498311996459961,0.008438802351028816
benchmark7,22701,0.23475821018218995,22701,0.007927179336547852,0.0
benchmark8,2724226,2.589185881614685,2730229,3.990323066711426,0.002198716664426317
benchmark9,240654,1.4163436889648438,239489,0.11700272560119629,0.004864524049121254
benchmark_apache,7762685,2.7278483867645265,7745672,4.472217798233032,0.0021964524188475836
benchmark_bugzilla,179165,1.0568669795989991,179926,0.07876133918762207,0.004229516579038049
benchmark_gcc,10460775,2.5963335752487184,10482547,4.032339334487915,0.0020769761394821315
benchmark_spins,9791,0.1832045316696167,9791,0.005559682846069336,0.0
benchmark_spinv,315101,2.1730782747268678,315914,0.16907119750976562,0.002573485189007135
