Benchmark, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
benchmark1,23819,0.7816284418106079,23876,0.019804954528808594,0.0023873345619031664
benchmark10,52532,1.0490918397903441,52655,0.04794669151306152,0.0023359604975785775
benchmark11,23678,0.8134570837020874,23633,0.01807427406311035,0.001904117124360005
benchmark12,49413,0.924570631980896,49520,0.04204726219177246,0.0021607431340872375
benchmark13,38942,0.8457159042358399,38862,0.03235912322998047,0.002058566208635685
benchmark14,20544,0.13701903820037842,20544,0.020461559295654297,0.0
benchmark15,8388,0.053336811065673825,8388,0.0055119991302490234,0.0
benchmark16,14099,0.12037508487701416,14099,0.009087800979614258,0.0
benchmark17,43405,0.8911476373672486,43390,0.03041863441467285,0.00034570177460244297
benchmark18,50111,1.1114445924758911,50128,0.12732172012329102,0.00033913182253431215
benchmark19,98752,1.3962458610534667,98778,0.2268376350402832,0.0002632165056996497
benchmark2,20331,0.11549382209777832,20331,0.012862205505371094,0.0
benchmark20,64457,1.2550155162811278,64616,0.06013035774230957,0.002460690850563328
benchmark21,15442,0.17516255378723145,15442,0.01592230796813965,0.0
benchmark22,13405,0.11182591915130616,13405,0.011786699295043945,0.0
benchmark23,1495,0.009827995300292968,1495,0.0017251968383789062,0.0
benchmark24,34150,0.8849468231201172,34200,0.0290069580078125,0.0014619883040935672
benchmark25,46953,1.0164058446884154,46968,0.042405128479003906,0.0003193663771078181
benchmark26,20993,0.7369813680648803,20910,0.015537023544311523,0.0039693926351028214
benchmark27,9714,0.06750693321228027,9714,0.010597944259643555,0.0
benchmark28,96571,1.4039092779159545,96599,0.20139169692993164,0.0002898580730649386
benchmark29,45847,0.8852316617965699,45839,0.035272836685180664,0.0001745238770479286
benchmark3,1838,0.018437647819519044,1838,0.0022139549255371094,0.0
benchmark30,12453,0.084869122505188,12453,0.009525775909423828,0.0
benchmark4,7179,0.05086486339569092,7179,0.005789041519165039,0.0
benchmark5,76308,1.2371305465698241,76259,0.0838773250579834,0.0006425471091936689
benchmark6,11382,0.09603030681610107,11382,0.010531425476074219,0.0
benchmark7,1567,0.009742379188537598,1567,0.0015377998352050781,0.0
benchmark8,33582,0.885831093788147,33675,0.030894994735717773,0.0027616926503340757
benchmark9,6835,0.06624767780303956,6835,0.010162115097045898,0.0
benchmark_apache,66913,1.0465835571289062,66927,0.04094696044921875,0.00020918313983892898
benchmark_bugzilla,5818,0.03011474609375,5818,0.003290414810180664,0.0
benchmark_gcc,82800,1.0677870750427245,82770,0.4637773036956787,0.0003624501631025734
benchmark_spins,979,0.009461307525634765,979,0.0011010169982910156,0.0
benchmark_spinv,8741,0.06997442245483398,8741,0.007956981658935547,0.0
