Benchmark, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
benchmark1,23866.0,0.7816284418106079,23898,23819,0.0033057159594945184
benchmark10,52672.1,1.0490918397903441,52772,52532,0.004547866292730993
benchmark11,23637.5,0.8134570837020874,23678,23598,0.0033786637384914265
benchmark12,49513.4,0.924570631980896,49593,49413,0.0036295444921662333
benchmark13,38873.4,0.8457159042358399,38942,38788,0.0039545991474500535
benchmark14,20544.0,0.13701903820037842,20544,20544,0.0
benchmark15,8388.0,0.053336811065673825,8388,8388,0.0
benchmark16,14099.0,0.12037508487701416,14099,14099,0.0
benchmark17,43391.7,0.8911476373672486,43405,43376,0.0006681257919594517
benchmark18,50124.4,1.1114445924758911,50140,50111,0.0005783805345033905
benchmark19,98774.2,1.3962458610534667,98796,98752,0.0004453621604113527
benchmark2,20331.0,0.11549382209777832,20331,20331,0.0
benchmark20,64646.3,1.2550155162811278,64720,64457,0.004063658838071693
benchmark21,15442.0,0.17516255378723145,15442,15442,0.0
benchmark22,13405.0,0.11182591915130616,13405,13405,0.0
benchmark23,1495.0,0.009827995300292968,1495,1495,0.0
benchmark24,34190.7,0.8849468231201172,34229,34150,0.0023079844576236524
benchmark25,46965.8,1.0164058446884154,46977,46953,0.0005108883070438726
benchmark26,20918.8,0.7369813680648803,20993,20840,0.0072881436669365975
benchmark27,9714.0,0.06750693321228027,9714,9714,0.0
benchmark28,96598.5,1.4039092779159545,96618,96571,0.0004864517998716595
benchmark29,45839.0,0.8852316617965699,45847,45833,0.0003053634916134098
benchmark3,1838.0,0.018437647819519044,1838,1838,0.0
benchmark30,12453.0,0.084869122505188,12453,12453,0.0
benchmark4,7179.0,0.05086486339569092,7179,7179,0.0
benchmark5,76262.6,1.2371305465698241,76308,76223,0.0011139067987629083
benchmark6,11382.0,0.09603030681610107,11382,11382,0.0
benchmark7,1567.0,0.009742379188537598,1567,1567,0.0
benchmark8,33689.3,0.885831093788147,33747,33582,0.004889323495421816
benchmark9,6835.0,0.06624767780303956,6835,6835,0.0
benchmark_apache,66923.6,1.0465835571289062,66930,66913,0.0002539967129837143
benchmark_bugzilla,5818.0,0.03011474609375,5818,5818,0.0
benchmark_gcc,82774.8,1.0677870750427245,82800,82751,0.0005917874396135265
benchmark_spins,979.0,0.009461307525634765,979,979,0.0
benchmark_spinv,8741.0,0.06997442245483398,8741,8741,0.0
