Benchmark, twise, seed, approx combinations, approx coverage, combinations, coverage
am31_sim.cnf,2,7,2319400,0.920747586382114,2321961,0.921849876489098
am31_sim.cnf,2,8,2317409,0.919957205919715,2317109,0.919923566959901
am31_sim.cnf,2,9,2326293,0.923483946265244,2321443,0.921644223493195
am31_sim.cnf,2,10,2310057,0.917038633765244,2319331,0.920805730969356
asb.cnf,2,1,2604129,0.9261087860752,2592628,0.921861966119823
asb.cnf,2,2,2667406,0.948612043654406,2659088,0.945493179802744
asb.cnf,2,3,2580357,0.917654727899672,2589005,0.920573734293563
asb.cnf,2,4,2598998,0.924284043836489,2592533,0.92182818692482
asb.cnf,2,5,2635083,0.937116985501639,2632678,0.936102563592001
asb.cnf,2,6,2593354,0.922276862936999,2597296,0.923521769091112
asb.cnf,2,7,2580186,0.917593915012746,2599452,0.924288379032436
asb.cnf,2,8,2589250,0.920817353650765,2594807,0.922636754182042
asb.cnf,2,9,2648081,0.941739476169884,2649089,0.941937830636094
asb.cnf,2,10,2586856,0.919965973233795,2583664,0.918674632393466
asb2305.cnf,2,1,2629657,0.924082192897625,2629425,0.924667758927545
asb2305.cnf,2,2,2644977,0.929465761627384,2634936,0.926605765913654
asb2305.cnf,2,3,2654900,0.932952782025909,2666226,0.937609256858192
asb2305.cnf,2,4,2635576,0.926162176142497,2633659,0.926156694071654
asb2305.cnf,2,5,2677532,0.940905845178122,2679519,0.942283894286308
asb2305.cnf,2,6,2618341,0.920105661321518,2626088,0.923494264223744
asb2305.cnf,2,7,2632964,0.925244298758546,2631635,0.925444931026855
asb2305.cnf,2,8,2607721,0.916373709630263,2611637,0.918412402682053
asb2305.cnf,2,9,2630527,0.924387917753688,2623456,0.922568690936239
asb2305.cnf,2,10,2632616,0.925122008816121,2625676,0.923349379651384
assabet.cnf,2,1,2711688,0.92141016440501,2709326,0.921828232585786
assabet.cnf,2,2,2720733,0.924483583963987,2719647,0.925339876879798
assabet.cnf,2,3,2705176,0.919197438239388,2711842,0.922684283069628
assabet.cnf,2,4,2691791,0.914649320959464,2715241,0.923840767805153
assabet.cnf,2,5,2692152,0.914771985908142,2704705,0.920255971343404
assabet.cnf,2,6,2704091,0.918828763809151,2691434,0.915740611259514
assabet.cnf,2,7,2694685,0.915632679301496,2704984,0.920350899040141
assabet.cnf,2,8,2716030,0.92288554171016,2703561,0.919866733762515
assabet.cnf,2,9,2710603,0.921041489974774,2701310,0.919100847578442
assabet.cnf,2,10,2699207,0.917169219184934,2706423,0.920840508200018
at91sam7sek.cnf,2,1,2830595,0.920803774046469,2828090,0.920641172966304
at91sam7sek.cnf,2,2,2842916,0.924811844187208,2837074,0.923565775895464
at91sam7sek.cnf,2,3,2831353,0.921050354451199,2837403,0.923672876781895
at91sam7sek.cnf,2,4,2823202,0.91839880184044,2831052,0.92160540647879
at91sam7sek.cnf,2,5,2840642,0.924072102973018,2836635,0.92342286620202
at91sam7sek.cnf,2,6,2824529,0.918830480200699,2820460,0.918157343898016
at91sam7sek.cnf,2,7,2844243,0.925243522547468,2842069,0.925191821268478
at91sam7sek.cnf,2,8,2854480,0.928573659227182,2836547,0.92339421915641
at91sam7sek.cnf,2,9,2828889,0.920248805483844,2824170,0.919365077298193
at91sam7sek.cnf,2,10,2843485,0.924996942142738,2831558,0.921770126991051
at91sam7xek.cnf,2,1,2962430,0.918703730350905,2960706,0.92013801265261
