Benchmark, twise, seed, approx combinations, approx coverage, combinations, coverage
XSEngine.cnf,2,1,2883847,0.96745339606235,2882956,0.969117847268327
XSEngine.cnf,2,2,2908932,0.975868741411886,2905431,0.976672913532729
XSEngine.cnf,2,3,2906423,0.97502703914033,2909548,0.978056860487592
XSEngine.cnf,2,4,2899435,0.972682752383201,2902689,0.97575117864076
XSEngine.cnf,2,5,2893343,0.970639049617829,2907380,0.977328078122242
XSEngine.cnf,2,6,2906244,0.974966989436619,2899848,0.974796164480264
XSEngine.cnf,2,7,2903915,0.974185672341979,2897716,0.974079483667106
XSEngine.cnf,2,8,2899435,0.972682752383201,2902259,0.97560663232291
XSEngine.cnf,2,9,2902840,0.973825038646513,2895581,0.973361794391267
XSEngine.cnf,2,10,2908752,0.975808356234971,2909325,0.977981898094846
aaed2000.cnf,2,1,3018429,0.981253185856358,3018122,-
aaed2000.cnf,2,2,3006149,0.977261112787117,3000931,-
aaed2000.cnf,2,3,3003730,0.976474726406458,3003889,-
aaed2000.cnf,2,4,2996101,0.973994634757823,3002567,-
aaed2000.cnf,2,5,2996101,0.973994634757823,2996961,-
aaed2000.cnf,2,6,3020662,0.981979105983688,3010677,-
aaed2000.cnf,2,7,3012661,0.979378081828396,3010561,-
aaed2000.cnf,2,8,2984937,0.970365359208555,2991976,-
aaed2000.cnf,2,9,3005590,0.977079388939747,3011054,-
aaed2000.cnf,2,10,2975075,0.96715934743259,2977967,-
adder.cnf,2,1,2972295,0.97797568596277,2967103,0.976005313074004
adder.cnf,2,2,2964261,0.975332254990734,2959469,0.973494168513129
adder.cnf,2,3,2961339,0.974370827893362,2964708,0.975217496565844
adder.cnf,2,4,2943809,0.968602923370115,2952716,0.971272822008074
adder.cnf,2,5,2969739,0.977134684025438,2967410,0.976106298321605
adder.cnf,2,6,2962435,0.9747314453125,2969863,0.976913193475892
adder.cnf,2,7,2957687,0.973169208536894,2954593,0.971890246469793
adder.cnf,2,8,2948374,0.970104947565701,2946245,0.969144237196255
adder.cnf,2,9,2954400,0.972087685309973,2956215,0.972423790676989
adder.cnf,2,10,2961156,0.974310615313342,2960036,0.973680678726125
adderII.cnf,2,1,2974671,0.970257898609719,2976714,0.972907622746197
adderII.cnf,2,2,2958868,0.965103383851035,2963206,0.968492675200663
adderII.cnf,2,3,2958133,0.964863646563961,2964356,0.968868540589867
adderII.cnf,2,4,2977244,0.971097142201069,2977169,0.973056334704534
adderII.cnf,2,5,2961808,0.966062332999332,2962706,0.968329255466227
adderII.cnf,2,6,2973385,0.969838439900635,2977300,0.973099150674956
adderII.cnf,2,7,2980919,0.97229582863644,2981274,0.974398010724257
adderII.cnf,2,8,2960154,0.96552284256012,2975610,0.972546791972561
adderII.cnf,2,9,2976509,0.970857404913994,2979421,0.973792377188435
adderII.cnf,2,10,2977611,0.971216847758016,2974545,0.972198707938212
aeb.cnf,2,1,2647061,0.97035304347316,2645910,0.971844208735435
aeb.cnf,2,2,2655862,0.973579292182808,2649404,0.973127556870981
aeb.cnf,2,3,2665161,0.976988096494932,2660227,0.977102850766519
aeb.cnf,2,4,2666323,0.97741405956738,2668534,0.980154016468287
aeb.cnf,2,5,2655363,0.973396370002815,2663225,0.9782040178273
aeb.cnf,2,6,2651212,0.971874706737988,2663256,0.978215404144472
aeb.cnf,2,7,2658352,0.974492070195195,2657715,0.976180191774965
aeb.cnf,2,8,2669146,0.978448907892267,2659327,0.976772280267953
aeb.cnf,2,9,2666323,0.97741405956738,2668097,0.979993506126206
aeb.cnf,2,10,2672633,0.979727163687124,2672766,0.981708432412658
aim711.cnf,2,1,2940601,0.982779145811944,2929861,0.980765046419502
aim711.cnf,2,2,2938798,0.982176564638946,2931344,0.981261477671306
aim711.cnf,2,3,2917160,0.974944922142368,2916262,0.976212808662742
aim711.cnf,2,4,2920225,0.975969276715435,2932462,0.981635725911033
aim711.cnf,2,5,2937355,0.981694299174367,2930763,0.981066989095919
aim711.cnf,2,6,2935011,0.98091091022844,2929209,0.980546790737657
aim711.cnf,2,7,2925454,0.977716862380219,2921469,0.977955841385696
aim711.cnf,2,8,2926356,0.978018320071869,2922521,0.978307996258856
aim711.cnf,2,9,2914996,0.97422169105065,2915096,0.975822492520056
aim711.cnf,2,10,2916799,0.974824272223648,2926975,0.979798963754158
