Benchmark, twise, seed, approx combinations, approx coverage
XSEngine.cnf,4,1,828123298511,0.6177412274475987
XSEngine.cnf,4,2,837662311786,0.6248568849586633
XSEngine.cnf,4,3,828571915472,0.6180758747068176
XSEngine.cnf,4,4,830059434869,0.6191854945663325
XSEngine.cnf,4,5,843447109440,0.6291720733004759
XSEngine.cnf,4,6,846965210871,0.6317964123332971
XSEngine.cnf,4,7,833978930422,0.6221092548303404
XSEngine.cnf,4,8,822999620588,0.613919203487047
XSEngine.cnf,4,9,828123298511,0.6177412274475987
XSEngine.cnf,4,10,843942949239,0.6295419465869808
aaed2000.cnf,4,1,857727815918,0.599490640030066
aaed2000.cnf,4,2,856327256886,0.5985117490405102
aaed2000.cnf,4,3,865112581723,0.6046520652476607
aaed2000.cnf,4,4,872522812238,0.6098312884834761
aaed2000.cnf,4,5,860732651660,0.6015908061535452
aaed2000.cnf,4,6,870689353142,0.6085498311883625
aaed2000.cnf,4,7,874509059593,0.6112195338872147
aaed2000.cnf,4,8,855588780306,0.5979956065191001
aaed2000.cnf,4,9,864501428691,0.6042249128159561
aaed2000.cnf,4,10,860248822176,0.6012526438115462
adder.cnf,4,1,889543986926,0.6348294223276933
adder.cnf,4,2,888023440837,0.6337442737465218
adder.cnf,4,3,878728489746,0.6271108654852229
adder.cnf,4,4,866564121035,0.6184296768365635
adder.cnf,4,5,872670830327,0.6227877735570644
adder.cnf,4,6,877330568341,0.6261132288859779
adder.cnf,4,7,891555031753,0.636264618837999
adder.cnf,4,8,897416491677,0.6404476915946465
adder.cnf,4,9,888562989449,0.6341293264687118
adder.cnf,4,10,862909905434,0.615821819762446
adderII.cnf,4,1,905468481389,0.6393352822747316
adderII.cnf,4,2,895435039263,0.6322508462223876
adderII.cnf,4,3,898092411311,0.6341271696321333
adderII.cnf,4,4,902662097824,0.6373537444679732
adderII.cnf,4,5,894168441371,0.6313565238495445
adderII.cnf,4,6,903009791363,0.6375992447271989
adderII.cnf,4,7,897744717772,0.6338816693729077
adderII.cnf,4,8,901395499932,0.6364594220951301
adderII.cnf,4,9,912372681664,0.6442102159940446
adderII.cnf,4,10,897297683222,0.6335660261825755
aeb.cnf,4,1,693431452161,0.6194804463749952
aeb.cnf,4,2,696128287740,0.6218896778903419
aeb.cnf,4,3,703144115638,0.6281573027354493
aeb.cnf,4,4,699595647770,0.6249872612670886
aeb.cnf,4,5,706591198709,0.6312367715897391
aeb.cnf,4,6,693938376142,0.6199333094417763
aeb.cnf,4,7,703934917048,0.6288637691193062
aeb.cnf,4,8,692782589465,0.6189007816492296
aeb.cnf,4,9,714397828017,0.6382108628187034
aeb.cnf,4,10,695925518148,0.6217085326639868
aim711.cnf,4,1,814119390049,0.6036686038095682
aim711.cnf,4,2,824712866030,0.6115236542273645
aim711.cnf,4,3,847334600293,0.6282976445108711
aim711.cnf,4,4,823995474880,0.6109917095037782
aim711.cnf,4,5,822393301312,0.6098036996213494
aim711.cnf,4,6,828778082547,0.6145380076612672
aim711.cnf,4,7,847310687255,0.6282799130203321
aim711.cnf,4,8,827438952400,0.6135450441769923
aim711.cnf,4,9,821747649277,0.6093249493701217
aim711.cnf,4,10,838080254458,0.6214355575766082
aki3068net.cnf,4,1,698879284270,0.6243472943613998
aki3068net.cnf,4,2,703709697436,0.6286625680556114
aki3068net.cnf,4,3,705816791245,0.6305449508193085
aki3068net.cnf,4,4,685640374113,0.6125202479417161
aki3068net.cnf,4,5,696096330183,0.6218611284474032
aki3068net.cnf,4,6,704743366097,0.6295860011094837
aki3068net.cnf,4,7,707088998828,0.631681483808896
aki3068net.cnf,4,8,703312132566,0.6283074014960862
aki3068net.cnf,4,9,699972587662,0.6253240023996476
aki3068net.cnf,4,10,703153106619,0.6281653348731695
am31_sim.cnf,4,1,604575124420,0.6305201135759324
am31_sim.cnf,4,2,610422679762,0.636618613347845
am31_sim.cnf,4,3,603419412892,0.6293148053611847
am31_sim.cnf,4,4,609732702730,0.6358990263535922
am31_sim.cnf,4,5,598624072523,0.6243136757546733
am31_sim.cnf,4,6,602643188732,0.6285052699936932
am31_sim.cnf,4,7,595708919565,0.6212734207062495
am31_sim.cnf,4,8,599176054149,0.6248893453504928
am31_sim.cnf,4,9,601694470314,0.6275158378776384
am31_sim.cnf,4,10,602763934712,0.6286311977170617
asb.cnf,4,1,728385956000,0.607987706794243
asb.cnf,4,2,703112701267,0.5868919840365908
asb.cnf,4,3,718878910390,0.600052124276213
asb.cnf,4,4,719050983614,0.6001957547292698
asb.cnf,4,5,715652537445,0.5973590532855725
asb.cnf,4,6,719868331426,0.6008779993796199
asb.cnf,4,7,725073546444,0.6052228205779089
asb.cnf,4,8,714577079797,0.5964613629556372
asb.cnf,4,9,732042512005,0.6110398539175254
asb.cnf,4,10,719674749050,0.6007164151207658
asb2305.cnf,4,1,738065307667,0.6048190783728955
asb2305.cnf,4,2,740026765314,0.6064264253027708
asb2305.cnf,4,3,747404520783,0.6124722415968953
asb2305.cnf,4,4,748964771184,0.6137508130183683
asb2305.cnf,4,5,755317219246,0.6189564252350097
asb2305.cnf,4,6,733250820714,0.6008737722712496
asb2305.cnf,4,7,733919499458,0.6014217314524662
asb2305.cnf,4,8,753801547428,0.6177143844256724
asb2305.cnf,4,9,746847288497,0.6120156089464277
asb2305.cnf,4,10,738332779164,0.6050382620448904
assabet.cnf,4,1,825162284077,0.6304284355063007
assabet.cnf,4,2,821335960674,0.6275051037893249
assabet.cnf,4,3,823718388453,0.6293252914619859
assabet.cnf,4,4,806921069363,0.6164920490817263
assabet.cnf,4,5,812239418244,0.6205552963110587
assabet.cnf,4,6,816137936428,0.6235337852300974
assabet.cnf,4,7,817485572343,0.6245633863375643
