Benchmark, twise, seed, approx combinations, approx coverage
XSEngine.cnf,3,1,1607357056,0.6908044802170178
XSEngine.cnf,3,2,1631024493,0.7009761912589569
XSEngine.cnf,3,3,1621031575,0.696681468752173
XSEngine.cnf,3,4,1626065601,0.6988449754237914
XSEngine.cnf,3,5,1624112098,0.6980054055102616
XSEngine.cnf,3,6,1652437888,0.7101791677522251
XSEngine.cnf,3,7,1636659597,0.7033980272008579
XSEngine.cnf,3,8,1625539658,0.6986189374197384
XSEngine.cnf,3,9,1611714870,0.692677366781901
XSEngine.cnf,3,10,1640040659,0.7048511285940877
aaed2000.cnf,3,1,1664625043,0.6801671593640743
aaed2000.cnf,3,2,1670986161,0.6827663174018762
aaed2000.cnf,3,3,1667567060,0.6813692699259126
aaed2000.cnf,3,4,1693250074,0.6918633705341826
aaed2000.cnf,3,5,1651505238,0.6748063962686338
aaed2000.cnf,3,6,1664466015,0.6801021803926992
aaed2000.cnf,3,7,1708039673,0.6979064128290616
aaed2000.cnf,3,8,1660013233,0.6782827700113985
aaed2000.cnf,3,9,1665658725,0.6805895226780124
aaed2000.cnf,3,10,1661364970,0.6788350908594859
adder.cnf,3,1,1712662903,0.7116874175393764
adder.cnf,3,2,1709029630,0.7101776314197282
adder.cnf,3,3,1687848423,0.7013759002186893
adder.cnf,3,4,1682437166,0.699127282867764
adder.cnf,3,5,1682205255,0.6990309135586608
adder.cnf,3,6,1681123003,0.6985811898391491
adder.cnf,3,7,1720084055,0.7147712354306821
adder.cnf,3,8,1725263401,0.7169234834725041
adder.cnf,3,9,1707870075,0.7096957848742117
adder.cnf,3,10,1695192272,0.7044275952839903
adderII.cnf,3,1,1734190197,0.7131749248134519
adderII.cnf,3,2,1722172680,0.7082327957449416
adderII.cnf,3,3,1720299820,0.7074625937267335
adderII.cnf,3,4,1729117868,0.7110889610826789
adderII.cnf,3,5,1716398028,0.7058580060517187
adderII.cnf,3,6,1730834657,0.7117949798735322
adderII.cnf,3,7,1731615015,0.7121158972440377
adderII.cnf,3,8,1718973211,0.7069170340323767
adderII.cnf,3,9,1718817139,0.7068528503937781
adderII.cnf,3,10,1712730345,0.7043496942458455
aeb.cnf,3,1,1413401408,0.6962420566022889
aeb.cnf,3,2,1426740442,0.7028128696867257
aeb.cnf,3,3,1431968807,0.7053883642204537
aeb.cnf,3,4,1424260320,0.7015911606717701
aeb.cnf,3,5,1448726388,0.7136431548221052
aeb.cnf,3,6,1415747469,0.6973977271190359
aeb.cnf,3,7,1439006991,0.7088553762632953
aeb.cnf,3,8,1412127832,0.695614692593409
aeb.cnf,3,9,1452748208,0.7156243048423578
aeb.cnf,3,10,1421713168,0.7003364326540104
aim711.cnf,3,1,1610893021,0.689682289834242
aim711.cnf,3,2,1616430300,0.6920530017377552
aim711.cnf,3,3,1651929567,0.707251537849606
aim711.cnf,3,4,1615520062,0.6916632955189372
aim711.cnf,3,5,1625380970,0.6958851113196308
aim711.cnf,3,6,1614306412,0.6911436875126044
aim711.cnf,3,7,1641689394,0.7028673448145188
aim711.cnf,3,8,1614382265,0.691176162959483
aim711.cnf,3,9,1610665462,0.6895848634936058
aim711.cnf,3,10,1618326628,0.6928648891941331
aki3068net.cnf,3,1,1427647177,0.7021714520860173
aki3068net.cnf,3,2,1442572159,0.70951212872667
aki3068net.cnf,3,3,1440987205,0.7087325877661309
aki3068net.cnf,3,4,1409684366,0.6933366550250789
aki3068net.cnf,3,5,1435175708,0.705874271402659
aki3068net.cnf,3,6,1432996396,0.7048024024589582
aki3068net.cnf,3,7,1451289405,0.7137996035177969
aki3068net.cnf,3,8,1433128475,0.7048673639597507
aki3068net.cnf,3,9,1421571520,0.699183211737284
aki3068net.cnf,3,10,1429562329,0.7031133970444567
am31_sim.cnf,3,1,1278517701,0.7076549590913902
am31_sim.cnf,3,2,1286118029,0.7118617133629301
am31_sim.cnf,3,3,1285939896,0.7117631173867233
am31_sim.cnf,3,4,1292412050,0.7153454313981139
am31_sim.cnf,3,5,1280833426,0.7089367045680935
am31_sim.cnf,3,6,1271748658,0.7039083180839906
am31_sim.cnf,3,7,1263376422,0.6992743155047151
am31_sim.cnf,3,8,1275251935,0.7058473693307443
am31_sim.cnf,3,9,1275905088,0.7062088871721742
am31_sim.cnf,3,10,1276439486,0.7065046745472984
asb.cnf,3,1,1462111321,0.6835186345904481
asb.cnf,3,2,1413909079,0.6609846933215272
asb.cnf,3,3,1470168382,0.6872852091695748
asb.cnf,3,4,1452302725,0.6789332394506417
asb.cnf,3,5,1460640032,0.6828308255064721
asb.cnf,3,6,1462531689,0.6837151513380163
asb.cnf,3,7,1458748374,0.6819464992074405
asb.cnf,3,8,1450341006,0.6780161605161779
asb.cnf,3,9,1470728873,0.6875472316554948
asb.cnf,3,10,1459939418,0.6825032972822003
asb2305.cnf,3,1,1471971939,0.6793040564698801
asb2305.cnf,3,2,1470101033,0.6784406473236859
asb2305.cnf,3,3,1489529681,0.6874068232734065
asb2305.cnf,3,4,1496293728,0.6905283804468229
asb2305.cnf,3,5,1504209104,0.6941812673550727
asb2305.cnf,3,6,1480822768,0.6833886479512271
asb2305.cnf,3,7,1480966684,0.6834550641103948
asb2305.cnf,3,8,1494710653,0.6897978031574713
asb2305.cnf,3,9,1503705398,0.693948810797986
asb2305.cnf,3,10,1488666185,0.6870083263184007
assabet.cnf,3,1,1612613151,0.7064344255432493
assabet.cnf,3,2,1612613151,0.7064344255432493
assabet.cnf,3,3,1610784014,0.7056331389203332
assabet.cnf,3,4,1609488375,0.7050655607679978
assabet.cnf,3,5,1588224654,0.695750602298118
assabet.cnf,3,6,1611698583,0.7060337824508254
assabet.cnf,3,7,1593788280,0.6981878495293031
assabet.cnf,3,8,1605830100,0.7034629870840974
