Benchmark, twise, seed, approx combinations, approx coverage
XSEngine.cnf,5,1,482825873254951,0.787496209108747
XSEngine.cnf,5,2,493757130741179,0.805325253300525
XSEngine.cnf,5,3,496230453786082,0.809359280119825
XSEngine.cnf,5,4,492410741457742,0.803129272274191
XSEngine.cnf,5,5,497802229821812,0.811922870304752
XSEngine.cnf,5,6,494124867021236,0.8059250366645449168297026463
XSEngine.cnf,5,7,492404810227419,0.8031195983489652861989458375
XSEngine.cnf,5,8,485868594410912,0.7924589327497587753662318025
XSEngine.cnf,5,9,486959940790437,0.7942389349913674816313852940
XSEngine.cnf,5,10,491366844920805,0.8014266614343908931070433901
aaed2000.cnf,5,1,533633259491321,0.801546857468496
aaed2000.cnf,5,2,543164054592305,0.815862642188609
aaed2000.cnf,5,3,531012616789136,0.797610506266387
aaed2000.cnf,5,4,535758457304537,0.804739022871204
aaed2000.cnf,5,5,541195313059817,0.81290548282782
aaed2000.cnf,5,6,531807936216167,0.7988051203127980975720271604
aaed2000.cnf,5,7,523391892115367,0.7861637536413449051726108046
aaed2000.cnf,5,8,518528709389421,0.7788589825050913734349224510
aaed2000.cnf,5,9,542036265568728,0.8141686403031246951980397880
aaed2000.cnf,5,10,514662935453112,0.7730523748860576610726132854
adder.cnf,5,1,500874242845945,0.77243318376077
adder.cnf,5,2,500936438525035,0.772529100065315
adder.cnf,5,3,502671697971640,0.775205164962117
adder.cnf,5,4,496483227902205,0.765661492659901
adder.cnf,5,5,507330154335466,0.782389296172528
adder.cnf,5,6,504537568344334,0.7780826540984628232920028336
adder.cnf,5,7,500948877660853,0.7725482833262240134563333354
adder.cnf,5,8,499027031176978,0.7695844695157869742656598004
adder.cnf,5,9,501278514760029,0.7730566397403119647723037138
adder.cnf,5,10,500581923154223,0.7719823771294089496702638002
adderII.cnf,5,1,506827985917500,0.771799695106255
adderII.cnf,5,2,500819441518394,0.762649859532618
adderII.cnf,5,3,505804448385791,0.770241048036928
adderII.cnf,5,4,505216862024995,0.769346269163797
adderII.cnf,5,5,500459307942422,0.762101446674892
adderII.cnf,5,6,508950878575860,0.7750324445833764793316207206
adderII.cnf,5,7,508205338892269,0.7738971337551010840612570079
adderII.cnf,5,8,502923379778018,0.7658537451751219908258140511
adderII.cnf,5,9,508717107658124,0.7746764572897649480457982542
adderII.cnf,5,10,506651078195970,0.7715302993164943987655684558
aeb.cnf,5,1,382434261867003,0.782721653883499
aeb.cnf,5,2,385606505039156,0.789214229653532
aeb.cnf,5,3,389372011617539,0.796921027476386
aeb.cnf,5,4,389533810728329,0.797252178945336
aeb.cnf,5,5,389671094822332,0.797533155949294
aeb.cnf,5,6,394936920428039,0.8083106310296889346056262820
