Benchmark, twise, seed, approx combinations, approx coverage
XSEngine.cnf,3,1,2325340363,0.9993769180242840155334610185
XSEngine.cnf,3,2,2326012056,0.9996655959704804388237945020
XSEngine.cnf,3,3,2326173179,0.9997348428685797286925416854
XSEngine.cnf,3,4,2326060184,0.9996862802595746253943217666
XSEngine.cnf,3,5,2325821638,0.9995837587663427888406940063
XSEngine.cnf,3,6,2326566570,0.9999039131223000401363226679
XSEngine.cnf,3,7,2326085294,0.9996970719504646483494817485
XSEngine.cnf,3,8,2324949065,0.9992087472930261819090806670
XSEngine.cnf,3,9,2327058308,1.000115250617117965581342947
XSEngine.cnf,3,10,2327194321,1.000173705824327232494930149
aaed2000.cnf,3,1,2441459446,0.9975823342749065278224078835
aaed2000.cnf,3,2,2442163647,0.9978700713817135533820694087
aaed2000.cnf,3,3,2441951058,0.9977832073417604735700514139
aaed2000.cnf,3,4,2442356305,0.9979487915987016404911096829
aaed2000.cnf,3,5,2442923208,0.9981804286299756989074550129
aaed2000.cnf,3,6,2440513870,0.9971959711449107453673950300
aaed2000.cnf,3,7,2441311077,0.9975217105796833577683161954
aaed2000.cnf,3,8,2441113990,0.9974411806696586968455441302
aaed2000.cnf,3,9,2441262359,0.9975018043648818668996358183
aaed2000.cnf,3,10,2442258869,0.9979089791690986587537489289
adder.cnf,3,1,2398491061,0.9966794435754580695125272331
adder.cnf,3,2,2400445902,0.9974917667363983353758169935
adder.cnf,3,3,2399474941,0.9970882893647503489242919390
adder.cnf,3,4,2400015321,0.9973128412284103094362745098
adder.cnf,3,5,2400585842,0.9975499180147590720315904139
adder.cnf,3,6,2400585842,0.9975499180147590720315904139
adder.cnf,3,7,2399828018,0.9972350085223162615740740741
adder.cnf,3,8,2399274720,0.9970050886565563725490196078
adder.cnf,3,9,2399965804,0.9972922647181159790305010893
adder.cnf,3,10,2401834529,0.9980688028605675125953159041
adderII.cnf,3,1,2422967862,0.9964304525516011582309184994
adderII.cnf,3,2,2423148246,0.9965046343488804273124191462
adderII.cnf,3,3,2424876018,0.9972151698301248686125485123
adderII.cnf,3,4,2423732863,0.9967450544514394927096808969
adderII.cnf,3,5,2425056402,0.9972893516274041376940491591
adderII.cnf,3,6,2423928460,0.9968254925002821461297973264
adderII.cnf,3,7,2422739665,0.9963366079556628412704829668
adderII.cnf,3,8,2424334867,0.9969926248495308373086459681
adderII.cnf,3,9,2422976555,0.9964340274937454098614704614
adderII.cnf,3,10,2423769809,0.9967602482639853940949762829
aeb.cnf,3,1,2033026455,1.001469584043360938710614669
aeb.cnf,3,2,2033554758,1.001729826296656584936725207
aeb.cnf,3,3,2033709702,1.001806151768392767787964876
aeb.cnf,3,4,2034032658,1.001965240013500875677944215
