Benchmark, twise, seed, approx combinations, approx coverage
XSEngine.cnf,5,1,609891460659413,0.9947420795808803788880026145
XSEngine.cnf,5,2,610272369137271,0.9953633469962083174651031456
XSEngine.cnf,5,3,610063084210365,0.9950220001552633426973261766
XSEngine.cnf,5,4,609846366117152,0.9946685297090753936307950288
XSEngine.cnf,5,5,610110160930308,0.9950987829884666719028592190
XSEngine.cnf,5,6,610026248741778,0.9949619209559498262098754262
XSEngine.cnf,5,7,610080097902134,0.9950497497405966817313874952
XSEngine.cnf,5,8,609951256352815,0.9948396072497222662544910535
XSEngine.cnf,5,9,609871143338174,0.9947089417265497999400655348
XSEngine.cnf,5,10,610189448037581,0.9952281014443890127313495137
aaed2000.cnf,5,1,656433257883496,0.9859992900290369755233938688
aaed2000.cnf,5,2,656747340868871,0.9864710601547439723959289534
aaed2000.cnf,5,3,656212855141158,0.9856682328425586355494798263
aaed2000.cnf,5,4,656272948475354,0.9857584963752805710248003116
aaed2000.cnf,5,5,655704512737082,0.9849046742575980492572982286
aaed2000.cnf,5,6,656077962853219,0.9854656171180490587209678208
aaed2000.cnf,5,7,656566516213707,0.9861994514580939727789983092
aaed2000.cnf,5,8,656372801447583,0.9859084810973260786059803947
aaed2000.cnf,5,9,656271314517626,0.9857560420798279914518927465
aaed2000.cnf,5,10,656501521006329,0.9861018250390173026962739490
adder.cnf,5,1,640786127622509,0.9882010818859912782170007976
adder.cnf,5,2,640830296558899,0.9882691978904502023163047470
adder.cnf,5,3,640776600989170,0.9881863901987550699244039753
adder.cnf,5,4,640867537034678,0.9883266290314633495183428651
adder.cnf,5,5,641027238051741,0.9885729151338568154087621006
adder.cnf,5,6,640627292663022,0.9879561313915279561250252257
adder.cnf,5,7,640858876458915,0.9883132729521572850241897065
adder.cnf,5,8,641065691008128,0.9886322161259746314004701596
adder.cnf,5,9,641048543068118,0.9886057710889497649077769809
adder.cnf,5,10,640800157755245,0.9882227187344670101673345841
adderII.cnf,5,1,651429306304889,0.9919991672899297475791429066
adderII.cnf,5,2,651470656081423,0.9920621348959191449106600355
adderII.cnf,5,3,651602447496845,0.9922628273933079502439651094
adderII.cnf,5,4,651459746778678,0.9920455221658285390297180941
adderII.cnf,5,5,651846675113142,0.9926347381895385959757551981
adderII.cnf,5,6,651214287466910,0.9916717357387815312864067865
adderII.cnf,5,7,651160092866175,0.9915892079828448519352379081
adderII.cnf,5,8,651518868161297,0.9921355524450306664269718479
adderII.cnf,5,9,651181911471666,0.9916224334430275865011431773
adderII.cnf,5,10,651232586942482,0.9916996022537718320404974274
aeb.cnf,5,1,485586113383981,0.9938407817209319083174656547
aeb.cnf,5,2,485391125805935,0.9934417039844607469349386990
aeb.cnf,5,3,485408467138156,0.9934771961921157312753666638
aeb.cnf,5,4,485285575807454,0.9932256766103046622687921913
aeb.cnf,5,5,485649470692254,0.9939704540386655513307213280
aeb.cnf,5,6,485609735828661,0.9938891293738812958735202435
aeb.cnf,5,7,485549245984771,0.9937653258463898156252172258
aeb.cnf,5,8,485718836021139,0.9941124228692875353753063749
aeb.cnf,5,9,485702860148148,0.9940797253236526285419987224
aeb.cnf,5,10,485997799341832,0.9946833723199975568114789059
aim711.cnf,5,1,614252139990618,0.9944976713380508854716658115
aim711.cnf,5,2,614125432623943,0.9942925272727789456571042405
aim711.cnf,5,3,614305172477862,0.9945835329600718172045750357
aim711.cnf,5,4,614484073210147,0.9948731800773953678045781602
aim711.cnf,5,5,614185345908583,0.9943895291685437758523236395
aim711.cnf,5,6,614235693206599,0.9944710433666641757838862389
aim711.cnf,5,7,614039003095681,0.9941525945660036495954302294
aim711.cnf,5,8,614221931611808,0.9944487628191779978974532911
aim711.cnf,5,9,613907932296512,0.9939403859368957741609614958
aim711.cnf,5,10,614546503859688,0.9949742576830665418040131695
aki3068net.cnf,5,1,485038596821796,0.9955205279882627503870236352
aki3068net.cnf,5,2,485274088466139,0.9960038642993301766621124929
aki3068net.cnf,5,3,485266629454779,0.9959885550044080122979554874
aki3068net.cnf,5,4,484759283485718,0.9949472495695378707540556473
aki3068net.cnf,5,5,484876096931469,0.9951870040632052871179261228
aki3068net.cnf,5,6,485137029132412,0.9957225560051620884027400373
aki3068net.cnf,5,7,485565655892307,0.9966022937025671085271831964
aki3068net.cnf,5,8,485027408304757,0.9954975640458815562970967824
aki3068net.cnf,5,9,485114385705071,0.9956760813598664725732652021
aki3068net.cnf,5,10,485573248100298,0.9966178763777548604879964390
am31_sim.cnf,5,1,398547981280622,0.9937690949335761257843704890
am31_sim.cnf,5,2,398414794599324,0.9934369973846049111201143820
am31_sim.cnf,5,3,398396612497941,0.9933916607845365444825090228
am31_sim.cnf,5,4,398202632900975,0.9929079776709172847560103255
am31_sim.cnf,5,5,398343404753402,0.9932589886481376193116551151
am31_sim.cnf,5,6,398358352002392,0.9932962592273356611288272003
am31_sim.cnf,5,7,398523664114355,0.9937084607077174064543065018
am31_sim.cnf,5,8,398546531174377,0.9937654791311173585854404344
am31_sim.cnf,5,9,398821828267712,0.9944519253211150825473035011
am31_sim.cnf,5,10,398235539158080,0.9929900285728834952451824897
asb.cnf,5,1,526269436098165,0.9932851130195749753267152764
asb.cnf,5,2,526294867106626,0.9933331117069026474610222298
asb.cnf,5,3,526340437121788,0.9934191209154101463104809614
asb.cnf,5,4,526029532018345,0.9928323161541430693936332500
asb.cnf,5,5,526245769090291,0.9932404437209638808014405222
asb.cnf,5,6,525978817001472,0.9927365962285475972097671449
asb.cnf,5,7,526176679067303,0.9931100426629032721035134158
asb.cnf,5,8,526060549028665,0.9928908579057402185245324047
asb.cnf,5,9,526154629059967,0.9930684253039488831025230591
asb.cnf,5,10,526198141074444,0.9931505502256200601734539878
asb2305.cnf,5,1,541800696737626,0.9967430859160594531486821084
asb2305.cnf,5,2,541617335741480,0.9964057592824177978991256502
asb2305.cnf,5,3,541522658144140,0.9962315822444257459470203945
asb2305.cnf,5,4,541911819956581,0.9969475177317530572574524451
asb2305.cnf,5,5,541642234720001,0.9964515655813698230638591438
asb2305.cnf,5,6,541676201845020,0.9965140544212974876391450614
