Benchmark, twise, seed, approx combinations, approx coverage, combinations, coverage
XSEngine.cnf,2,1,2972957,0.9973474133673995190656131913,2972135,0.9990957451278646643079845033
XSEngine.cnf,2,2,2972388,0.9971565291137066300240467193,2972171,0.9991078466800568100644575731
XSEngine.cnf,2,3,2970721,0.9965972952808313294400549639,2971993,0.9990480112275512004907851722
XSEngine.cnf,2,4,2971884,0.9969874506183442116111301958,2971964,0.9990382627549519719647374215
XSEngine.cnf,2,5,2973311,0.9974661708819993129508759876,2973493,0.9995522425688906070104964158
XSEngine.cnf,2,6,2972398,0.9971598838457574716592236345,2971991,0.9990473389190960812820922239
XSEngine.cnf,2,7,2972159,0.9970797057497423565784953624,2971837,0.9989955711680519022127352029
XSEngine.cnf,2,8,2972034,0.9970377715991068361387839231,2972348,0.9991673459783348600337834999
XSEngine.cnf,2,9,2973780,0.9976235078151837856406733081,2974305,0.9998251998016690057398334356
XSEngine.cnf,2,10,2972094,0.9970578999914118859498454139,2972292,0.9991485213415915221903809468
aaed2000.cnf,2,1,3071713,0.9985751419981691078561917443,3071745,-
aaed2000.cnf,2,2,3075398,0.9997730890063249001331557923,3075063,-
aaed2000.cnf,2,3,3076045,0.9999834205434420772303595206,3075909,-
aaed2000.cnf,2,4,3073719,0.9992272672894474034620505992,3074725,-
aaed2000.cnf,2,5,3072786,0.9989239607606524633821571238,3073988,-
aaed2000.cnf,2,6,3075237,0.9997207499375832223701731025,3074761,-
aaed2000.cnf,2,7,3074905,0.9996128209262649800266311585,3074235,-
aaed2000.cnf,2,8,3074320,0.9994226448069241011984021305,3074214,-
aaed2000.cnf,2,9,3073149,0.9990419674808588548601864181,3074714,-
aaed2000.cnf,2,10,3075724,0.9998790674933422103861517976,3076022,-
adder.cnf,2,1,3038594,0.9997900785461590296495956873,3037199,0.9990628437445724541191454872
adder.cnf,2,2,3037160,0.9993182488207547169811320755,3036322,0.9987743614574506718314973974
adder.cnf,2,3,3037602,0.9994636802981805929919137466,3038070,0.9993493523786466529475850381
adder.cnf,2,4,3039209,0.9999924322986859838274932615,3039327,0.9997628326921153876517739194
adder.cnf,2,5,3037836,0.9995406734332884097035040431,3039117,0.9996937548354499665794750609
adder.cnf,2,6,3038360,0.9997130854110512129380053908,3036982,0.9989914632926848523444366668
adder.cnf,2,7,3039652,1.000138192806603773584905660,3039683,0.9998799361062720062314805556
adder.cnf,2,8,3038970,0.9999137940111185983827493261,3037798,0.9992598801071562027967979453
adder.cnf,2,9,3038574,0.9997834979363207547169811321,3038774,0.9995809276695631121613869255
adder.cnf,2,10,3034576,0.9984680340296495956873315364,3035533,0.9985148260816934469455745436
adderII.cnf,2,1,3058208,0.9975054275217100868403473614,3056980,0.9991417195547400547652214043
adderII.cnf,2,2,3054661,0.9963484912533400133600534402,3056264,0.9989077024950271374811005077
adderII.cnf,2,3,3055352,0.9965738769205076820307281229,3057446,0.9992940267472347746736017644
adderII.cnf,2,4,3056852,0.9970631366900467601870407482,3058334,0.9995842601955938117522321502
adderII.cnf,2,5,3058382,0.9975621816549766199064796259,3059313,0.9999042360356202726756320912
adderII.cnf,2,6,3057205,0.9971782758224782899131596526,3057714,0.9993816197248926822603956196
adderII.cnf,2,7,3056074,0.9968093739562458249832999332,3056744,0.9990645854400860764425223378
adderII.cnf,2,8,3055547,0.9966374806905477621910487642,3056646,0.9990325551721365430712320475
adderII.cnf,2,9,3057409,0.9972448151511356045424181697,3057318,0.9992521912952190576172226097
adderII.cnf,2,10,3058735,0.9976773207874081496325985304,3058830,0.9997463725721547153457013746
aeb.cnf,2,1,2716879,0.9959467524164789789789789790,2719100,0.9987269362799652974436616045
aeb.cnf,2,2,2720407,0.9972400378894519519519519520,2721379,0.9995640142424462804574801860
aeb.cnf,2,3,2720403,0.9972385715793918918918918919,2720494,0.9992389532521892949518946464
aeb.cnf,2,4,2720731,0.9973588090043168168168168168,2719899,0.9990204094225814911374049334
aeb.cnf,2,5,2722738,0.9980945300769519519519519520,2721449,0.9995897252812236691415377993
aeb.cnf,2,6,2722160,0.9978826482732732732732732733,2721773,0.9997087306607075824791758951
aeb.cnf,2,7,2719954,0.9970739782751501501501501502,2720590,0.9992742141053697137186022304
aeb.cnf,2,8,2719187,0.9967928133211336336336336336,2719567,0.9988984656386658762358745389
aeb.cnf,2,9,2720764,0.9973709060623123123123123123,2721625,0.9996543701787211035471683698
aeb.cnf,2,10,2721004,0.9974588846659159159159159159,2720403,0.9992055289017786896626197492
aim711.cnf,2,1,2987286,0.9983817537217659137577002053,2986322,0.9996652520217104148799493325
aim711.cnf,2,2,2986321,0.9980592407811430527036276523,2986851,0.9998423337022256054084561356
aim711.cnf,2,3,2985523,0.9977925409608145106091718001,2986233,0.9996354594516426418042648231
aim711.cnf,2,4,2985146,0.9976665436772758384668035592,2984497,0.9990543369613319220358568644
aim711.cnf,2,5,2986733,0.9981969354252224503764544832,2986973,0.9998831729555769347931023171
aim711.cnf,2,6,2988325,0.9987289982246748802190280630,2986864,0.9998466854259433700150167943
aim711.cnf,2,7,2985618,0.9978242909394250513347022587,2986233,0.9996354594516426418042648231
aim711.cnf,2,8,2983790,0.9972133545088980150581793292,2985204,0.9992910037819826587157326863
aim711.cnf,2,9,2984308,0.9973864754449007529089664613,2985974,0.9995487597252656392581717003
aim711.cnf,2,10,2986547,0.9981347723092060232717316906,2985330,0.9993331820272471464408590704
aki3068net.cnf,2,1,2725690,0.9984270970086271567891972993,2724968,0.9998506627528321790579278081
aki3068net.cnf,2,2,2724353,0.9979373505485746436609152288,2722528,0.9989553731137916800440306380
aki3068net.cnf,2,3,2722192,0.9971457708177044261065266317,2722080,0.9987909920653121130119708297
aki3068net.cnf,2,4,2721473,0.9968823993107651912978244561,2723396,0.9992738613952208411686465165
aki3068net.cnf,2,5,2723813,0.9977395471914853713428357089,2724225,0.9995780397193046828418107600
aki3068net.cnf,2,6,2723597,0.9976604258486496624156039010,2724572,0.9997053616474797046278035133
aki3068net.cnf,2,7,2722466,0.9972461377063015753938484621,2723188,0.9991975416227124707609044627
aki3068net.cnf,2,8,2723675,0.9976889974446736684171042761,2725282,0.9999658762555611613080768702
aki3068net.cnf,2,9,2722585,0.9972897277053638409602400600,2723044,0.9991447048571297527863138100
aki3068net.cnf,2,10,2722705,0.9973336840069392348087021755,2723960,0.9994808053937531532357932395
am31_sim.cnf,2,1,2515386,0.9985494474085365853658536585,2516563,0.9991094987069270122431024859
am31_sim.cnf,2,2,2515548,0.9986137576219512195121951220,2516001,0.9988863771167767585117710534
am31_sim.cnf,2,3,2516533,0.9990047795985772357723577236,2517669,0.9995485956441266218994237746
am31_sim.cnf,2,4,2516324,0.9989218114837398373983739837,2517064,0.9993084024732353345196096881
am31_sim.cnf,2,5,2517852,0.9995283917682926829268292683,2517606,0.9995235837932734795772282582
am31_sim.cnf,2,6,2515813,0.9987189564278455284552845528,2516361,0.9990293019787947146386025760
am31_sim.cnf,2,7,2517203,0.9992707539380081300813008130,2517820,0.9996085446834730423859558854
