Benchmark, twise, seed, approx combinations, approx coverage
XSEngine.cnf,4,1,1322039395155,0.9861795220174966547839585237
XSEngine.cnf,4,2,1324901137318,0.9883142477516823403110588175
XSEngine.cnf,4,3,1321761243286,0.9859720337397464046394247316
XSEngine.cnf,4,4,1322641071184,0.9866283441788204011317487235
XSEngine.cnf,4,5,1324282364484,0.9878526721738986029451161707
XSEngine.cnf,4,6,1316538826867,0.9820763554817910761560112369
XSEngine.cnf,4,7,1320704529211,0.9851837744902779113592316639
XSEngine.cnf,4,8,1320967556983,0.9853799808994204128175245842
XSEngine.cnf,4,9,1318116335931,0.9832531034216899417331804024
XSEngine.cnf,4,10,1321384456002,0.9856909680581947398462627810
aaed2000.cnf,4,1,1406913918443,0.9833326024665561894314821397
aaed2000.cnf,4,2,1408275549615,0.9842842856551368509403536512
aaed2000.cnf,4,3,1406928811284,0.9833430115014706051595662817
aaed2000.cnf,4,4,1407196173238,0.9835298784608353369678833695
aaed2000.cnf,4,5,1406345862939,0.9829355721367177104413173883
aaed2000.cnf,4,6,1407598279944,0.9838109224028256328647176947
aaed2000.cnf,4,7,1408385472965,0.9843611142460054125615848162
aaed2000.cnf,4,8,1408827293913,0.9846699156139681978923518483
aaed2000.cnf,4,9,1405325348743,0.9822223054136780368454237145
aaed2000.cnf,4,10,1410188215902,0.9856211031341530368654634000
adder.cnf,4,1,1382814326051,0.9868553244084176889324553625
adder.cnf,4,2,1377092746484,0.9827720782680301373945798910
adder.cnf,4,3,1381527534132,0.9859369961609100473338160022
adder.cnf,4,4,1380364367127,0.9851068937166155069723896597
adder.cnf,4,5,1381227009480,0.9857225245956716866328798491
adder.cnf,4,6,1378702602404,0.9839209634482403824612555376
adder.cnf,4,7,1376466425789,0.9823251000287946156615041682
adder.cnf,4,8,1378958731369,0.9841037517142307255916668537
adder.cnf,4,9,1382798616807,0.9868441133941898400756134384
adder.cnf,4,10,1379307749771,0.9843528311906589402092827691
adderII.cnf,4,1,1394721242093,0.9847880045920779887612251010
adderII.cnf,4,2,1400112675331,0.9885948002585538234378100345
adderII.cnf,4,3,1397382030248,0.9866667400545654557165184918
adderII.cnf,4,4,1397828837929,0.9869822230567086637697950107
adderII.cnf,4,5,1396229045103,0.9858526376332350532786244240
adderII.cnf,4,6,1395569208373,0.9853867385868290954688175598
adderII.cnf,4,7,1398050166811,0.9871384994662772804792402729
adderII.cnf,4,8,1399414797700,0.9881020412046724960061074026
